Geneid	K27ac_Geneid	geneID
Region6762	Region4462	FBgn0003719
Region6762	Region4462	FBgn0003719
Region6763	Region4462	FBgn0003719
Region6763	Region4463	FBgn0003719
Region6763	Region4462	FBgn0003719
Region6763	Region4463	FBgn0003719
Region6763	Region4462	FBgn0003719
Region6763	Region4463	FBgn0003719
Region6783	Region4482	FBgn0039288
Region6783	Region4482	FBgn0039288
Region6783	Region4482	FBgn0039288
Region6784	Region4483	FBgn0039288
Region6784	Region4484	FBgn0039288
Region6784	Region4483	FBgn0039288
Region6784	Region4484	FBgn0039288
Region6784	Region4483	FBgn0039288
Region6784	Region4484	FBgn0039288
Region6785	Region4483	FBgn0039288
Region6785	Region4484	FBgn0039288
Region6785	Region4483	FBgn0039288
Region6785	Region4484	FBgn0039288
Region6785	Region4483	FBgn0039288
Region6785	Region4484	FBgn0039288
Region6786	Region4487	FBgn0039288
Region6786	Region4487	FBgn0039288
Region6786	Region4487	FBgn0039288
Region6789	Region4488	FBgn0039288
Region6789	Region4488	FBgn0039288
Region6789	Region4488	FBgn0039288
Region6790	Region4488	FBgn0039288
Region6790	Region4488	FBgn0039288
Region6790	Region4488	FBgn0039288
Region6791	Region4488	FBgn0039288
Region6791	Region4489	FBgn0039288
Region6791	Region4488	FBgn0039288
Region6791	Region4489	FBgn0039288
Region6791	Region4488	FBgn0039288
Region6791	Region4489	FBgn0039288
Region6792	Region4488	FBgn0039288
Region6792	Region4489	FBgn0039288
Region6792	Region4490	FBgn0039288
Region6792	Region4488	FBgn0039288
Region6792	Region4489	FBgn0039288
Region6792	Region4490	FBgn0039288
Region6792	Region4488	FBgn0039288
Region6792	Region4489	FBgn0039288
Region6792	Region4490	FBgn0039288
Region6793	Region4490	FBgn0039288
Region6793	Region4490	FBgn0039288
Region6793	Region4490	FBgn0039288
Region6794	Region4490	FBgn0039288
Region6794	Region4490	FBgn0039288
Region6794	Region4490	FBgn0039288
Region6795	Region4490	FBgn0039288
Region6795	Region4491	FBgn0039288
Region6795	Region4490	FBgn0039288
Region6795	Region4491	FBgn0039288
Region6795	Region4490	FBgn0039288
Region6795	Region4491	FBgn0039288
Region6796	Region4491	FBgn0039288
Region6796	Region4492	FBgn0039288
Region6796	Region4491	FBgn0039288
Region6796	Region4492	FBgn0039288
Region6796	Region4491	FBgn0039288
Region6796	Region4492	FBgn0039288
Region6804	Region4494	FBgn0039288
Region6804	Region4494	FBgn0051098
Region6804	Region4494	FBgn0039288
Region6804	Region4494	FBgn0051098
Region6804	Region4494	FBgn0039288
Region6804	Region4494	FBgn0051098
Region6805	Region4496	FBgn0039288
Region6805	Region4496	FBgn0051098
Region6805	Region4496	FBgn0039288
Region6805	Region4496	FBgn0051098
Region6805	Region4496	FBgn0039288
Region6805	Region4496	FBgn0051098
Region6806	Region4497	FBgn0039288
Region6806	Region4497	FBgn0051098
Region6806	Region4497	FBgn0039288
Region6806	Region4497	FBgn0051098
Region6806	Region4497	FBgn0039288
Region6806	Region4497	FBgn0051098
Region6807	Region4498	FBgn0039288
Region6807	Region4498	FBgn0051098
Region6807	Region4498	FBgn0039288
Region6807	Region4498	FBgn0051098
Region6807	Region4498	FBgn0039288
Region6807	Region4498	FBgn0051098
Region6808	Region4500	FBgn0039288
Region6808	Region4500	FBgn0051098
Region6808	Region4500	FBgn0039288
Region6808	Region4500	FBgn0051098
Region6808	Region4500	FBgn0039288
Region6808	Region4500	FBgn0051098
Region6842	Region4526	FBgn0002609
Region6842	Region4526	FBgn0002734
Region6842	Region4526	FBgn0002609
Region6842	Region4526	FBgn0002734
Region6842	Region4526	FBgn0002609
Region6842	Region4526	FBgn0002734
Region6853	Region4527	FBgn0002609
Region6853	Region4527	FBgn0002734
Region6853	Region4527	FBgn0002609
Region6853	Region4527	FBgn0002734
Region6853	Region4527	FBgn0002609
Region6853	Region4527	FBgn0002734
Region6854	Region4527	FBgn0002609
Region6854	Region4527	FBgn0002734
Region6854	Region4528	FBgn0002609
Region6854	Region4528	FBgn0002734
Region6854	Region4527	FBgn0002609
Region6854	Region4527	FBgn0002734
Region6854	Region4528	FBgn0002609
Region6854	Region4528	FBgn0002734
Region6854	Region4527	FBgn0002609
Region6854	Region4527	FBgn0002734
Region6854	Region4528	FBgn0002609
Region6854	Region4528	FBgn0002734
Region6860	Region4529	FBgn0002609
Region6860	Region4529	FBgn0002734
Region6860	Region4530	FBgn0002609
Region6860	Region4530	FBgn0002734
Region6860	Region4529	FBgn0002609
Region6860	Region4529	FBgn0002734
Region6860	Region4530	FBgn0002609
Region6860	Region4530	FBgn0002734
Region6860	Region4529	FBgn0002609
Region6860	Region4529	FBgn0002734
Region6860	Region4530	FBgn0002609
Region6860	Region4530	FBgn0002734
Region6861	Region4530	FBgn0002609
Region6861	Region4530	FBgn0002734
Region6861	Region4530	FBgn0002609
Region6861	Region4530	FBgn0002734
Region6861	Region4530	FBgn0002609
Region6861	Region4530	FBgn0002734
Region6863	Region4531	FBgn0002609
Region6863	Region4531	FBgn0002734
Region6863	Region4531	FBgn0002609
Region6863	Region4531	FBgn0002734
Region6863	Region4531	FBgn0002609
Region6863	Region4531	FBgn0002734
Region6865	Region4532	FBgn0002609
Region6865	Region4532	FBgn0002734
Region6865	Region4533	FBgn0002609
Region6865	Region4533	FBgn0002734
Region6865	Region4532	FBgn0002609
Region6865	Region4532	FBgn0002734
Region6865	Region4533	FBgn0002609
Region6865	Region4533	FBgn0002734
Region6865	Region4532	FBgn0002609
Region6865	Region4532	FBgn0002734
Region6865	Region4533	FBgn0002609
Region6865	Region4533	FBgn0002734
Region6866	Region4533	FBgn0002609
Region6866	Region4533	FBgn0002734
Region6866	Region4533	FBgn0002609
Region6866	Region4533	FBgn0002734
Region6866	Region4533	FBgn0002609
Region6866	Region4533	FBgn0002734
Region6875	Region4537	FBgn0262473
Region6875	Region4538	FBgn0262473
Region6875	Region4537	FBgn0262473
Region6875	Region4538	FBgn0262473
Region6875	Region4537	FBgn0262473
Region6875	Region4538	FBgn0262473
Region6884	Region4539	FBgn0262473
Region6884	Region4539	FBgn0262473
Region6884	Region4539	FBgn0262473
Region6885	Region4540	FBgn0262473
Region6885	Region4540	FBgn0262473
Region6885	Region4540	FBgn0262473
Region6886	Region4541	FBgn0262473
Region6886	Region4541	FBgn0262473
Region6886	Region4541	FBgn0262473
Region6887	Region4542	FBgn0262473
Region6887	Region4542	FBgn0262473
Region6887	Region4542	FBgn0262473
Region6888	Region4542	FBgn0262473
Region6888	Region4542	FBgn0262473
Region6888	Region4542	FBgn0262473
Region6889	Region4543	FBgn0262473
Region6889	Region4544	FBgn0262473
Region6889	Region4543	FBgn0262473
Region6889	Region4544	FBgn0262473
Region6889	Region4543	FBgn0262473
Region6889	Region4544	FBgn0262473
Region6890	Region4544	FBgn0262473
Region6890	Region4544	FBgn0262473
Region6890	Region4544	FBgn0262473
Region6948	Region4587	FBgn0003137
Region6948	Region4587	FBgn0003137
Region6948	Region4587	FBgn0003137
Region6959	Region4588	FBgn0003137
Region6959	Region4589	FBgn0003137
Region6959	Region4588	FBgn0003137
Region6959	Region4589	FBgn0003137
Region6959	Region4588	FBgn0003137
Region6959	Region4589	FBgn0003137
Region6960	Region4589	FBgn0003137
Region6960	Region4589	FBgn0003137
Region6960	Region4589	FBgn0003137
Region6962	Region4591	FBgn0003137
Region6962	Region4591	FBgn0003137
Region6962	Region4591	FBgn0003137
Region7018	Region4633	FBgn0000492
Region7018	Region4633	FBgn0000492
Region7018	Region4633	FBgn0000492
Region7019	Region4633	FBgn0000492
Region7019	Region4633	FBgn0000492
Region7019	Region4633	FBgn0000492
Region7021	Region4634	FBgn0000492
Region7021	Region4635	FBgn0000492
Region7021	Region4634	FBgn0000492
Region7021	Region4635	FBgn0000492
Region7021	Region4634	FBgn0000492
Region7021	Region4635	FBgn0000492
Region7022	Region4636	FBgn0000492
Region7022	Region4636	FBgn0000492
Region7022	Region4636	FBgn0000492
Region7023	Region4637	FBgn0000492
Region7023	Region4637	FBgn0000492
Region7023	Region4637	FBgn0000492
Region7024	Region4638	FBgn0000492
Region7024	Region4638	FBgn0000492
Region7024	Region4638	FBgn0000492
Region703	Region455	FBgn0029123
Region703	Region456	FBgn0029123
Region703	Region455	FBgn0029123
Region703	Region456	FBgn0029123
Region703	Region455	FBgn0029123
Region703	Region456	FBgn0029123
Region7033	Region4639	FBgn0000492
Region7033	Region4639	FBgn0039679
Region7033	Region4639	FBgn0000492
Region7033	Region4639	FBgn0039679
Region7033	Region4639	FBgn0000492
Region7033	Region4639	FBgn0039679
Region7034	Region4640	FBgn0000492
Region7034	Region4640	FBgn0039679
Region7034	Region4640	FBgn0000492
Region7034	Region4640	FBgn0039679
Region7034	Region4640	FBgn0000492
Region7034	Region4640	FBgn0039679
Region7035	Region4643	FBgn0039679
Region7035	Region4643	FBgn0039679
Region7035	Region4643	FBgn0039679
Region7036	Region4644	FBgn0039679
Region7036	Region4644	FBgn0039679
Region7036	Region4644	FBgn0039679
Region704	Region456	FBgn0029123
Region704	Region456	FBgn0029123
Region704	Region456	FBgn0029123
Region7042	Region4646	FBgn0039679
Region7042	Region4646	FBgn0039679
Region7042	Region4646	FBgn0039679
Region7043	Region4646	FBgn0039679
Region7043	Region4646	FBgn0039679
Region7043	Region4646	FBgn0039679
Region7045	Region4647	FBgn0039679
Region7045	Region4648	FBgn0039679
Region7045	Region4647	FBgn0039679
Region7045	Region4648	FBgn0039679
Region7045	Region4647	FBgn0039679
Region7045	Region4648	FBgn0039679
Region7047	Region4649	FBgn0039679
Region7047	Region4649	FBgn0039679
Region7047	Region4649	FBgn0039679
Region7048	Region4650	FBgn0039679
Region7048	Region4651	FBgn0039679
Region7048	Region4650	FBgn0039679
Region7048	Region4651	FBgn0039679
Region7048	Region4650	FBgn0039679
Region7048	Region4651	FBgn0039679
Region707	Region457	FBgn0029123
Region707	Region457	FBgn0029123
Region707	Region457	FBgn0029123
Region708	Region457	FBgn0029123
Region708	Region457	FBgn0029123
Region708	Region457	FBgn0029123
Region709	Region458	FBgn0029123
Region709	Region458	FBgn0029123
Region709	Region458	FBgn0029123
Region710	Region460	FBgn0029123
Region710	Region461	FBgn0029123
Region710	Region460	FBgn0029123
Region710	Region461	FBgn0029123
Region710	Region460	FBgn0029123
Region710	Region461	FBgn0029123
Region711	Region461	FBgn0029123
Region711	Region461	FBgn0029123
Region711	Region461	FBgn0029123
Region7115	Region4692	FBgn0004606
Region7115	Region4692	FBgn0004606
Region7115	Region4692	FBgn0004606
Region712	Region461	FBgn0029123
Region712	Region462	FBgn0029123
Region712	Region461	FBgn0029123
Region712	Region462	FBgn0029123
Region712	Region461	FBgn0029123
Region712	Region462	FBgn0029123
Region7126	Region4693	FBgn0004606
Region7126	Region4694	FBgn0004606
Region7126	Region4693	FBgn0004606
Region7126	Region4694	FBgn0004606
Region7126	Region4693	FBgn0004606
Region7126	Region4694	FBgn0004606
Region7127	Region4693	FBgn0004606
Region7127	Region4694	FBgn0004606
Region7127	Region4693	FBgn0004606
Region7127	Region4694	FBgn0004606
Region7127	Region4693	FBgn0004606
Region7127	Region4694	FBgn0004606
Region7128	Region4695	FBgn0004606
Region7128	Region4696	FBgn0004606
Region7128	Region4695	FBgn0004606
Region7128	Region4696	FBgn0004606
Region7128	Region4695	FBgn0004606
Region7128	Region4696	FBgn0004606
Region713	Region462	FBgn0029123
Region713	Region462	FBgn0029123
Region713	Region462	FBgn0029123
Region715	Region464	FBgn0029123
Region715	Region465	FBgn0029123
Region715	Region464	FBgn0029123
Region715	Region465	FBgn0029123
Region715	Region464	FBgn0029123
Region715	Region465	FBgn0029123
Region716	Region465	FBgn0029123
Region716	Region466	FBgn0029123
Region716	Region465	FBgn0029123
Region716	Region466	FBgn0029123
Region716	Region465	FBgn0029123
Region716	Region466	FBgn0029123
Region7237	Region4769	FBgn0005558
Region7237	Region4770	FBgn0005558
Region7237	Region4769	FBgn0005558
Region7237	Region4770	FBgn0005558
Region7237	Region4769	FBgn0005558
Region7237	Region4770	FBgn0005558
Region7241	Region4778	FBgn0005558
Region7241	Region4778	FBgn0005558
Region7241	Region4778	FBgn0005558
Region7251	Region4787	FBgn0019650
Region7251	Region4787	FBgn0019650
Region7251	Region4787	FBgn0019650
Region7252	Region4790	FBgn0019650
Region7252	Region4790	FBgn0019650
Region7252	Region4790	FBgn0019650
Region7253	Region4790	FBgn0019650
Region7253	Region4791	FBgn0019650
Region7253	Region4790	FBgn0019650
Region7253	Region4791	FBgn0019650
Region7253	Region4790	FBgn0019650
Region7253	Region4791	FBgn0019650
Region7257	Region4794	FBgn0019650
Region7257	Region4794	FBgn0019650
Region7257	Region4794	FBgn0019650
Region7258	Region4794	FBgn0019650
Region7258	Region4794	FBgn0019650
Region7258	Region4794	FBgn0019650
Region7260	Region4796	FBgn0019650
Region7260	Region4796	FBgn0019650
Region7260	Region4796	FBgn0019650
Region743	Region487	FBgn0014179
Region743	Region487	FBgn0014179
Region743	Region487	FBgn0014179
Region744	Region488	FBgn0014179
Region744	Region488	FBgn0014179
Region744	Region488	FBgn0014179
Region745	Region488	FBgn0014179
Region745	Region488	FBgn0014179
Region745	Region488	FBgn0014179
Region749	Region489	FBgn0014179
Region749	Region489	FBgn0014179
Region749	Region489	FBgn0014179
Region750	Region489	FBgn0014179
Region750	Region490	FBgn0014179
Region750	Region489	FBgn0014179
Region750	Region490	FBgn0014179
Region750	Region489	FBgn0014179
Region750	Region490	FBgn0014179
Region751	Region490	FBgn0014179
Region751	Region491	FBgn0014179
Region751	Region490	FBgn0014179
Region751	Region491	FBgn0014179
Region751	Region490	FBgn0014179
Region751	Region491	FBgn0014179
Region752	Region492	FBgn0014179
Region752	Region492	FBgn0014179
Region752	Region492	FBgn0014179
Region759	Region493	FBgn0014179
Region759	Region493	FBgn0014179
Region759	Region493	FBgn0014179
Region760	Region494	FBgn0014179
Region760	Region494	FBgn0014179
Region760	Region494	FBgn0014179
Region7600	Region4815	FBgn0000137
Region7600	Region4815	FBgn0002561
Region7600	Region4816	FBgn0000137
Region7600	Region4816	FBgn0002561
Region7600	Region4815	FBgn0000137
Region7600	Region4815	FBgn0002561
Region7600	Region4816	FBgn0000137
Region7600	Region4816	FBgn0002561
Region7600	Region4815	FBgn0000137
Region7600	Region4815	FBgn0002561
Region7600	Region4816	FBgn0000137
Region7600	Region4816	FBgn0002561
Region7608	Region4817	FBgn0000137
Region7608	Region4817	FBgn0002561
Region7608	Region4817	FBgn0000137
Region7608	Region4817	FBgn0002561
Region7608	Region4817	FBgn0000137
Region7608	Region4817	FBgn0002561
Region7609	Region4818	FBgn0000137
Region7609	Region4818	FBgn0002561
Region7609	Region4818	FBgn0000137
Region7609	Region4818	FBgn0002561
Region7609	Region4818	FBgn0000137
Region7609	Region4818	FBgn0002561
Region7610	Region4819	FBgn0000137
Region7610	Region4819	FBgn0002561
Region7610	Region4819	FBgn0000137
Region7610	Region4819	FBgn0002561
Region7610	Region4819	FBgn0000137
Region7610	Region4819	FBgn0002561
Region7611	Region4820	FBgn0000137
Region7611	Region4820	FBgn0002561
Region7611	Region4821	FBgn0000137
Region7611	Region4821	FBgn0002561
Region7611	Region4820	FBgn0000137
Region7611	Region4820	FBgn0002561
Region7611	Region4821	FBgn0000137
Region7611	Region4821	FBgn0002561
Region7611	Region4820	FBgn0000137
Region7611	Region4820	FBgn0002561
Region7611	Region4821	FBgn0000137
Region7611	Region4821	FBgn0002561
Region7613	Region4822	FBgn0000137
Region7613	Region4822	FBgn0261930
Region7613	Region4822	FBgn0002561
Region7613	Region4822	FBgn0000137
Region7613	Region4822	FBgn0261930
Region7613	Region4822	FBgn0002561
Region7613	Region4822	FBgn0000137
Region7613	Region4822	FBgn0261930
Region7613	Region4822	FBgn0002561
Region7616	Region4823	FBgn0000137
Region7616	Region4823	FBgn0261930
Region7616	Region4823	FBgn0000137
Region7616	Region4823	FBgn0261930
Region7616	Region4823	FBgn0000137
Region7616	Region4823	FBgn0261930
Region7619	Region4824	FBgn0000137
Region7619	Region4824	FBgn0261930
Region7619	Region4824	FBgn0000137
Region7619	Region4824	FBgn0261930
Region7619	Region4824	FBgn0000137
Region7619	Region4824	FBgn0261930
Region7631	Region4825	FBgn0261930
Region7631	Region4825	FBgn0261930
Region7631	Region4825	FBgn0261930
Region7632	Region4826	FBgn0261930
Region7632	Region4826	FBgn0261930
Region7632	Region4826	FBgn0261930
Region7633	Region4826	FBgn0261930
Region7633	Region4826	FBgn0261930
Region7633	Region4826	FBgn0261930
Region7634	Region4827	FBgn0261930
Region7634	Region4827	FBgn0261930
Region7634	Region4827	FBgn0261930
Region7635	Region4828	FBgn0261930
Region7635	Region4828	FBgn0261930
Region7635	Region4828	FBgn0261930
Region7636	Region4829	FBgn0261930
Region7636	Region4829	FBgn0261930
Region7636	Region4829	FBgn0261930
Region7637	Region4829	FBgn0261930
Region7637	Region4829	FBgn0261930
Region7637	Region4829	FBgn0261930
Region7638	Region4830	FBgn0261930
Region7638	Region4831	FBgn0261930
Region7638	Region4830	FBgn0261930
Region7638	Region4831	FBgn0261930
Region7638	Region4830	FBgn0261930
Region7638	Region4831	FBgn0261930
Region7639	Region4830	FBgn0261930
Region7639	Region4831	FBgn0261930
Region7639	Region4830	FBgn0261930
Region7639	Region4831	FBgn0261930
Region7639	Region4830	FBgn0261930
Region7639	Region4831	FBgn0261930
Region7640	Region4832	FBgn0261930
Region7640	Region4832	FBgn0261930
Region7640	Region4832	FBgn0261930
Region7641	Region4833	FBgn0261930
Region7641	Region4833	FBgn0261930
Region7641	Region4833	FBgn0261930
Region7642	Region4833	FBgn0261930
Region7642	Region4833	FBgn0261930
Region7642	Region4833	FBgn0261930
Region7644	Region4834	FBgn0261930
Region7644	Region4834	FBgn0261930
Region7644	Region4834	FBgn0261930
Region7645	Region4835	FBgn0261930
Region7645	Region4836	FBgn0261930
Region7645	Region4835	FBgn0261930
Region7645	Region4836	FBgn0261930
Region7645	Region4835	FBgn0261930
Region7645	Region4836	FBgn0261930
Region8187	Region5112	FBgn0024250
Region8187	Region5112	FBgn0029939
Region8187	Region5112	FBgn0029943
Region8187	Region5112	FBgn0024250
Region8187	Region5112	FBgn0029939
Region8187	Region5112	FBgn0029943
Region8187	Region5112	FBgn0024250
Region8187	Region5112	FBgn0029939
Region8187	Region5112	FBgn0029943
Region8188	Region5113	FBgn0024250
Region8188	Region5113	FBgn0029939
Region8188	Region5113	FBgn0029943
Region8188	Region5113	FBgn0024250
Region8188	Region5113	FBgn0029939
Region8188	Region5113	FBgn0029943
Region8188	Region5113	FBgn0024250
Region8188	Region5113	FBgn0029939
Region8188	Region5113	FBgn0029943
Region8189	Region5114	FBgn0024250
Region8189	Region5114	FBgn0029939
Region8189	Region5114	FBgn0029943
Region8189	Region5115	FBgn0024250
Region8189	Region5115	FBgn0029939
Region8189	Region5115	FBgn0029943
Region8189	Region5114	FBgn0024250
Region8189	Region5114	FBgn0029939
Region8189	Region5114	FBgn0029943
Region8189	Region5115	FBgn0024250
Region8189	Region5115	FBgn0029939
Region8189	Region5115	FBgn0029943
Region8189	Region5114	FBgn0024250
Region8189	Region5114	FBgn0029939
Region8189	Region5114	FBgn0029943
Region8189	Region5115	FBgn0024250
Region8189	Region5115	FBgn0029939
Region8189	Region5115	FBgn0029943
Region8190	Region5115	FBgn0024250
Region8190	Region5115	FBgn0029939
Region8190	Region5115	FBgn0029943
Region8190	Region5116	FBgn0024250
Region8190	Region5116	FBgn0029939
Region8190	Region5116	FBgn0029943
Region8190	Region5115	FBgn0024250
Region8190	Region5115	FBgn0029939
Region8190	Region5115	FBgn0029943
Region8190	Region5116	FBgn0024250
Region8190	Region5116	FBgn0029939
Region8190	Region5116	FBgn0029943
Region8190	Region5115	FBgn0024250
Region8190	Region5115	FBgn0029939
Region8190	Region5115	FBgn0029943
Region8190	Region5116	FBgn0024250
Region8190	Region5116	FBgn0029939
Region8190	Region5116	FBgn0029943
Region8191	Region5118	FBgn0024250
Region8191	Region5118	FBgn0029939
Region8191	Region5118	FBgn0029943
Region8191	Region5119	FBgn0024250
Region8191	Region5119	FBgn0029939
Region8191	Region5119	FBgn0029943
Region8191	Region5118	FBgn0024250
Region8191	Region5118	FBgn0029939
Region8191	Region5118	FBgn0029943
Region8191	Region5119	FBgn0024250
Region8191	Region5119	FBgn0029939
Region8191	Region5119	FBgn0029943
Region8191	Region5118	FBgn0024250
Region8191	Region5118	FBgn0029939
Region8191	Region5118	FBgn0029943
Region8191	Region5119	FBgn0024250
Region8191	Region5119	FBgn0029939
Region8191	Region5119	FBgn0029943
Region8194	Region5120	FBgn0024250
Region8194	Region5120	FBgn0029939
Region8194	Region5120	FBgn0029943
Region8194	Region5120	FBgn0024250
Region8194	Region5120	FBgn0029939
Region8194	Region5120	FBgn0029943
Region8194	Region5120	FBgn0024250
Region8194	Region5120	FBgn0029939
Region8194	Region5120	FBgn0029943
Region8195	Region5120	FBgn0024250
Region8195	Region5120	FBgn0029939
Region8195	Region5120	FBgn0029943
Region8195	Region5120	FBgn0024250
Region8195	Region5120	FBgn0029939
Region8195	Region5120	FBgn0029943
Region8195	Region5120	FBgn0024250
Region8195	Region5120	FBgn0029939
Region8195	Region5120	FBgn0029943
Region8196	Region5122	FBgn0024250
Region8196	Region5122	FBgn0029939
Region8196	Region5122	FBgn0029943
Region8196	Region5122	FBgn0024250
Region8196	Region5122	FBgn0029939
Region8196	Region5122	FBgn0029943
Region8196	Region5122	FBgn0024250
Region8196	Region5122	FBgn0029939
Region8196	Region5122	FBgn0029943
Region8197	Region5122	FBgn0024250
Region8197	Region5122	FBgn0029939
Region8197	Region5122	FBgn0029943
Region8197	Region5123	FBgn0024250
Region8197	Region5123	FBgn0029939
Region8197	Region5123	FBgn0029943
Region8197	Region5124	FBgn0024250
Region8197	Region5124	FBgn0029939
Region8197	Region5124	FBgn0029943
Region8197	Region5122	FBgn0024250
Region8197	Region5122	FBgn0029939
Region8197	Region5122	FBgn0029943
Region8197	Region5123	FBgn0024250
Region8197	Region5123	FBgn0029939
Region8197	Region5123	FBgn0029943
Region8197	Region5124	FBgn0024250
Region8197	Region5124	FBgn0029939
Region8197	Region5124	FBgn0029943
Region8197	Region5122	FBgn0024250
Region8197	Region5122	FBgn0029939
Region8197	Region5122	FBgn0029943
Region8197	Region5123	FBgn0024250
Region8197	Region5123	FBgn0029939
Region8197	Region5123	FBgn0029943
Region8197	Region5124	FBgn0024250
Region8197	Region5124	FBgn0029939
Region8197	Region5124	FBgn0029943
Region8198	Region5124	FBgn0024250
Region8198	Region5124	FBgn0029939
Region8198	Region5124	FBgn0029943
Region8198	Region5125	FBgn0024250
Region8198	Region5125	FBgn0029939
Region8198	Region5125	FBgn0029943
Region8198	Region5124	FBgn0024250
Region8198	Region5124	FBgn0029939
Region8198	Region5124	FBgn0029943
Region8198	Region5125	FBgn0024250
Region8198	Region5125	FBgn0029939
Region8198	Region5125	FBgn0029943
Region8198	Region5124	FBgn0024250
Region8198	Region5124	FBgn0029939
Region8198	Region5124	FBgn0029943
Region8198	Region5125	FBgn0024250
Region8198	Region5125	FBgn0029939
Region8198	Region5125	FBgn0029943
Region8200	Region5126	FBgn0024250
Region8200	Region5126	FBgn0029939
Region8200	Region5126	FBgn0029943
Region8200	Region5127	FBgn0024250
Region8200	Region5127	FBgn0029939
Region8200	Region5127	FBgn0029943
Region8200	Region5126	FBgn0024250
Region8200	Region5126	FBgn0029939
Region8200	Region5126	FBgn0029943
Region8200	Region5127	FBgn0024250
Region8200	Region5127	FBgn0029939
Region8200	Region5127	FBgn0029943
Region8200	Region5126	FBgn0024250
Region8200	Region5126	FBgn0029939
Region8200	Region5126	FBgn0029943
Region8200	Region5127	FBgn0024250
Region8200	Region5127	FBgn0029939
Region8200	Region5127	FBgn0029943
Region822	Region588	FBgn0051721
Region822	Region588	FBgn0051721
Region822	Region588	FBgn0051721
Region823	Region590	FBgn0051721
Region823	Region590	FBgn0051721
Region823	Region590	FBgn0051721
Region824	Region592	FBgn0051721
Region824	Region592	FBgn0051721
Region824	Region592	FBgn0051721
Region826	Region593	FBgn0051721
Region826	Region593	FBgn0051721
Region826	Region593	FBgn0051721
Region827	Region595	FBgn0051721
Region827	Region596	FBgn0051721
Region827	Region595	FBgn0051721
Region827	Region596	FBgn0051721
Region827	Region595	FBgn0051721
Region827	Region596	FBgn0051721
Region828	Region596	FBgn0051721
Region828	Region596	FBgn0051721
Region828	Region596	FBgn0051721
Region829	Region596	FBgn0051721
Region829	Region597	FBgn0051721
Region829	Region596	FBgn0051721
Region829	Region597	FBgn0051721
Region829	Region596	FBgn0051721
Region829	Region597	FBgn0051721
Region8694	Region5383	FBgn0030482
Region8694	Region5384	FBgn0030482
Region8694	Region5383	FBgn0030482
Region8694	Region5384	FBgn0030482
Region8694	Region5383	FBgn0030482
Region8694	Region5384	FBgn0030482
Region8696	Region5385	FBgn0030482
Region8696	Region5386	FBgn0030482
Region8696	Region5385	FBgn0030482
Region8696	Region5386	FBgn0030482
Region8696	Region5385	FBgn0030482
Region8696	Region5386	FBgn0030482
Region8700	Region5387	FBgn0030482
Region8700	Region5387	FBgn0030482
Region8700	Region5387	FBgn0030482
Region8701	Region5387	FBgn0030482
Region8701	Region5388	FBgn0030482
Region8701	Region5387	FBgn0030482
Region8701	Region5388	FBgn0030482
Region8701	Region5387	FBgn0030482
Region8701	Region5388	FBgn0030482
Region8702	Region5389	FBgn0030482
Region8702	Region5390	FBgn0030482
Region8702	Region5389	FBgn0030482
Region8702	Region5390	FBgn0030482
Region8702	Region5389	FBgn0030482
Region8702	Region5390	FBgn0030482
Region8703	Region5391	FBgn0030482
Region8703	Region5391	FBgn0030482
Region8703	Region5391	FBgn0030482
Region8704	Region5392	FBgn0030482
Region8704	Region5392	FBgn0030482
Region8704	Region5392	FBgn0030482
Region8708	Region5393	FBgn0030510
Region8708	Region5393	FBgn0030510
Region8708	Region5393	FBgn0030510
Region8709	Region5394	FBgn0030510
Region8709	Region5394	FBgn0030510
Region8709	Region5394	FBgn0030510
Region8710	Region5395	FBgn0030510
Region8710	Region5396	FBgn0030510
Region8710	Region5395	FBgn0030510
Region8710	Region5396	FBgn0030510
Region8710	Region5395	FBgn0030510
Region8710	Region5396	FBgn0030510
Region8711	Region5397	FBgn0030510
Region8711	Region5397	FBgn0030510
Region8711	Region5397	FBgn0030510
Region8714	Region5399	FBgn0030510
Region8714	Region5400	FBgn0030510
Region8714	Region5399	FBgn0030510
Region8714	Region5400	FBgn0030510
Region8714	Region5399	FBgn0030510
Region8714	Region5400	FBgn0030510
Region8716	Region5401	FBgn0030510
Region8716	Region5401	FBgn0030510
Region8716	Region5401	FBgn0030510
Region8719	Region5402	FBgn0030510
Region8719	Region5402	FBgn0030510
Region8719	Region5402	FBgn0030510
Region8721	Region5403	FBgn0030510
Region8721	Region5403	FBgn0030510
Region8721	Region5403	FBgn0030510
Region8723	Region5404	FBgn0030510
Region8723	Region5404	FBgn0030510
Region8723	Region5404	FBgn0030510
Region8724	Region5405	FBgn0030510
Region8724	Region5405	FBgn0030510
Region8724	Region5405	FBgn0030510
Region873	Region633	FBgn0261648
Region873	Region634	FBgn0261648
Region873	Region633	FBgn0261648
Region873	Region634	FBgn0261648
Region873	Region633	FBgn0261648
Region873	Region634	FBgn0261648
Region874	Region634	FBgn0261648
Region874	Region634	FBgn0261648
Region874	Region634	FBgn0261648
Region8757	Region5420	FBgn0015773
Region8757	Region5420	FBgn0015773
Region8757	Region5420	FBgn0015773
Region8758	Region5421	FBgn0015773
Region8758	Region5421	FBgn0015773
Region8758	Region5421	FBgn0015773
Region876	Region635	FBgn0261648
Region876	Region635	FBgn0261648
Region876	Region635	FBgn0261648
Region8760	Region5422	FBgn0015773
Region8760	Region5422	FBgn0015773
