Toll10b_R1_CBP	Toll9_R1_CBP	Gd7_R2_CBP	Gd7_R1_CBP	Toll9_R2_CBP	Toll10b_R2_CBP
Region8546	6.24765316678828	6.2413786093061	6.35987501565613	6.19180758509118	6.09885216377302	6.63404751974164
Region8547	7.86448695333643	7.82258109433032	7.73103721914279	7.75227924153588	7.81020259355074	7.78401211960693
Region8548	9.85744448190724	9.94043733524298	9.91514037060602	9.83074133743578	9.97294846139814	9.94505740896028
Region8549	8.90890976068933	8.9642159301277	8.89259876448051	8.90659513957246	8.97111146097146	9.02856997970972
Region855	8.53129686435258	8.44002920771991	8.36633933623548	8.30868740419355	8.45099895661863	8.53896355907876
Region8550	6.77314806273296	6.59356912687364	6.71892173138064	6.62477768784774	6.70894524127312	6.70690130701865
Region8551	5.46409428170419	5.51135640594101	6.0898259438305	5.98649312729529	5.68904271393316	5.59731895116478
Region8552	5.79297745527184	5.83336564936673	5.72178052982621	5.79943392887731	5.54433408585444	5.86728604556518
Region8553	6.48638343981259	6.24436944470564	6.71100096554104	6.73553791089867	6.4601249299272	6.7349701441744
Region8554	5.51237979682443	5.31904701928859	5.482545388213	5.60071158138811	5.37349134027283	5.75607384226867
Region8555	8.87484096182509	8.94346207894631	8.92383989728482	8.90024177966485	8.90543224677875	8.94660889238042
Region8556	7.53635628033072	7.39693862672192	7.42815661510739	7.50067591770024	7.35788439449641	7.29852348192335
Region8557	6.74880722914695	6.58752859939541	6.45579949254914	6.72416008548598	6.59672194653427	6.4102166634459
Region8558	7.09901998730187	7.37334606461201	7.61420366183762	7.60629804248141	7.67896500921075	7.58404833323328
Region8559	8.3845975151157	8.33437390591157	8.45183540282399	8.39201209917081	8.30550147528345	8.49970373254097
Region856	6.91293324099273	6.83596206782585	6.80532689409405	6.76233848603513	6.8396397141337	6.84315451466375
Region8560	6.64086369289617	6.54708127687663	6.4418711870447	6.49959063136931	6.40379447697595	6.53728326677213
Region8561	6.88603925309602	6.7273464056789	6.2836881275179	5.8919139914044	6.75829555594902	6.78818055197473
Region8562	6.12610934054824	6.1701552021098	6.00483073528471	6.02743267527199	6.37205117548009	6.31996300542778
Region8563	8.56988848024448	8.53333350202283	8.57125743955168	8.52800402845728	8.53866862578617	8.73662811861706
Region8564	8.16410988379017	7.97153954693828	8.00457643108759	8.18290036970509	8.05799095129674	7.99010275914113
Region8565	5.52900763464187	5.65879865768425	5.51297688515156	5.46499287679727	5.63274828744728	5.79680307816964
Region8566	7.15261553090292	6.98723471119691	6.99211359024536	7.05437115404437	6.96687312871784	6.83356319835065
Region8567	7.64972229649212	7.73738713166149	7.78445421273932	7.63834431797892	7.92266073285736	7.76657030950154
Region8568	7.66616896452953	7.52019024678317	7.44656976547384	7.51828622742014	7.61252777406633	7.4083862925971
Region8569	5.91938605605004	6.01810810458293	5.98359060569295	5.98301551834311	6.11099518320086	6.06055878013892
Region857	7.4366780457174	7.43442278058126	7.25487300254344	7.28575608832026	7.19179415758551	7.3096019002725
Region8570	6.7047127875609	6.49524970577984	6.58078798838532	6.64937212440729	6.62956439115475	6.80071650875527
Region8571	7.62010017920336	7.71012574004445	7.42602709717915	7.39937455805206	7.6955861085532	7.64180643921776
Region8572	7.20709610554806	7.34159072103134	7.20658824661228	7.07044245218939	7.17301204902129	7.39783239987627
Region8573	6.87969502720016	7.09242035731218	7.57329831867743	7.51929001652042	7.09673071240347	6.98562951635014
Region8574	7.23956947868981	6.99479575423976	6.75023260897731	6.78896172060632	6.86090796931977	7.18556160921593
Region8575	5.94128443897495	5.89291694084324	6.03413596152588	5.93297380901665	5.92915432455442	5.98276864858062
Region8576	6.66851606109347	6.0679738211984	6.48141883582404	6.44276745565518	6.08070901004203	6.7365112483892
Region8577	6.81068248402003	6.60157052863891	7.90866394882053	7.7938181456806	6.54267560781786	6.62542535717407
Region8578	10.0000879166644	10.0658206816163	10.288695053446	10.2211472449619	10.1189253147028	10.041363494762
Region8579	7.86740547345317	7.90565643901245	7.88956887690038	7.89851446978696	7.82329501132414	7.91579273964403
Region858	6.35157361440019	6.24406859709795	7.08914295159599	7.05340511650495	6.18994522179789	6.35475180500116
Region8580	6.98411860959141	6.71527953272477	6.67217199824707	6.87573430919285	6.78155489362244	6.70078218599597
Region8581	7.96935605979199	8.06763377933007	7.99314780828428	7.85098722106047	8.10459625788604	8.19139236424587
Region8582	6.60242989070332	6.38164852563986	6.45963963563889	6.39031804161381	6.62505676853281	6.621370719326
Region8583	8.37873051971881	8.25871410424153	8.22680996128773	8.22014596039016	8.32742797769425	8.3481873914119
Region8584	6.02784327004722	6.00667168309831	5.53203851267208	5.50123192549144	6.03629262730792	6.08231122203721
Region8585	4.51781805231301	5.4156167463957	4.47615727228691	4.5196522204374	5.45098066981176	4.66573037008813
Region8586	6.76518720398426	6.90937655706608	6.51723131574936	6.47223858575496	6.81077321934229	6.81563063663742
Region8587	5.50580358029164	5.40173612482954	5.14847029662304	5.23956811136894	5.53069086327654	5.74840092423389
Region8588	5.28780704823114	5.62475647793837	4.95498405110328	4.80718036189615	5.83661435977368	5.1604432427905
Region8589	6.45686297782207	6.22278956306601	5.88649205227799	5.70918015550547	6.33889192164408	6.38874854785776
Region859	5.97300495373575	6.14043513649607	6.41568974469606	6.29495233501545	6.52993143870287	6.06318974264801
Region8590	9.40463487497385	9.42041469199851	9.5538572249179	9.48350555789979	9.43975230318376	9.57558283991999
Region8591	7.16198192494893	7.18909260603171	7.4279894245385	7.50685329204035	7.02659374399964	6.98317501237316
Region8592	7.60018516393571	7.91893866114115	8.16891587662534	8.15715226600229	7.82601558835622	7.88834113928627
Region8593	6.34255277376223	6.67544064644599	6.18219766014717	6.24799626646637	6.555188719676	6.67296091225486
Region8594	6.91168318236427	7.31892017724802	7.72096953677216	7.61213960207205	7.13688900195309	6.98108784861697
Region8595	5.72368794179197	5.93493766285755	6.07414991411394	5.90976624385413	5.68231958628137	5.5996913402539
Region8596	6.63824869808	6.5139762745596	7.04641648854201	6.87287301423342	6.63168078167171	6.78993659022568
Region8597	6.31726303743948	6.18276029701298	6.73760203589132	7.00357155817484	6.35630495190221	6.57313330169639
Region8598	6.28924473364883	6.26677240724749	5.85318185034552	5.8188213022253	6.21133827205342	6.41107746332257
Region8599	5.85071246602457	6.19210849301932	5.90266117307109	5.96055234675052	6.18573452911432	6.02971037285692
Region86	7.87084370628966	7.93247981094187	7.79194108928527	7.87972685901743	7.86119054067343	7.92069263553058
Region860	7.96342541843616	8.24800978803346	8.38825344215221	8.39628978181623	8.17820885662323	7.96923017546283
Region8600	6.64489068921475	6.39722847796011	6.23084272372411	6.26213399689787	6.28295460780684	6.70890522979209
Region8601	5.79536667669367	5.66582721096615	5.71835588440985	5.70102538317099	5.67003959251126	5.85126154129251
Region8602	6.89697218045175	6.97517384981381	6.93293802161838	7.00777208684899	7.18304379148182	6.92305537389764
Region8603	6.25256077509442	6.03108265887119	6.28517697821507	6.12686982488207	6.03864733316477	6.19992066000558
Region8604	8.01860980883025	8.05723214760804	7.84289591543725	7.91513494283981	7.93280735341914	7.86797842592116
Region8605	6.22176057934024	6.06446708509696	6.23074488117164	6.47155656335522	5.92649602453741	6.13521262650004
Region8606	7.15965019920273	7.01500651775219	7.28604434004534	7.18656525039662	6.87587055343387	7.40031095146884
Region8607	7.1280820779297	6.5569288136195	6.95453725945873	6.79306163041373	6.43590229494089	6.9514677728261
Region8608	8.44051543751883	8.62319878658598	8.69222154268673	8.59259695676059	8.64699859198536	8.47790462978696
Region8609	7.04505317502968	6.89100973329042	6.7368350139918	6.60079349728796	6.62305633837989	7.22837329632771
Region861	8.00796363861517	7.56310819359957	6.93839188641434	7.70084710912148	7.26738327425306	7.03488028885684
Region8610	7.55754398718909	7.55469154404459	7.84729010270035	7.75404181146608	7.65884247837858	7.61175391136275
Region8611	8.7262605989328	8.81438792241579	9.13922930610785	9.11046354011897	8.88495959206104	8.73407483112776
Region8612	9.3592188482107	9.23174973541634	9.12107069466622	9.15450779656101	9.28614745826365	9.21198184877722
Region8613	5.69268007870505	5.81705248258599	6.02035188550844	5.86431066293395	5.8009588359753	5.88323079956719
Region8614	6.28427786819222	6.24548779397955	6.16087309301675	6.10796598339249	6.16959921984898	6.07361300517106
Region8615	8.1048894200501	8.14855166458136	7.85140647166916	7.93885406225981	8.14810300689045	8.19034807159882
Region8616	6.75203963510861	6.37686872624036	6.38376739830898	6.59888331760529	6.22064731728913	6.23623340161562
Region8617	7.20044225617896	7.03132924894522	6.77510132162061	6.70492489630431	7.1888669337111	7.34334487781937
Region8618	7.04935133852184	7.05641515855037	6.89983726172032	7.064553539037	6.84633019710397	6.85970434522041
Region8619	6.87798896445825	6.94453832771592	6.95210802513902	6.8942857398183	6.67984967357169	6.90802934171925
Region862	7.26103643557001	7.32226689842865	7.29816778043246	7.45264410768773	7.31418095666201	7.3034739953571
Region8620	6.49131740672735	6.48126606118282	6.49190767436133	6.45194423452381	6.68235409522519	6.50414618721841
Region8621	6.31958344442671	6.39532111088816	6.21569244949007	6.34832625893675	6.27085097014156	6.36135119976141
Region8622	7.22107241381761	7.36108111888408	6.50350465701806	6.46529696897365	7.04941475103874	7.00693664031939
Region8623	7.07477589352875	6.87746386003544	6.70647826800733	6.74424909864621	6.7369450060809	7.07606322151334
Region8624	7.41382637616076	6.61127165348556	7.2326994103913	6.93445907880068	6.39784818457333	7.21827873450771
Region8625	6.86927329449915	6.76475622566427	7.0675466230111	7.02391435571306	6.68583658208341	6.92773128086673
Region8626	7.11745617982196	7.28446816044447	7.11384296598333	7.26272596104349	7.26779204581451	7.08647050334448
Region8627	5.54416040614684	5.51016437280811	5.83504875924263	5.92827968725952	5.43399134087657	5.74885132522467
Region8628	9.0040773933481	9.12676505181444	9.08893589736502	9.00525159343843	9.12649660531809	8.94101919682275
Region8629	9.76937844210656	9.80315059058921	9.70303943336372	9.7384618384336	9.76185268036312	9.75379437829078
Region863	7.37618141886019	7.65520798858356	7.35988477602958	7.46836188840238	7.59039717577072	7.19458110062097
Region8630	7.7985855007336	7.86434304346434	8.01786205111352	8.02047557506898	7.88556946925014	7.82250674443557
Region8631	8.66350274691525	8.58402816616158	8.56325699824664	8.46895305860872	8.57320695493142	8.78540684973338
Region8632	6.77821653706749	6.479923418222	6.00526365577396	6.08200367511438	6.41576773180683	6.78848882763874
Region8633	7.53933344575293	7.25102074987438	6.73009173674001	6.81642167340234	7.40953767903382	7.63802843599786
Region8634	7.14225484282165	6.63815591173735	6.44152928289328	6.39764732100963	6.81888999031903	7.1030940027777
Region8635	6.7283951071233	6.66718281390757	6.47588426697444	6.65429177096267	6.50103467363455	6.48851907893839
Region8636	7.36169722704407	6.81443719835933	6.56960086254927	6.60326036143122	6.79587431038214	7.18341590430626
Region8637	6.38341266082974	6.4447865208104	6.4395714978955	6.47335041484286	6.33561637888247	6.42663871233572
Region8638	6.62503479319107	6.64027258785303	6.48130470720112	6.38309562822032	6.48594726451551	6.56868608992739
Region8639	6.60471995329631	6.64529552691183	6.48885628849734	6.57472870905667	6.57818193799753	6.55988054307974
Region864	6.83115185966782	7.41088147541924	7.35034676553229	7.36984317990112	7.33600213520359	6.73638922215424
Region8640	6.20929639017184	6.17089524483251	6.16327572728576	6.23078526011709	6.32108726992883	6.32830093891687
Region8641	6.55779265485507	6.28878452512962	6.22602028231868	6.23559070363726	6.43949804190951	6.65170949901178
Region8642	6.99959345969364	6.81499998808079	6.96773575322345	6.84802155462502	6.73872856791269	7.04919100994619
Region8643	8.08052862075217	7.93877014239998	7.89148164437742	7.93683378215273	7.91013306190474	7.91706098221904
Region8644	9.45887369641636	9.45346703567668	9.52125028114994	9.45897009226839	9.43853597733245	9.55612379405769
Region8645	7.94178490529454	7.90965003034525	8.07049451005547	8.01087138783122	8.11230681745905	8.13407874675231
Region8646	7.5341894727084	7.55924953695443	7.44503075275934	7.39255515118573	7.55169886369015	7.47062803537111
Region8647	6.41285720270874	6.14824057753783	6.40803981404336	6.34867852761414	6.5436873461534	6.42854231799028
Region8648	5.83034964435602	5.72447204131834	5.97151151301716	6.07787618852207	5.87408829874488	5.78559191827774
Region8649	6.04221828744666	6.27041958167225	6.34781835541106	6.39022771245718	6.25765940809904	6.2046551984514
Region865	8.344650070806	8.26043126135562	8.27366013897922	8.18363401394779	8.26994228096035	8.42318464540209
Region8650	7.89812719927448	8.14826700547331	8.14646428957778	8.1201161607776	8.25987317265734	7.68104190375757
Region8651	9.08229150601551	9.20272917054855	9.14123687764504	9.14114233499244	9.27049003336542	8.97853037197912
Region8652	9.78799685570382	9.83030961695209	9.76941882365755	9.79295605003061	9.86166250270168	9.7046098381571
Region8653	6.98628485057161	6.90269601311695	6.76724171616591	6.81135010046196	6.87421797991416	6.99414525029245
Region8654	6.33712277757658	6.47369951497279	6.2280043268151	6.10917500196801	6.38549004099186	6.38901101995252
Region8655	6.13019546498396	6.32830904361863	6.12141384712426	6.045371393221	6.46854973931804	6.36890258066817
Region8656	6.2971530953739	6.45810205321943	6.21957884854849	6.39461710700875	6.4981112464469	6.13199664081814
Region8657	6.9127878827257	6.65029837822522	7.24782167778449	7.21113114601253	6.75795749521461	7.23754753578801
Region8658	7.95430930325886	7.66627316260381	7.6488305544209	7.6139656703526	7.93468155406929	7.9463343544759
Region8659	4.78320183446772	4.64775693842352	6.1757108218877	6.34438318114241	4.74687886381574	4.79809039145576
Region866	5.98010405707754	6.32312932709921	7.30908744445794	7.22207093656386	6.38324374718696	6.12142315668545
Region8660	6.041099000256	6.11705705737787	6.32647653623636	6.26513820419502	6.21708227803853	6.30742066561224
Region8661	6.4979640118017	6.49152835785689	6.52546905331902	6.42557572972878	6.48229833265342	6.46876988319547
Region8662	6.05904880787455	6.04503462017981	6.28742754754755	6.22932610242059	6.23089842994666	6.19229372431117
Region8663	6.33740974097358	6.10922277459058	6.20227184507724	6.17713546203067	5.98416148765316	6.08232901883411
Region8664	5.74089578867561	5.79317524545489	5.99715180719073	5.79256559901056	5.80921822854108	5.98129581319368
Region8665	7.86664977175158	8.03597987018372	7.7853786031705	7.80372605077757	7.88583066380725	8.0436688250742
Region8666	9.2903297486959	9.61608358724064	9.43298961264169	9.37248988111886	9.64512579902635	9.46225051771866
Region8667	6.65096971743186	6.77411031098829	6.95071664765022	6.82101224414113	6.84687640876559	6.90120001060942
Region8668	9.0159804967384	9.42392094197922	9.38126518003329	9.27971807927347	9.36017360945422	8.96902183760045
Region8669	7.50108073405773	7.63649285720946	7.47603280636223	7.40418740666313	7.48135414029286	7.43341832234186
Region867	9.8474383943451	9.98564499317035	10.0131840039689	9.93217189799543	9.98760201641767	9.95823813359837
Region8670	6.4674599212236	5.99304550236749	6.10921170923545	6.07423887280515	6.20835695048313	6.48672862459844
Region8671	8.16392500212942	8.05105684399407	7.97090948821746	7.99187748584231	8.12949103481728	8.00794639718232
Region8672	6.43327927870447	6.74448854424553	6.45132004302584	6.45061677653838	6.48418467782794	6.79966637387399
Region8673	7.02963417757023	6.89185671005346	7.02418948459499	6.95986389301595	6.79483850529282	7.07929250551981
Region8674	8.57840638533266	8.79357562245803	8.73215317286263	8.63284379152858	8.70527466967218	8.68654242324439
Region8675	8.89179743170494	8.94050309083998	8.78346826522582	8.79991913091266	8.87298010935433	8.90751866107135
Region8676	8.22026060291568	7.81882342633115	7.82033295664729	7.68897751060944	7.91789854191635	8.36562465830584
Region8677	5.53264366005209	5.77161575236493	6.49728342321794	6.49662327946947	5.83645353519467	5.58316687304112
Region8678	6.57754171148682	6.44455281101553	6.47532237561808	6.470043593888	6.46927026621642	6.47730072754242
Region8679	8.16797667603535	8.10677160521399	7.88887077654411	8.01130291468366	8.02512936999903	8.01775493547029
Region868	9.59632938027431	9.57760326376697	9.78869701218495	9.6884550260629	9.6523336844284	9.75504700700597
Region8680	5.64571698903365	5.67539824046622	6.12502816922822	6.04413828100833	5.66773161462421	5.8872247872818
Region8681	7.37885762842115	7.42461131550953	7.54575097097262	7.5246541324846	7.56887075959171	7.63502553111339
Region8682	6.44990662744099	6.51080275385838	6.39514768660141	6.51490622981502	6.71646162635697	6.80160078956991
Region8683	6.21678656627265	6.45838268804181	6.43455336705225	6.2408194738366	6.21507151675227	6.29924377223812
Region8684	5.86465053430665	6.16811698736478	6.73424218874582	6.66846725024152	6.21266871249471	5.96844166660045
Region8685	7.77733088657892	8.25232774775123	9.0098455855289	8.92728018880648	8.18406619281669	7.91329470497095
Region8686	8.21739254674947	8.56672566992414	8.83269317368525	8.78799878573861	8.48033986261983	8.36058903072268
Region8687	8.467869065483	8.76313683394192	8.50274285682335	8.6162134441199	8.82439019013141	8.46439106695787
Region8688	7.16775321631839	7.06151403197583	7.29369786573219	7.28703478709561	7.24556486039854	7.0515229621856
Region8689	7.82249477130445	7.88993453222902	7.64677719779575	7.58032400607106	7.70987379908708	7.76178903019222
Region869	6.0871362045536	6.29237216001067	7.35276224498995	7.33977967023393	6.00375648347395	5.49858690506043
Region8690	6.55427293697903	6.70179613737664	7.08417671507881	7.08973310863015	6.91873089379006	6.32412965638589
Region8691	6.71183264410456	6.56881267267037	6.67824708494468	6.70732430991717	6.51685515478795	6.5310475643871
Region8692	8.02427969780116	8.04718905434526	7.96954505676655	7.95954240345839	7.94345580133451	7.79555447034114
Region8693	6.75456643955321	6.45831542320708	5.81148883035535	6.21994525595916	6.16253603030342	6.07757443824224
Region8694	8.21888005597787	8.14913767657377	8.0060474538215	7.86323013694116	8.20013110565709	8.24304121350719
Region8695	6.45037790264618	6.62320928730616	7.02885782848003	7.08974310425746	6.74558645918144	6.33050030510264
Region8696	7.96973484043485	7.90357942998207	7.73385900512647	7.71090164690033	7.84444195026777	8.04435335393609
Region8697	5.95795669241099	5.19528858404987	5.7895832776726	5.74291901818917	5.45705111338134	6.07018679436737
Region8698	6.59936086496702	5.28737762428387	5.24963670157982	5.18777088827023	5.09920004763646	6.7742379057515
Region8699	6.52035296807509	6.43206604199153	6.53326145519727	6.52355101566198	6.07039042022623	6.52204037211327
Region87	7.31182834619543	7.14873775444931	6.81568194235177	7.2344210339915	7.26421270029667	6.82626128927247
Region870	8.65629124920209	8.80846806388593	9.04793129091227	9.12248904291043	8.86934860152775	8.61765811233294
Region8700	6.65818667657047	6.66999802576358	6.42110816726008	6.37875978347674	6.94219020217051	6.63508698456519
Region8701	7.32711636384913	7.43197136559688	7.14271369788113	7.26479388559486	7.27856766445464	7.47094328830524
Region8702	7.69337891856396	7.45823933653893	7.2506758720878	7.37501948896211	7.62857116838359	7.56965316411298
Region8703	7.10122303712923	6.28816746965564	6.41930437823604	6.4390809112449	6.32705119728291	7.09070053316301
Region8704	8.90517672311832	8.89892132880361	8.88212631429627	8.66115620231376	8.88124276042236	8.83914611112143
Region8705	6.98547768767996	6.85431094142221	6.37581623291461	6.5526083917026	6.57333745458766	6.60942732389206
Region8706	7.96741237235646	7.81705230021905	7.72003736479902	7.72600774061496	7.69492517358022	8.12054780906722
Region8707	8.55007509695965	8.57340572827811	8.39479745834416	8.30582057283696	8.62096375663228	8.63194286032899
Region8708	7.00724218261108	6.73413863086214	6.50151027512864	7.12432987492451	6.63031623376241	6.68437924450218
Region8709	7.7865007126605	7.80625743175914	7.75370950193892	7.77441610748929	7.91155309078109	7.90957903610801
Region871	8.67816748867261	9.08916546340422	9.31568697120132	9.33573461907697	9.02663844470591	8.72702533179151
Region8710	7.57362902737139	7.59064916638795	7.56069435000885	7.58018128368638	7.59615563844792	7.7457515713822
Region8711	8.95767138527555	8.96780005991863	8.7894792982989	8.82091235419918	8.84860587578668	8.92280953273851
Region8712	8.0028498499704	7.79642437689433	8.01683566633218	7.94184760953761	7.75603505029721	8.21336332903779
Region8713	7.31357912323598	7.2223845589019	7.5297507341257	7.58976683383029	7.12566192577593	7.44916861870695
Region8714	8.23027226147889	6.7519466087866	6.65854474132523	6.59911739318294	6.49147233035219	8.55217827974106
Region8715	7.08253766109265	7.17565110547077	7.18121291579672	7.09377593366227	7.22878894839204	6.8557757009571
Region8716	7.3474481815248	7.56331189209306	7.46389484668853	7.34269470158402	7.70195563685691	7.3283272662848
Region8717	5.5588255366636	5.83649169089571	6.11892799808755	6.14343797404631	6.04670555450764	5.61396260882597
Region8718	8.44253291307708	8.67621843367476	8.59370427584641	8.55143728808199	8.64907607895886	8.60956728120757
Region8719	8.03819017662403	7.94957208524337	7.81932942224122	7.83910777741075	8.01832809580757	8.036254363046
Region872	6.51340315784168	6.70184632498069	6.71203927399215	6.63092703595994	6.76203918786314	6.92762525922054
Region8720	5.5524431030048	5.41087677390327	5.80129106290332	5.74919171219716	5.40207364023491	5.91997225141219
Region8721	8.25190561945588	8.31951643084729	8.26690714893416	8.19330863052421	8.45756780933374	8.40340958062011
Region8722	8.44618555556773	8.49593867460637	8.50275913881473	8.47011807205296	8.61030258898255	8.32710279899698
Region8723	7.92181865573686	7.8899607929518	7.84815927650154	7.84936823215109	8.02603080992255	7.90235700422582
Region8724	6.37565697863398	6.44784677169859	6.39748886030609	6.39679560744226	6.74013670457046	6.45062782382205
Region8725	6.25935197511662	6.46431937215081	6.32213079663445	6.28107535378324	6.4047249966454	6.09167712482975
Region8726	8.62318131271738	8.52639197363167	8.51662295484901	8.48850330842086	8.52432852595286	8.54108624573361
Region8727	6.81760287468421	6.52138754769519	7.38419203872059	7.22828428655926	6.79031032638516	6.82061761878528
Region8728	8.07152105325784	7.82481883006998	7.92083839320042	8.1204329442532	7.72139871772951	7.90808838742245
Region8729	5.45797895713931	5.34342336860849	5.60843898379106	5.59244265661809	5.46277957979465	5.35157149680386
Region873	7.22051778582199	7.44044430402303	6.91785760753405	6.94132851308936	7.52122420930188	7.41065593868609
Region8730	6.0073111989723	5.97102346897728	5.91182860112534	5.98007805612843	6.07341578986532	5.66487775908675
Region8731	8.45801003670783	8.62142632769621	8.38128960627374	8.41675555294096	8.56805445748042	8.6459995255174
Region8732	6.72976892454123	6.35430151678577	6.42101910937785	6.32425287265114	6.56463317541433	6.46491442571556
Region8733	7.00673764018232	7.08009070223957	6.85802006935929	6.99918517542349	7.16345929335371	6.74036747122739
Region8734	6.21374345724841	5.61013370564291	6.30457074929891	6.33798742979261	5.86597966559227	6.25802754756129
Region8735	6.5424609127251	6.60272650140591	7.04836710957119	6.97510989668053	6.53687442356531	6.99311111942783
Region8736	6.70395649037321	6.99993331195965	7.3608960806915	7.18586183251786	6.80749817545865	7.03622104758902
Region8737	7.0189957762086	7.25780781065071	7.44196336488635	7.44111235592872	7.14072966085285	7.03902805307712
Region8738	6.19743635879255	6.47217160074303	6.45973221534908	6.5509234231944	6.17081637018454	6.10586533494506
Region8739	8.89429449761503	9.05018782683063	8.98628389055856	8.92399121049442	9.08017881391934	9.01985399942624
Region874	7.21673376017584	7.33727841833485	6.36586954996039	6.52281697989801	7.07734843653744	7.2704580191993
Region8740	8.08351309079008	8.04576848444013	7.73120635506188	7.79354428441377	8.22268891556121	8.03617385590844
Region8741	6.1529745483052	6.22242566978725	6.07975383370142	6.06195788928613	6.38274001467031	6.22835994915519
Region8742	8.23209580134707	8.50315314659319	8.4310304819078	8.42414047256259	8.47361349631059	8.45882320876106
Region8743	5.81831993948647	5.94659837247353	5.71631350161386	5.77853298785787	5.94618007184658	5.68288869769263
Region8744	6.54889779211656	6.14307038093984	6.9959766610229	6.89815617453804	6.28782085865927	6.72289990603082
Region8745	6.54876056024718	6.57104878277889	6.79621969108415	6.55395246054047	6.31995727152928	6.53710531570362
Region8746	6.61512127744768	6.61671804646868	6.50984709016553	6.57847530987867	6.59896696863111	6.7419524065411
Region8747	8.23674888024868	8.16306341517899	8.25328363603426	8.1912880054498	8.14812529471919	8.32405967486173
Region8748	7.97369052019371	7.94994347117803	8.35341086760804	8.36432213950559	7.94949476494084	7.8486364816994
Region8749	7.56746415806795	7.43775680151384	7.66773999234974	7.80339464264877	7.45251767563818	7.4891914246829
Region875	7.46898405242467	6.91380643923243	7.20774064426332	7.06048782477099	7.06476191833256	7.54416474450338
Region8750	5.93283598822542	5.82266963394695	6.13518708703109	6.1250104099542	5.94710986138644	6.07726017849086
Region8751	6.18108015253926	6.40914780053471	6.37725877314113	6.26889903863766	6.41289120265878	6.48010990589484
Region8752	6.36220781559369	6.49226021246742	6.35481203436847	6.30858044139241	6.50834779757259	6.3761574647419
Region8753	6.51015907315497	6.34602571968561	6.30688104671764	6.24274252188307	6.56295257275482	6.58942717659998
Region8754	5.98680485742537	6.20545822589058	6.15532393275943	6.01580967705165	6.06254457185139	5.65162213667355
Region8755	8.59109701430959	8.31938183875766	8.29538722377907	8.21613405568444	8.3773881493481	8.37600163203339
Region8756	6.81312207952416	7.16178380548069	7.08104299468133	7.31015293650211	6.92626621313238	6.92376388856458
Region8757	7.78608591478862	7.92360142408518	7.76867721197866	7.73106929135533	7.80110962702678	7.8885021707134
Region8758	7.31982733616131	7.21849490535549	7.20739101238196	7.18994848698403	7.37719930668511	7.32929674814913
Region8759	6.3740901355455	6.02485115302752	5.99888392215139	5.95734497426603	5.97807197836403	6.40618704598232
Region876	6.85305545671404	6.89230434565382	6.6973355811166	6.70106969207162	6.68528740839802	7.23520526168737
Region8760	7.57999056940266	7.98418177200894	7.63041106328589	7.59735460503972	7.91100535705682	7.81568288463389
Region8761	8.9499599704888	9.22497413565681	8.35747033035814	8.34779257840911	9.17186683179673	8.95036941250047
Region8762	7.59835023253019	6.79911003234565	6.32256943352314	6.46338712410441	6.86075583938781	7.84912390878852
Region8763	7.96842887310599	8.07640076487548	8.02399247106613	7.94759589932764	8.1220043216335	8.22525700971697
Region8764	7.77359602811332	7.00810073182765	6.07896597830401	5.99483069825812	6.96547953026287	7.98965743035755
Region8765	8.01233286032275	7.95917136072869	7.77832147801114	7.7200599290652	8.07172224487067	8.28124278027184
Region8766	5.10245961094033	5.14237283617922	5.93897105302526	5.8026084905672	5.0524136407801	5.05806939056588
Region8767	8.05592666480897	7.73506426128336	8.07574545343068	8.0882432891077	7.77899406484994	7.99833403152037
Region8768	8.09344408861208	8.24424755841638	8.0754228590832	8.08448567466365	8.17657131054835	8.2182118063106
Region8769	6.4394505404495	6.41949929928226	6.30497659606934	6.22523504319773	6.55401629730359	6.28268846071154
Region877	9.08853195503536	8.99780852993812	8.87346096508393	8.85854374529644	8.9966239858289	9.12134796836206
Region8770	7.06965626681209	7.20885607214397	6.79231992340398	7.10448152588034	6.99180784755215	7.31038154303414
Region8771	5.95352003953457	5.59923760090994	5.7028483288658	5.84326215069365	5.55583636264466	5.9744630842891
Region8772	5.72816246585698	5.52110246422906	6.11766884700227	5.81926344137204	5.70141826274505	5.73554769426806
Region8773	8.22634967838689	8.12556933232262	8.17842288796886	8.31735315941719	8.18958976871477	8.0502732091498
Region8774	6.56296819778077	6.38189180979116	6.56619656476903	6.66386148302166	6.50356493270604	6.43476203105778
Region8775	7.28351326148598	7.03323007976213	6.94885664053369	6.81380928705381	7.32379238398997	7.39313413700838
Region8776	7.67971225455581	7.52530367564858	7.65158163058147	7.52774827036993	7.58142190452442	7.87631080510445
Region8777	6.69268535473806	5.67017860210569	5.6104273662584	5.33929744272677	5.4575532509199	6.6127054424696
Region8778	5.89196680471393	5.5533679983923	5.68745444866903	5.54445248184673	5.52026810277348	5.88163899969485
Region8779	8.02706807704379	7.95231935735533	7.74849564923906	7.60129481023862	7.7906317831965	8.0736673780103
Region878	8.47484569128468	8.19192498079202	8.35236041007654	8.25132490705829	8.26681631575295	8.64069599408255
Region8780	6.54175952836577	6.18963910019708	5.89342149466367	6.08595021314939	6.24608239421161	5.93606887421752
Region8781	6.30964217521591	5.91673341397418	6.04002479509816	5.95649151325076	6.12841614631024	6.22864223936568
Region8782	6.66405563259868	5.28953089495163	5.47228691362553	5.27434429134985	5.53545146749018	6.63658672565071
