Toll10b_R1_CBP	Toll9_R1_CBP	Gd7_R2_CBP	Gd7_R1_CBP	Toll9_R2_CBP	Toll10b_R2_CBP
Region2058	8.22582128235446	8.76614747302035	7.782042806438	7.73470858001136	8.7366639036878	8.34790988220322
Region2059	6.63004430633996	6.70596907109846	6.52317924190221	6.42707693103678	6.87235453251191	6.65876793824124
Region206	6.88701344564984	6.54207541212286	6.76097802452372	6.85279563996394	6.62281645937317	6.81551453976438
Region2060	7.64304915156342	7.49656363783716	7.71303913387026	7.6576764319357	7.97658848889451	7.73128163151535
Region2061	9.22751880673375	9.66649925397203	10.8536263623399	10.8347306281487	9.63292227331025	9.28383371411871
Region2062	6.29127335156153	6.35162660637812	7.08140356372709	7.2152913134975	5.84675568604209	6.10822466627144
Region2063	5.8073861252885	5.68916791542435	6.91097542095265	6.75931153322577	6.0033727310857	6.13318155510659
Region2064	5.43149503214716	5.533577597454	6.35123207871756	6.42892223075336	5.50790436485671	5.54523166907683
Region2065	6.48913561037705	6.97499343510406	8.15668921803458	8.04510478075296	6.7832868572353	6.77719912953837
Region2066	7.92079728887289	7.58403304255832	7.1534261082664	7.89512189560886	7.6055465712782	7.09583642567558
Region2067	8.62209147408937	8.78497419677278	8.74470528565118	8.66017226355942	8.65375424769163	8.8343817423212
Region2068	8.6666647399996	8.70620112821852	8.87655918813685	8.79115175236225	8.88469021853834	8.88422073969645
Region2069	6.9464746615625	6.85022577420376	6.84737031049351	6.91006571637771	6.86410687450173	7.32513886500913
Region207	7.66129673431802	7.45198190344309	7.40146886650253	7.33231810294213	7.42041812355852	7.74593676682284
Region2070	8.61510191757729	8.51890497875549	8.56938651370338	8.60129666670801	8.43726831391926	8.52518529446294
Region2071	9.00579545336985	8.93504914079886	8.95277145058731	8.87495416464874	8.92750712279971	8.93744478815426
Region2072	8.18903741659948	8.23556238383156	8.11413883525757	8.207906312637	8.14323527814908	8.01761187599887
Region2073	8.76605786328737	8.29915194685039	8.28127398870652	8.33612560648744	8.20821047876332	8.91055364092691
Region2074	6.35907799316281	6.23265618865089	6.31073361687315	6.21136906948044	6.12114028154697	6.3710105221127
Region2075	7.14816874539938	6.49441617928619	6.47463278410977	6.44767251580535	6.50730124146494	7.19687904834936
Region2076	6.22628428397886	5.90016434415291	5.86344457073996	5.92088282878222	5.7956805187233	6.14017896950841
Region2077	6.63077414072249	6.13184486070288	6.08639673662809	5.9722568186053	6.2642175407188	6.84762097151414
Region2078	8.38663638345408	8.20073984141315	8.77590427257312	8.7334052041835	8.14996762896135	8.3841773346391
Region2079	7.19000806211542	7.49205158205896	7.34806379847783	7.27321570974409	7.31836918374561	7.39086267876721
Region208	8.73640995593451	8.90270834726968	8.80854995080777	8.81037725781524	9.02203785000972	8.70025263281497
Region2080	5.96462023732269	5.92153679700519	6.38617886541163	6.36357715141609	6.02354596813583	5.99880861133253
Region2081	6.9553320901302	6.73328828565292	6.67941399142038	6.62257068862485	6.97099293994645	6.92224488793533
Region2082	6.37018068075065	6.4056160050089	6.75280909515764	6.67473386581741	6.40441457433936	6.41941862863908
Region2083	7.98368235469245	7.68161661133675	7.33282902263152	7.28693062502432	7.77467706856272	8.02205570755079
Region2084	7.44687059345513	6.85001460561801	6.7331561717205	6.60966872805204	7.00359612938621	7.43582460828582
Region2085	8.47455527460941	8.24658429569508	8.30259835157442	8.26134316637741	8.36370340427107	8.57627074714583
Region2086	9.86290899355489	9.66327517259682	9.70371292052746	9.65583607415225	9.62605827923739	9.85968338872393
Region2087	9.96429047738764	9.93939787586224	10.0498082325681	10.0046074404247	9.95486938977608	10.0414597290114
Region2088	9.7215830606943	9.94469526161335	10.0826403091971	10.0220671537198	9.96512221670833	9.6532547854756
Region2089	10.0679749018363	10.0347909455075	10.2350872160354	10.1908790618546	10.0130915910877	10.0428192140129
Region209	7.84793519780755	8.31673896447115	7.85476714626214	7.75669621724126	8.29314441956338	7.81761420321749
Region2090	9.91232355807097	9.9819186378349	9.9750890583897	9.96227399697048	10.0167106777837	10.0399756308818
Region2091	8.26754027550306	8.26358554324076	8.30376610542744	8.178982432965	8.34733570994427	8.28637892639167
Region2092	8.29531278429434	8.52962613027337	8.4607008133602	8.41528248116037	8.54117091698492	8.43985268522927
Region2093	6.24359300101304	6.21653600228774	6.24589267958088	6.13267458892892	6.22924675405144	6.57462467334895
Region2094	8.63605153658593	8.75204075882862	8.65518341144251	8.62445912379318	8.75047860796059	8.6820937609078
Region2095	6.58794286023131	6.718045713852	6.83349702938337	6.82886158557766	6.77642594065269	6.72400437449193
Region2096	8.17851799544738	8.17890700736308	7.89075574730852	8.21376315005545	7.95582724076444	7.76606812721585
Region2097	8.38972025322944	8.46809792145004	8.43818798276791	8.36904636956512	8.45596483601881	8.46216713204341
Region2098	9.31822553509264	9.30740896643057	9.32885338536323	9.42173924402835	9.38102965802562	9.21150343931962
Region2099	9.51936572819878	9.49825235332636	9.69504617034458	9.68830920617135	9.54586191410454	9.52519145964346
Region210	7.54599925636816	7.8402185556806	8.16121458698224	8.15409457604618	7.83594326807509	7.59044499414161
Region2100	6.95913755457639	7.11266480990379	6.64760799933482	6.67675697793364	7.19101565254997	6.83182020117831
Region2101	7.45493724758847	7.39048196608318	7.07208173151226	7.1370270825948	7.48681098665275	7.43390989903083
Region2102	7.209298227506	7.25293955018611	6.74619307393804	6.65302054884203	7.22016171692702	7.03793432294711
Region2103	6.50127267916818	6.53387371789061	6.11514613598722	6.11450163772468	6.55497890969334	6.48005921630738
Region2104	7.07297227557364	7.29390518622773	6.9909176295278	6.83198098408421	7.18552645240255	7.310784386743
Region2105	7.02642245869091	7.11040027793277	6.78556154443707	6.78022880341815	7.10058963952667	7.17405334218302
Region2106	7.75300122217633	7.86050671950253	7.67469287187172	7.44807999025591	7.66241616808917	7.94606490859109
Region2107	10.9764395114877	10.9854974403978	10.9889320894157	10.9799994719547	10.9998445579262	10.9581887021832
Region2108	6.97897993556959	7.06338562052706	6.87286097517951	6.92714798394458	7.12521960256953	6.84842168131886
Region2109	8.60313258828242	8.44560468855394	8.4578927100546	8.55360710529225	8.41091086985925	8.41962417191083
Region211	8.8627117417353	9.08878343058952	9.12119241678997	9.01788952969422	9.18068134568819	8.88570058859942
Region2110	9.36881944920993	9.31167168999938	9.46806203936167	9.45492183092272	9.3893838988319	9.50737539717048
Region2111	6.31194903243241	5.90156210558564	6.43023862018817	6.48520458360378	5.95063510665575	6.30318291825999
Region2112	6.47992189947427	6.45193687704267	5.76090826775919	5.7930856121718	6.67558514305246	6.53124890795757
Region2113	7.89558854731475	9.04164402451174	8.55714718018477	8.46249099468625	9.08998942090221	8.10650007833146
Region2114	7.69735780403458	6.95463847062503	7.19982035538335	7.21527116888774	7.0901254393045	7.67170734121087
Region2115	7.63208301598928	7.16198539061322	7.06299443816471	7.06215811817364	7.14229683443407	7.77822617004246
Region2116	9.07202301660221	8.95223557956285	8.73969596510524	8.74445439550238	8.9322507452999	8.93786064640678
Region2117	8.48664919034123	8.54709410456583	8.71644809598294	8.61077323508629	8.64038264346465	8.5875596114188
Region2118	8.50283066365207	8.61301634765348	8.97405159380932	8.94357152819062	8.60233906674338	8.49491612857766
Region2119	7.17232817705348	7.11206724067003	7.19019107553164	7.14264557103887	7.15321932764688	7.47122513844983
Region212	7.0699166263421	7.65128599360286	8.44609591209485	8.33307276386872	7.72682917236908	7.14029357407577
Region2120	6.65725795071226	6.74367458541551	6.77358956745958	6.78852931480548	6.70070657294999	6.61865883408626
Region2121	10.7676406017329	10.905904453453	11.3325520831341	11.3328798125352	10.8882108365032	10.7777771469155
Region2122	7.93502670118252	8.3792558820441	8.07135362793183	8.38842073669939	8.24357811254736	7.73108279805645
Region2123	5.96424453045773	5.44536950707585	5.40420636525224	5.3639318270268	5.58241691097522	6.04679685046554
Region2124	8.51032043398183	8.66236578160309	7.9417757536891	8.20901799737152	8.64357766020603	8.15660468012893
Region2125	6.9786286577213	6.77648201826953	7.10004036036526	7.15795283587221	6.94238425730289	6.96535382892679
Region2126	6.5508188145767	6.60974122883135	6.87218216785839	6.84615564104644	6.78419899922896	6.60813232669518
Region2127	7.19805359350651	7.41755987256096	7.36554677692951	7.31424335683082	7.32194074329858	7.36687531415655
Region2128	7.08614808615486	6.61906481121229	6.39686251857312	7.11058825380076	6.5206222117905	6.64662003336329
Region2129	7.15231208321497	6.98292140166095	6.89217288220596	6.8834917670265	7.04770415229321	7.34423305808386
Region213	5.82821685943138	6.06052208410168	6.42569156231657	6.34982202102131	6.2439133452356	5.85672952494113
Region2130	8.67497343924308	8.76538604790457	8.83148179713341	8.80066308346784	8.8247968026904	8.78332433536695
Region2131	7.93069058814998	8.16081162879586	8.28095431099199	8.18825477751028	7.96919703275273	8.02641426394621
Region2132	7.14630881810487	6.9990896799718	7.37977610995342	7.27241914026925	7.05979308239583	7.24390027413887
Region2133	7.19740322301357	7.30498898639066	7.30857140137819	7.34828921510073	7.3032055490251	7.41943470368552
Region2134	7.26114170616643	7.38231559158719	7.32912249400749	7.20924343781485	7.27817198903358	7.38574739011531
Region2135	7.32474814220773	7.14292255410729	7.14036958355267	7.12595446779405	7.12629964272452	7.22730700203484
Region2136	7.89509309397204	7.84021028278192	7.77059164904557	7.77411028843732	7.99340009760718	7.78800758010468
Region2137	8.70997959765407	8.42297310018188	8.20973249403124	8.51989015337974	8.42660925522122	8.23747205309451
Region2138	7.6747158615266	7.71425847859123	7.66056337789404	7.76219252541602	7.73228256666706	7.25782947065471
Region2139	8.37597074680482	8.64396691022224	8.54481469303145	8.48801403704128	8.65866055958735	8.54026327405291
Region214	8.48441101918222	8.68969354622669	8.68410093305177	8.5820774000241	8.78444862626424	8.64044947110445
Region2140	7.61462453052728	7.50738243863573	7.69438576900614	7.60765846874373	7.54676269286538	7.75633252997435
Region2141	7.3833294715629	7.3833276005982	7.12045584309184	7.15076956590939	7.40378504421185	7.40283718166465
Region2142	8.57306809284958	8.74156535138683	8.58939179834005	8.4886369291639	8.72469279628534	8.62305838613746
Region2143	6.23383729417404	6.60251668635339	6.44275497963902	6.4793000462439	6.68423048308463	6.2812552134575
Region2144	6.88092478492698	7.07602633837438	6.71269106337784	6.63448392483522	7.03184586087989	6.81535465460465
Region2145	8.716731096042	8.90983452109918	8.79815463707992	8.78714024625777	8.89692897155486	8.73488061052197
Region2146	8.31225059847866	8.31484084625706	8.41445379298149	8.31404470898358	8.42468677124867	8.30061344121265
Region2147	7.19707749532752	7.18849266344675	7.21577854272113	7.21165837656995	7.31315417961144	7.27609714508957
Region2148	8.4708686905414	8.51497408567834	8.27352744099603	8.28934849486121	8.44324035553821	8.39507282627141
Region2149	5.89448937052534	5.45222373198942	5.33377161601673	5.27396756545023	5.13604586261724	5.92029028907127
Region215	8.91999941157414	9.04694681655175	9.15503956748369	9.06431774378432	9.04648374745857	8.99163911597378
Region2150	6.24327926696527	6.06279597507541	6.47081685900061	6.58436092561335	6.27723920148157	6.16393645741744
Region2151	8.08002970572518	8.21206330605463	8.4311932717119	8.56995768622939	8.22202444634382	7.98981453488945
Region2152	7.9517797282038	7.57416324133607	7.77980210526568	7.67048306273492	7.64162669399432	8.10155681356283
Region2153	8.23756418366322	8.48547730427129	8.40095463797476	8.39639271135249	8.4836136338996	8.22825514674544
Region2154	5.7931432324036	5.57563624003978	6.25743232658533	6.5389517660224	5.35319164190053	5.01531863243908
Region2155	7.81729092575959	7.74454583630116	7.71105696070647	7.6895543294801	7.67564423210154	7.79907725524136
Region2156	7.58442682278751	7.38134785343968	8.19350075683061	8.12914245389227	7.3036556790152	7.61924257289182
Region2157	5.77093426062158	5.55744445556383	6.54530445923034	6.58366894925765	5.68813683340822	5.45541796133519
Region2158	7.00797778467367	6.65967949572151	7.64223492001774	7.68062789616916	6.31842189487631	6.95087363423043
Region2159	6.6411171236935	6.70824106536485	7.47769900454998	7.47684157387615	6.82082857720099	6.59311770377228
Region216	7.6525343657744	7.79191492462348	7.84231971163148	7.6083524211059	8.0408486424847	8.05641109777862
Region2160	8.45454106241233	8.05012705568528	9.61157592781219	9.52428772467863	8.15538438832962	8.43065871411453
Region2161	9.1939946177688	9.11314468744291	9.56670241477562	9.56066946651528	9.15441190155086	9.1671186836484
Region2162	10.3584733656839	10.4357850447877	10.6158043851405	10.5774543808629	10.4650930983425	10.3833407723812
Region2163	7.12587205749972	6.984993623635	7.89580077530754	7.9403324704567	7.08072542434033	7.05707053056137
Region2164	7.00786617775748	6.84493801841802	6.85403293222483	7.06463768948021	7.07282288718336	7.09943056032547
Region2165	6.73711391433507	6.49130798021942	6.59507895048686	6.49946071182958	6.33793738842837	6.76081273523736
Region2166	8.65955294957011	8.59523912248545	8.72750276429611	8.6960124089941	8.68075605418485	8.55439254658912
Region2167	8.83757714973705	9.11603611156721	9.39511463716131	9.4074234643161	9.11815524839935	8.81974800209142
Region2168	7.90460870527221	7.9066129118278	8.00455244411629	7.9544786351783	8.0236663543563	7.84145914922221
Region2169	7.36821170920552	7.45054386673222	7.53584009690071	7.43092644838378	7.37664299849252	7.54443901142997
Region217	8.38610276297062	8.3196708066387	8.25020835003208	8.22194829762361	8.42135807353792	8.33005556436634
Region2170	6.49257630777164	6.54729325706365	6.40729346753854	6.55809106196109	6.53189414821171	6.40756283448024
Region2171	8.87509166839609	8.93219960624909	8.82773821312407	8.72988954951439	8.99008854224043	8.91124665567098
Region2172	8.21230775551456	8.19959422261739	8.21361045220564	8.19335404529383	8.28789045658499	8.29811994422545
Region2173	6.09473563586985	5.88505907937229	6.53262397410303	6.66869914020157	5.84152147113771	6.25827532904256
Region2174	7.56323501412322	7.70933810163002	7.60421254278679	7.54712463486868	7.74987864195938	7.59958445716047
Region2175	7.36969688046953	7.56292061365235	7.29781743680864	7.44421963828696	7.4715875514375	7.33669192144084
Region2176	6.98825278097635	6.97971957770462	6.88422881242225	6.8379166169436	7.13504709540487	7.02490054599
Region2177	8.65573386372682	8.72149008619244	8.81652083095664	8.80129496303064	8.72649690749075	8.77923866095821
Region2178	8.1034563860357	8.05221278206555	8.09038798744755	8.06783512393485	8.18708492429475	8.1094028887077
Region2179	6.68147062753376	6.83724405387964	7.39553976052838	7.21866909727103	6.76131650666705	6.39025054754228
Region218	6.73200861726403	6.48313747689782	6.49295023044336	6.73989162870177	6.63493985810803	6.75375816320556
Region2180	9.75725484697001	9.86638456608481	9.94224511713998	9.87855770178983	9.91338044257252	9.76761013995005
Region2181	7.76151621573845	6.42838683026985	6.54353909851536	6.65451249246684	6.54788452756159	7.65589098421163
Region2182	6.77542010417888	6.90581550736261	7.03981539392858	6.85979163199144	7.08773156731492	6.91313089098991
Region2183	9.10410995254663	9.18588845098572	9.02451050500331	8.9965735118923	9.14402997124146	9.20776472586322
Region2184	7.40037748162246	7.67079705889752	7.76299726283194	7.68310752903642	7.75282630475784	7.69585118760362
Region2185	6.6690898655486	6.69809997680433	6.82807994195802	6.86133575389564	6.59885201654969	6.97023389219482
Region2186	6.38081238146153	6.23678428282361	6.94010320009913	6.93225576230148	6.52567843626314	6.41175666824326
Region2187	9.52011050621456	9.51200549198027	9.64605474726945	9.59658827401496	9.54842285857892	9.53411751978023
Region2188	6.93093781578993	7.14439178816296	6.85847650914387	6.8461211037234	7.20164902059828	7.04539540343257
Region2189	7.06011399498444	7.00633520634493	7.30514884103867	7.23481572900098	7.18682473027068	7.1372937132633
Region219	7.05508982701313	7.28894176912329	7.46680781451342	7.42542094017039	7.34229018324131	7.10890670389469
Region2190	7.7162858732278	7.6340764953469	7.60760698873501	7.40805335884915	7.54568614623796	8.06639689552294
Region2191	9.6363093907031	9.82690070611278	9.85554389676451	9.77137737720875	9.840699127283	9.78128312709181
Region2192	8.94917093954655	9.04417260431111	9.08295314122475	9.04879348237962	8.99193996871993	9.08778290978492
Region2193	8.26507238161169	8.38669087109901	8.81078670648914	8.75713687436317	8.4493437147383	8.49953823998602
Region2194	7.0131638177141	7.34230113330915	7.79710253246803	7.64278406125033	7.22806291756075	7.27301766410809
Region2195	8.2067644793077	8.59644985556366	8.34854651231462	8.28583570876101	8.60577671296778	8.35066250801341
Region2196	8.42296757623068	8.51979585751195	7.33638889040371	7.13481847782112	8.59740482392567	8.51802189064762
Region2197	7.72165645820538	7.65251631660906	7.00150666350909	6.92108006713128	7.73883302980904	7.86376258878458
Region2198	5.90273374844713	5.93954497122831	6.29034991962741	6.11478945279558	6.09881861728693	5.99998403741117
Region2199	7.3199541393976	7.79081811598787	7.51291623221839	7.34519802922362	8.05118451674887	7.50698683250411
Region220	8.065088395778	8.49416522546175	8.17793867032021	8.02088957492189	8.47023222218116	8.11539965553238
Region2200	6.36292082222212	6.46207403835975	6.31579025469008	6.20979774587746	6.64062995444829	6.46817280709897
Region2201	7.23410148775454	7.35032607340883	7.39414280439576	7.32932818268169	7.50346340711677	7.44914939249839
Region2202	8.92117129567025	8.82183370220294	8.84824478703515	8.85555656847716	9.02812778693964	8.89685459461875
Region2203	6.94489747134827	7.15560888834903	7.16461681312703	7.14679992771702	7.08800487696766	7.22685282752509
Region2204	8.99239513084073	9.32856628457333	9.27632280096066	9.23752748718931	9.28979422693071	9.03601263713744
Region2205	6.13549049855299	6.25198035046458	6.13177584726735	6.23240574668709	6.27872215157612	6.2835667464677
Region2206	6.5419727545224	6.45439312615696	6.16318395457599	6.21017394082041	6.50536324769567	6.3598902549417
Region2207	6.44565517838538	6.62362426567823	6.39103709313507	6.31335967296235	6.75880768529823	6.35499809529162
Region2208	8.39869076644246	8.60120286971919	8.7360286161798	8.56458985191446	8.71314347900081	8.63410152303164
Region2209	8.8871612141242	8.64991595931657	8.86076290342928	8.80467110228871	8.71942615452663	9.05861870881007
Region221	9.33995290441429	9.43231273918619	9.35346398697608	9.33925873287633	9.42335535577253	9.36042431667028
Region2210	6.84232098482917	7.08125121943938	7.48619918060746	7.50579641186257	6.87481270230954	6.86510655077915
Region2211	6.35587952413497	6.4318489183033	6.55874159658172	6.41870670772662	6.39856355189488	6.34554468501509
Region2212	7.81267540648648	7.91071091607499	7.61729543426813	7.73589274711472	7.88088994838355	7.87537290657313
Region2213	8.13380125438289	8.19434318293518	8.22125883898152	8.24234510544771	8.25410593145291	8.022298046835
Region2214	7.02030618527246	6.76602528435879	7.03084528194373	7.0336355794816	6.60539722590458	7.0669933127857
Region2215	8.79129094571466	8.8197255505658	8.69434480581632	8.88625424988582	8.66992727906175	8.80363189334655
Region2216	7.21298594006414	7.23589431412963	7.1665790829047	7.03179663103444	7.24407014081443	7.0161808359816
Region2217	7.40329937207077	6.94949589158877	6.39898225297113	6.66348633310451	6.78684386165305	7.44612223389926
Region2218	8.16947860659242	7.70781446667647	7.72838690154629	7.70720928171546	7.69313645743194	7.95914398505301
Region2219	8.17895544819684	7.73028245951271	7.80224699047772	7.80354399764113	7.75484935686667	8.16160484457927
Region222	7.30207643801571	7.37346534681616	7.25925485147954	7.3838988047737	7.28996300234764	7.40414800257269
Region2220	7.38025157303037	6.22770802648901	6.2390302312619	6.10193640790564	6.55231484574371	7.31544188822676
Region2221	6.8658389307943	6.43014025519442	7.50255952240942	7.5237119451327	6.35535922317585	7.02353012454775
Region2222	6.91342620914642	6.80642990428872	6.78669664161054	6.91067921258042	6.67460369524123	6.77122177223871
Region2223	8.27288551076078	8.24130456303662	8.30760458144413	8.2594996778944	8.30604435946374	8.57787115916686
Region2224	8.60450462350738	8.58028974495765	8.53604288054092	8.6609165709014	8.65421120301762	8.54440852588696
Region2225	8.16329500277546	7.91118419568529	7.53490875306087	7.43512390233256	7.85905318518083	8.43003926346358
Region2226	6.66382656087686	7.50585105069866	6.93663225602058	6.81357871977692	7.63084900760464	6.94802477580195
Region2227	7.80142814962091	7.60305102335426	7.50267970487362	7.85290825938236	7.38020142032262	7.25833604601103
Region2228	6.16136764618643	6.06470858863839	5.70493864416677	5.64179827486635	6.36514751495887	5.87252311660753
Region2229	6.78247366620623	6.88901995906637	6.60042995303536	6.65097375440866	6.76489605547241	6.83983212246222
Region223	5.92722663041516	5.51316819582814	5.76120339482572	5.62566045780386	5.53203161076277	5.99509597156027
Region2230	6.3741762142578	6.83334687267374	7.22562838335818	7.21602772322931	6.85575099792412	6.23397342246676
Region2231	7.67693911740823	7.71887326005241	8.20931073507653	8.12473385825859	7.86703795767543	7.7275148273634
Region2232	7.23675993146113	7.58475966730404	7.25351598997495	7.16928837884087	7.62103135180513	7.36268809668296
Region2233	5.67390593542295	5.90115264868146	5.97325647077984	6.08823353732686	5.89723010076796	5.86120567943543
Region2234	6.73467348337779	7.39601526862303	6.83888654522609	6.82542878451274	7.39027161988285	6.62178202617138
Region2235	6.63970996132705	6.84842160376409	6.60486470617156	6.69419511629896	7.06183016664479	6.7587407028229
Region2236	9.33594816587808	9.58218161162895	8.99140951719725	8.97802677604746	9.61787651930531	9.39170755960283
Region2237	8.40394313519428	8.34013198615798	8.04410472188688	7.99577882295141	8.53438882467076	8.32312757402891
Region2238	8.22645857442333	8.54449746912774	8.26772729512242	8.16359051021935	8.42227093281329	8.1391694585675
Region2239	8.20194236701128	8.11696780327712	8.17803836698138	8.10284795193187	8.20432594286621	8.13342741921395
Region224	7.89848571059051	7.56718122786152	7.54599154421191	7.40185284296293	7.66709777281657	8.04779094431839
Region2240	7.6963664654462	7.70506254254073	7.73653049737776	7.49159844069046	7.71995368656328	7.62146863420074
Region2241	9.9780069958405	9.97995689856268	9.98538220935836	9.97057724188621	9.95171357836072	9.98391108132799
Region2242	7.3987637136025	7.66450555586923	7.60382594986732	7.64890360760459	7.71524881306771	7.58231836302891
Region2243	7.09788564788507	7.10119036122186	6.47735216804959	6.79885113827973	6.77557624709897	6.64979856811596
Region2244	8.31485961743787	8.68136319306551	8.55212499875459	8.5349088006149	8.72244524532415	8.54082911391602
Region2245	8.56770362053556	8.53301664336191	8.28772500225999	8.31173180820687	8.56064438004044	8.46099366262198
Region2246	8.33595364349664	8.03114856258191	7.68056490436549	8.01335471777144	7.87837474795561	7.78132185703096
Region2247	8.82912351932847	8.84229283749947	8.72127951272678	8.64931293808883	8.91602026644825	8.82627455844448
Region2248	7.6413486329051	7.68426919773749	7.6913775818659	7.65548159692528	7.77408663309904	7.84944453242832
Region2249	7.80404848177925	7.71306933147117	7.7974664477562	7.64610874596442	7.71622837045945	7.65952810689814
Region225	7.29638800354518	7.53630952498257	7.2722397543307	7.46866931057112	7.47772647814549	7.37681850352591
Region2250	9.13224709034724	9.25167947563129	9.23038015145861	9.15706509933621	9.23535863153495	9.10093758257208
Region2251	6.49547128545069	6.46068705534911	6.34932105364009	6.31850101541663	6.36954699065098	6.41036086843837
Region2252	7.47991308587365	6.66525794938678	7.57486225056211	7.47133969224131	6.79756761602164	7.68488027412
Region2253	7.83079881708529	7.6776596605877	8.10671025571996	8.02144355824777	7.81603749011964	8.03937876349535
Region2254	6.77602996930664	5.12330380875459	4.87861887120307	5.05794837528399	5.33306014964604	6.77272915644359
Region2255	8.17126493554221	7.90774163423668	7.61702398521201	7.75032599366638	7.92058392552601	8.07420097771225
Region2256	7.93161166119023	7.81139133418011	7.6905005629308	7.69891573304018	7.82600137138636	7.99261774142041
Region2257	8.42171507334408	8.34936700525173	8.10490830255667	8.28660855177561	8.28283606941988	8.23589016596918
Region2258	6.94154124995012	6.86763555753162	6.72545422363031	6.86605897148024	6.72835370989564	6.91620927640563
Region2259	8.78536692899319	8.80938768279116	8.81884638488922	8.81894837013777	8.81805534421839	8.84042738947372
Region226	8.46878560987741	8.60664471104775	8.59087319990391	8.56252807958974	8.63601211100808	8.5556141874227
Region2260	8.36629209216943	7.94424237029498	7.74571477561829	8.02638478486842	7.79532827180247	8.04681617923854
Region2261	7.57055930611121	7.66164484303039	7.4669732132381	7.52005260813548	7.44928613310984	7.65854718102041
Region2262	8.89693232915439	8.95449918922789	8.79917536206132	8.79332707558265	8.85868799451059	8.75692834059352
Region2263	6.28204281102023	6.10962624085666	6.67209593021017	6.70801165706136	6.33227690167379	6.04136333105131
Region2264	7.39763023726902	7.54529920571589	7.44496573380492	7.59258368636962	7.30691898382914	7.22954983357424
Region2265	6.96274605613765	6.41561258307992	6.30469237053807	6.46975342525004	6.46726365015759	6.86218548876562
Region2266	6.31945893308221	6.2225007914587	6.33955551182081	6.28109829506476	6.186666915166	6.47636420132438
Region2267	8.0641277608059	7.85008494358594	7.92015195818911	7.91739587677777	7.88205014018768	8.09678724662517
Region2268	6.03461558384931	6.32545233587234	6.02536082961618	5.9905831542642	6.1667088892755	6.14945573159143
Region2269	8.57213672352943	8.64707656359233	8.58712541663814	8.54557742476968	8.60546570586876	8.6460905775034
Region227	6.78063770050928	6.74133218748434	6.34870524598381	6.75332559375079	6.70532523124552	6.6380480376765
Region2270	7.25818939199519	7.2693174014182	7.19888460510525	7.23435718098595	7.23889545714465	7.36270843658309
Region2271	7.07167229265936	7.23895840503213	6.97262111250847	7.15744680670922	7.18456315240484	6.84693633692558
Region2272	8.68578897428325	8.67558051509793	8.54289009694282	8.62027953252481	8.73655599204747	8.6020340875757
Region2273	7.31054107624475	7.24841283113693	7.35919833868699	7.36409706432253	7.39467118589013	7.16973932893113
Region2274	7.88806429362744	8.01367251246932	7.88427254519483	7.88936656819244	8.11462425109737	7.89985343590737
Region2275	8.08198549062937	8.26723653530216	8.21795026500878	8.22156351023946	8.32956240015807	8.19077949433286
Region2276	9.60265252246169	9.6882338969689	9.6074956546037	9.59093179817675	9.65958712679541	9.53245192466406
Region2277	8.92132709009	9.24358241521094	9.44087296511848	9.44283134922365	9.31603855685919	8.89969093737406
Region2278	6.75288045782769	7.22529892524134	6.88304125642518	6.94785334373437	7.10537597620676	6.71405147731246
Region2279	7.41813600447853	7.0224050217632	6.73601311581436	6.69276146782586	6.94750195777847	7.34048118124022
Region228	9.19264478832729	9.12678840583861	9.22993287385514	9.15569365101525	9.25144504580241	9.30311449102566
Region2280	8.3989197974834	8.66196523259887	8.48414738629188	8.45428716972548	8.74880289015263	8.47312825800853
Region2281	6.4069691463064	6.76870679511853	6.82204825593809	6.71690136802136	6.90096277835894	6.43911237334144
Region2282	6.5044161462274	6.40988396499432	6.38766818421506	6.29385224015368	6.56981986091692	6.57650202590253
Region2283	7.9931485699738	7.92413016276956	7.87575204872917	7.79679587582764	7.88302552999299	7.93399688838728
Region2284	8.80447402181665	8.72827749792249	8.84098079903375	8.90143999191052	8.76725309802948	8.81938151022942
Region2285	8.16039992101849	8.56693707719149	9.03627875763624	9.23582084070634	8.52866166752153	7.89578374139934
Region2286	6.282445180553	6.08089382592304	5.37274253077511	5.45499850070406	6.09658219985934	6.43320512095984
Region2287	8.35602201551315	8.48583485657992	8.3435626705599	8.2802993610169	8.4588752384942	8.46214032711167
Region2288	10.5737878814761	10.5963140729701	10.5908933573132	10.5549235066052	10.5786300294502	10.5984684284567
Region2289	7.35133682868674	7.43992090645559	7.21697540934951	7.25771058726994	7.51943432001762	7.12946544252177
Region229	9.46623269803621	9.28542600167931	9.25242992232473	9.20238998227525	9.27509228783143	9.47662873950918
Region2290	8.44431095455947	8.43454248502823	8.28223719266201	8.31712784963766	8.4615293287874	8.40793819780174
Region2291	8.26929521991101	8.30775015574648	8.21564310551252	8.15595627445104	8.30047360098002	8.49679503668326
Region2292	8.96380302662089	8.90579679517413	8.81479522734301	8.82163993305532	8.97385553851306	8.81285391408263
Region2293	6.6732116872875	6.94236161077433	6.60344225983183	6.58870720762752	6.93079939137124	6.79234339040389
Region2294	6.93830964852308	6.85651511832831	6.75164957565525	6.95553214285381	6.82770922093326	6.64802551411135
Region2295	9.06162450764502	8.99109298931043	9.01578414044907	9.00002213436035	9.10965951062555	9.13587613981931
Region2296	7.85192583457924	7.99058737645355	7.56595945348066	7.83929426719598	7.7566833552353	7.71751534012508
