transcriptID	Gd7_PolII_rep1	Gd7_PolII_rep2	Toll10b_PolII_rep1
FBtr0070003	7.08283394090895	7.14406359996914	7.02517874239839
FBtr0070007	8.88797791604595	9.23527904898746	9.20902613334585
FBtr0070008	7.6896347776592	7.57301747391836	7.40156486665374
FBtr0070026	9.73685456100124	9.93150862375901	9.94169505541491
FBtr0070029	6.52403160201307	6.59141267425193	6.62256742267647
FBtr0070035	6.29449391645099	5.91931734542941	6.24782174080849
FBtr0070036	6.0900557635256	5.92787315039784	6.2415383545397
FBtr0070038	12.1902781071262	12.1882432596379	12.2311708628534
FBtr0070045	10.082834798978	10.1140783116959	10.1865412962788
FBtr0070046	8.861835974763	8.75303988279373	8.73887341383308
FBtr0070050	6.62850223177789	6.68325144213593	6.52293889025018
FBtr0070052	7.77583940306082	7.75167953005862	7.65137467954735
FBtr0070053	7.05584145794246	7.13727206652936	6.96927446780199
FBtr0070055	7.77489699439417	7.77429780509459	7.68567637136471
FBtr0070057	6.69680676935149	6.72180447788749	6.46089227741427
FBtr0070066	11.3850434995621	11.2375186495701	11.2470275012448
FBtr0070079	9.45778527672168	9.46946245287508	9.29460247659712
FBtr0070088	11.5345966732522	11.7134365342572	11.5154716544527
FBtr0070092	5.86573946865844	5.7815239378329	5.99647616252485
FBtr0070094	10.6288576380313	10.6341153068178	10.8119404301333
FBtr0070115	8.95350342992573	9.03296121262645	9.40703672481422
FBtr0070116	10.5529930572252	10.6015678409212	10.7661704348968
FBtr0070119	10.8329140262212	10.9100921643629	10.9414343448618
FBtr0070121	9.68806537590069	9.85142291912591	10.1312046563982
FBtr0070124	7.34699144147913	7.38361089432928	7.59621427471219
FBtr0070137	9.43466304679003	9.60019434547734	9.62555904994244
FBtr0070141	10.3156700257977	10.5120998601989	10.1096440912961
FBtr0070145	9.50298849187696	9.63365359035982	9.40791623307569
FBtr0070146	10.6884564772276	10.673385708343	10.788680973543
FBtr0070147	8.20523672337947	8.03199139321595	7.86270834326857
FBtr0070148	10.318141599971	10.3171605953455	10.4798423880923
FBtr0070150	8.77828226222583	8.78602482091557	9.01914051190013
FBtr0070151	10.7828204641011	10.901235832854	10.8933837115442
FBtr0070155	5.95744103405692	6.1449131513076	6.22429863353223
FBtr0070170	7.79045756913073	7.8170091289159	7.82443243023123
FBtr0070179	7.36072147795954	7.30271519166405	7.70284736009158
FBtr0070187	8.75711621274453	8.60870751330748	8.68805642596434
FBtr0070188	8.9018508973851	9.10208867472467	9.18689887754646
FBtr0070189	9.28674951404888	9.32135846042338	9.65731805544966
FBtr0070200	8.39517667249942	8.28769547359925	8.38655123188476
FBtr0070202	8.70977976516559	8.50577954372977	8.5851936107248
FBtr0070203	7.42475823947309	7.30919555273458	7.4825594092672
FBtr0070206	7.00971911607528	7.10893751173557	7.12393864411147
FBtr0070207	9.96374129397539	9.82676550975214	9.90743159272484
FBtr0070209	7.59462281008695	7.66738434802478	8.03264141527431
FBtr0070212	9.39028244291508	9.4646283743551	9.63948002703821
FBtr0070230	9.73867696534739	9.7850239719834	9.97751810204894
FBtr0070231	8.50003575237267	8.59444037721302	8.56439856226281
FBtr0070233	8.62210487807542	8.83170428794344	8.66485528225844
FBtr0070234	7.55561536231055	7.59460343343444	7.95847346951956
FBtr0070236	9.2287845846675	9.25513780109542	9.53037100313327
FBtr0070239	11.062954102187	11.0665895867332	11.0295062235638
FBtr0070245	9.95251870170483	9.99765681301795	10.0454867659601
FBtr0070251	7.7956994056061	7.58851154060914	7.82589221114235
FBtr0070252	8.36202934799445	8.14686426534666	8.33273599258101
FBtr0070254	9.40820078114061	9.63745450719082	9.6287368495175
FBtr0070255	5.76605620488274	5.59596225350309	6.14308101480301
FBtr0070257	7.48771407281369	7.40128211427421	7.6530332129205
FBtr0070279	9.51701024119203	9.61381034928955	9.86452794024033
FBtr0070290	7.62667285920502	7.78354873784005	8.19572952812861
FBtr0070293	9.91546841352173	10.0328336335436	9.96868906993731
FBtr0070296	8.82332735724765	9.05756126369065	8.99398750849434
FBtr0070311	10.0128060063774	10.1609176289859	10.3074141213069
FBtr0070312	9.2663807809815	9.34177839564733	9.41344381492314
FBtr0070313	9.03222427166284	9.04169116461284	9.12887472082851
FBtr0070315	11.2914837256568	11.3652733355878	11.6119309083342
FBtr0070321	8.01206337371052	8.18156724743392	8.27061096749808
FBtr0070331	8.37206872258366	8.38092622225848	8.36858535853729
FBtr0070338	7.68195113883532	7.72498727637663	7.61649529813309
FBtr0070339	10.3044071961206	10.4717896035056	10.6078975349328
FBtr0070340	10.3048288501737	10.3307783789396	10.4856120738633
FBtr0070345	7.21346908612521	7.22913365822508	7.23568033615322
FBtr0070347	8.55479823946079	8.5826517555354	8.72430486132118
FBtr0070349	9.79060965846395	9.74584208266067	9.92851331419974
FBtr0070351	5.52929073276548	5.36514702394224	5.32784242169101
FBtr0070352	8.58802013108193	8.79532340508754	8.68381307526881
FBtr0070355	8.38140402362553	8.48694652631769	8.35383697648236
FBtr0070356	10.0654295720572	10.2118939994361	9.86982656058275
FBtr0070362	12.02928525354	12.083185119748	12.3181449305415
FBtr0070367	7.40783839552668	7.32653591833681	7.64945245668501
FBtr0070371	9.92890833444708	10.0044462350532	10.1298182869528
FBtr0070375	8.91114988155143	8.99764400039258	9.16047540443542
FBtr0070382	7.96478253940803	7.95520705839091	7.7735351940177
FBtr0070384	6.79023405493425	6.73410593458841	6.48946596924527
FBtr0070388	9.49381704978034	9.6484500183581	9.65489828758723
FBtr0070389	9.5510425845943	9.63908012015817	9.66755490561893
FBtr0070396	9.70828241632299	9.74971276879786	9.74860020282671
FBtr0070397	8.6464531940112	8.63713847823068	8.841381779678
FBtr0070398	10.4753451224265	10.5543483501451	10.6880216377121
FBtr0070411	6.81419805269629	6.8158460587369	6.91224143128786
FBtr0070414	7.06034212011624	7.01427807309905	7.00695250781566
FBtr0070417	5.11168305989491	5.27084401331791	5.35097891566077
FBtr0070418	10.0712911038017	10.1676682075522	10.2921945758718
FBtr0070419	5.10899481499553	5.04658682196597	5.00851405675309
FBtr0070421	7.57651724125783	7.25297964030073	7.4492340272024
FBtr0070425	9.574630131428	9.76576110967659	9.81328676469886
FBtr0070426	9.14094835593583	9.23008881982821	9.39416051566592
FBtr0070427	7.87216039746332	7.95782641202768	7.89778346709196
FBtr0070431	7.59130690388915	7.67812362898779	7.46694484567452
FBtr0070434	9.61112727983106	9.73005162266578	9.98649096369495
