geneID	ChIP_region	ChIP_factor	ChIP_direction	Gd7	Toll10b	Toll9
FBgn0030482	Region8703	Toll10b	Up	-0.734392581511697	2.1671834495328	-1.76336334748842
FBgn0030510	Region8714	Toll10b	Up	-2.27198974942689	5.25783316522956	-3.51908826712781
FBgn0003463	Region8822	Gd7	Down	-2.74187181994973	1.59789990448261	2.10647035576563
FBgn0003463	Region8823	Gd7	Down	-2.03217838540647	1.06804841136369	1.71683009182887
FBgn0003463	Region8824	Gd7	Down	-3.89784102325064	2.91857788385987	2.12866701664448
FBgn0001250	Region8942	Toll10b	Up	-2.3197593606157	4.4265749406666	-2.33265827353255
FBgn0001250	Region8943	Toll10b	Up	-2.73892806860485	4.06933447158589	-1.20560989953829
FBgn0030900	Region9049	Toll10b	Up	-1.40983693137569	2.3221641693909	-0.925057363198926
FBgn0040089	Region9188	Toll10b	Up	-0.632071360323663	2.30276482523912	-2.10322479013278
FBgn0002931	Region59	Gd7	Up	4.2442263250166	-2.88958712879014	-2.70373594039146
FBgn0002931	Region60	Toll10b	Up	-1.56828523539594	6.04047274789587	-5.65596434661815
FBgn0002931	Region61	Gd7	Up	3.56751424095941	-2.52187786740097	-2.14816203094283
FBgn0003963	Region114	Toll9	Down	2.05955510058523	-0.759055022487057	-2.17274056131999
FBgn0031645	Region426	Toll9	Down	-0.348282435941784	1.79165924897373	-1.8585712394881
FBgn0261963	Region466	Toll9	Up	-1.33719647291376	-0.159620010263411	2.28385500022523
FBgn0261963	Region468	Toll9	Up	-1.33478066464043	0.016356447702913	2.04460543990391
FBgn0031738	Region480	Toll10b	Up	-0.719033750037385	1.9218318879788	-1.4587875687321
FBgn0051721	Region828	Toll9	Up	-2.08615139261877	0.439387562484749	2.64172790432407
FBgn0051721	Region829	Toll9	Up	-0.16699195362571	-1.20703294509839	1.87390853504873
FBgn0023407	Region997	Toll9	Down	4.65160398031331	-1.85270328408424	-4.7220967618341
FBgn0012037	Region1016	Gd7	Up	2.30295198710077	-1.5778615124857	-1.45375605743241
FBgn0003448	Region1121	Toll9	Up	-2.49594401768001	0.298489735930194	3.46472878848832
FBgn0003448	Region1123	Toll10b	Up	-2.47174335700081	2.64387551632418	0.288429966862702
FBgn0003448	Region1127	Toll10b	Up	-2.20986393493048	4.38769182848063	-2.45076007347955
FBgn0015609	Region1257	Toll9	Down	1.77086923129175	-0.525714408178733	-2.03807964593337
FBgn0033458	Region2031	Toll9	Down	0.515746841196131	1.29401575088459	-2.53025683569618
FBgn0003396	Region2156	Toll9	Down	1.73650223458309	-0.435295892712711	-2.1058801423816
FBgn0003396	Region2158	Toll9	Down	2.34483731301783	-0.275102089691913	-3.26208646731245
FBgn0003396	Region2160	Toll9	Down	3.28651699063677	-1.15842841901255	-3.53783008016631
FBgn0033638	Region2221	Toll9	Down	2.13421534684422	-0.0109564255856436	-3.2895097984544
FBgn0003326	Region2311	Gd7	Down	-2.51006324691207	1.28697964055791	2.16369125744883
FBgn0029082	Region2507	Gd7	Up	4.8128097525165	-3.56342290583509	-2.68221669769276
FBgn0029082	Region2512	Toll10b	Up	-0.569527903477596	1.88772190929486	-1.64460175026168
FBgn0034005	Region2524	Gd7	Up	2.49194164524745	-1.98204039786506	-1.20543521688951
FBgn0265991	Region2564	Gd7	Down	-2.49092145052483	1.08844574770605	2.3997541625954
FBgn0264273	Region2628	Toll9	Down	1.67182137139605	-0.497906678501412	-1.92194975583353
FBgn0023214	Region2796	Gd7	Down	-1.95904300806106	0.912096461120242	1.81231317968788
FBgn0000044	Region2959	Toll9	Down	-0.340504411435276	1.67610545001636	-1.71596736901139
FBgn0003900	Region3125	Toll9	Down	-0.447606389270014	2.28917822173916	-2.37062881894421
FBgn0085400	Region3136	Toll10b	Up	-1.80800151569156	2.01771446161044	0.0988227014240531
FBgn0085400	Region3137	Toll10b	Up	-2.06864273807809	3.43427710682908	-1.39344179695992
FBgn0085400	Region3138	Toll10b	Up	-1.6624306448063	2.93091618417708	-1.34868735889762
FBgn0085400	Region3140	Gd7	Up	2.98697657698038	-2.61630347674485	-1.12300903404178
FBgn0000157	Region3259	Toll10b	Down	0.40012828327593	-1.77176453905689	1.75167886468132
FBgn0001148	Region3280	Toll10b	Up	-2.23171251683376	2.35332992854852	0.305653784719439
FBgn0001148	Region3281	Toll10b	Up	-1.96563113739712	2.06512690021722	0.279411345494538
FBgn0028999	Region3407	Toll9	Up	-1.92025007182804	-1.10233423696962	4.44816844836151
FBgn0014388	Region3588	Toll9	Down	0.959522979338972	0.805633408514804	-2.56370455570791
FBgn0035888	Region3865	Gd7	Down	-2.07011335042956	1.5550362860607	1.12382441553515
FBgn0262719	Region3876	Toll10b	Down	3.26429299424158	-3.58963695817923	-0.249734848682348
FBgn0035956	Region3919	Toll10b	Down	2.06269439373406	-2.16591302699598	-0.29480164590777
FBgn0087007	Region4306	Toll9	Down	1.76135746222072	-0.672931441334661	-1.82633294379632
FBgn0087007	Region4308	Toll10b	Down	1.7128536874076	-2.17703465984526	0.261702643858611
FBgn0025776	Region4369	Toll10b	Down	0.864440696927049	-2.80662635561209	2.41779096681696
FBgn0036896	Region4714	Toll10b	Down	0.671642520382114	-1.7885925153042	1.353843885424
FBgn0036896	Region4715	Toll10b	Down	0.523273102454637	-2.12673621364274	2.03608603837578
FBgn0027364	Region4800	Toll10b	Up	-2.09869745730331	3.89816256792092	-1.96772962038481
FBgn0004878	Region5288	Toll10b	Up	-1.05778671033835	3.46417267908001	-2.9984491734065
FBgn0003651	Region5807	Toll9	Up	-2.22000071346319	0.288893316359613	3.05035876999243
FBgn0000576	Region5910	Toll10b	Down	0.948457233485327	-1.88659847133238	1.05644330969054
FBgn0003117	Region6075	Toll10b	Down	1.99168996668525	-2.14519061549014	-0.212606056797893
FBgn0264005	Region6240	Gd7	Up	3.73827431605094	-2.53683262130332	-2.39251726773261
FBgn0264005	Region6241	Toll9	Up	0.142345927459155	-2.06657465216255	2.54531976288899
FBgn0264005	Region6245	Gd7	Up	3.06261029159557	-3.01098006199225	-0.711908488110508
FBgn0264005	Region6248	Gd7	Up	2.96120858670295	-2.46861094634469	-1.28077229191858
FBgn0014135	Region6399	Toll9	Down	3.0730449338192	-1.16767946334525	-3.19495390345523
FBgn0262582	Region6429	Toll10b	Down	0.811657125391596	-2.06941649031557	1.51290148721438
FBgn0039288	Region6803	Toll9	Down	1.49408689070141	0.0967974430685288	-2.44267582866886
FBgn0262473	Region6878	Toll10b	Up	-0.869217454893818	2.2745193427097	-1.698276412341
FBgn0262473	Region6879	Toll10b	Up	-2.14938643103081	3.43705949859202	-1.27215882284199
FBgn0261930	Region7622	Toll10b	Up	-2.74564633493532	2.87409772933216	0.404377503123563
FBgn0261930	Region7623	Toll10b	Up	-2.11020710579102	2.58389156857425	-0.191020606379596
FBgn0261930	Region7624	Toll10b	Up	-2.57731964181677	3.30088445358118	-0.427393350973681
FBgn0261930	Region7627	Toll10b	Up	-2.39115310239101	3.48499797553644	-0.962013961157162
FBgn0261930	Region7630	Toll10b	Up	-1.82552723728009	2.97515319618427	-1.15538512456076
FBgn0029943	Region8197	Toll9	Up	-2.03920081809472	0.719374228385064	2.19433308328572
FBgn0015773	Region8761	Toll9	Up	-1.88150360765672	0.528513524466246	2.20561672183668
FBgn0015773	Region8762	Toll10b	Up	-2.29921232481058	3.31669711278181	-0.879118663890577
FBgn0030665	Region8829	Toll9	Up	-1.61807626105173	0.0756615890026369	2.40383299010694
