Geneid	K27ac_Geneid
Region5241	Region1499
Region5243	Region1500
Region5251	Region1501
Region5253	Region1502
Region5254	Region1503
Region5254	Region1504
Region5259	Region1505
Region5260	Region1506
Region5260	Region1507
Region5260	Region1508
Region5260	Region1509
Region5260	Region1510
Region5264	Region1511
Region5268	Region1512
Region5268	Region1513
Region5268	Region1514
Region5270	Region1515
Region5282	Region1516
Region5290	Region1517
Region5293	Region1518
Region5293	Region1519
Region5293	Region1520
Region5293	Region1521
Region5299	Region1522
Region5311	Region1523
Region5311	Region1524
Region5311	Region1525
Region5313	Region1526
Region5313	Region1527
Region5314	Region1527
Region5315	Region1527
Region5315	Region1528
Region5330	Region1529
Region5330	Region1530
Region5330	Region1531
Region5332	Region1532
Region5332	Region1533
Region5347	Region1534
Region5351	Region1535
Region5351	Region1536
Region5354	Region1537
Region5355	Region1538
Region5358	Region1539
Region5358	Region1540
Region5358	Region1541
Region5364	Region1542
Region5366	Region1543
Region5391	Region1544
Region5393	Region1545
Region5394	Region1546
Region5394	Region1547
Region5397	Region1548
Region5397	Region1549
Region5403	Region1550
Region5404	Region1551
Region5404	Region1552
Region5404	Region1553
Region5405	Region1553
Region5406	Region1554
Region5406	Region1555
Region5408	Region1556
Region5409	Region1557
Region5409	Region1558
Region5411	Region1559
Region5411	Region1560
Region5412	Region1561
Region5412	Region1562
Region5413	Region1563
Region5414	Region1564
Region5415	Region1565
Region5429	Region1566
Region5429	Region1567
Region5436	Region1568
Region5441	Region1569
Region5445	Region1570
Region5445	Region1571
Region5446	Region1572
Region5459	Region1573
Region5459	Region1574
Region5460	Region1575
Region5464	Region1576
Region5464	Region1577
Region5471	Region1578
Region5471	Region1579
Region5475	Region1580
Region5475	Region1581
Region5485	Region1582
Region5485	Region1583
Region5487	Region1584
Region5510	Region1585
Region5516	Region1586
Region5517	Region1587
Region5517	Region1588
Region5517	Region1589
Region5532	Region1590
Region5538	Region1591
Region5538	Region1592
Region5542	Region1593
Region5545	Region1594
Region5546	Region1595
Region5547	Region1596
Region5548	Region1597
Region5549	Region1598
Region5552	Region1599
Region5552	Region1600
Region5582	Region1601
Region5584	Region1602
Region5585	Region1603
Region5588	Region1604
Region5589	Region1605
Region5590	Region1606
Region5591	Region1607
Region5604	Region1608
Region5611	Region1609
Region5612	Region1610
Region5614	Region1611
Region5617	Region1612
Region5624	Region1613
Region5626	Region1614
Region5626	Region1615
Region5626	Region1616
Region5637	Region1617
Region5638	Region1618
Region5639	Region1619
Region5641	Region1620
Region5645	Region1621
Region5645	Region1622
Region5660	Region1623
Region5660	Region1624
Region5665	Region1625
Region5665	Region1626
Region5668	Region1627
Region5675	Region1628
Region5677	Region1629
Region5678	Region1630
Region5678	Region1631
Region5681	Region1632
Region5684	Region1633
Region5684	Region1634
Region5686	Region1635
Region5686	Region1636
Region5690	Region1637
Region5706	Region1638
Region5708	Region1639
Region5708	Region1640
Region5708	Region1641
Region5710	Region1642
Region5710	Region1643
Region5714	Region1644
Region5727	Region1645
Region5732	Region1646
Region5737	Region1647
Region5739	Region1648
Region5741	Region1649
Region5742	Region1649
Region5747	Region1650
Region5747	Region1651
Region5756	Region1652
Region5769	Region1653
Region5770	Region1654
Region5771	Region1654
Region5775	Region1655
Region5776	Region1656
Region5777	Region1657
Region5779	Region1658
Region5779	Region1659
Region5779	Region1660
Region5790	Region1661
Region5790	Region1662
Region5790	Region1663
Region5791	Region1664
Region5791	Region1665
Region5800	Region1666
Region5800	Region1667
Region5800	Region1668
Region5800	Region1669
Region5800	Region1670
Region5807	Region1671
Region5810	Region1672
Region5810	Region1673
Region5813	Region1674
Region5816	Region1675
Region5819	Region1676
Region5819	Region1677
Region5822	Region1678
Region5822	Region1679
Region5822	Region1680
Region5826	Region1681
Region5827	Region1682
Region5828	Region1683
Region5829	Region1684
Region5837	Region1685
Region5837	Region1686
Region5837	Region1687
Region5838	Region1688
Region5843	Region1689
Region5846	Region1690
Region5846	Region1691
Region5846	Region1692
Region5846	Region1693
Region5852	Region1694
Region5852	Region1695
Region5852	Region1696
Region5853	Region1697
Region5853	Region1698
Region5856	Region1699
Region5857	Region1699
Region5857	Region1700
Region5859	Region1701
Region5859	Region1702
Region5884	Region1703
Region5888	Region1704
Region5888	Region1705
Region5888	Region1706
Region5888	Region1707
Region5890	Region1708
Region5890	Region1709
Region5890	Region1710
Region5895	Region1711
Region5898	Region1712
Region5899	Region1713
Region5900	Region1714
Region5903	Region1715
Region5907	Region1716
Region5907	Region1717
Region5908	Region1718
Region5908	Region1719
Region5909	Region1720
Region5910	Region1721
Region5910	Region1722
Region5912	Region1723
Region5914	Region1724
Region5919	Region1725
Region5921	Region1726
Region5923	Region1727
Region5924	Region1728
Region5926	Region1729
Region5930	Region1730
Region5930	Region1731
Region5931	Region1732
Region5931	Region1733
Region5931	Region1734
Region5932	Region1735
Region5932	Region1736
Region5932	Region1737
Region5937	Region1738
Region5939	Region1739
Region5941	Region1740
Region5941	Region1741
Region5943	Region1742
Region5944	Region1743
Region5951	Region1744
Region5953	Region1745
Region5957	Region1746
Region5958	Region1747
Region5961	Region1748
Region5962	Region1749
Region5965	Region1750
Region5967	Region1751
Region5967	Region1752
Region5979	Region1753
Region5985	Region1754
Region5985	Region1755
Region5986	Region1756
Region5996	Region1757
Region5998	Region1758
Region5999	Region1759
Region6003	Region1760
Region6003	Region1761
Region6020	Region1762
Region6022	Region1763
Region6033	Region1764
Region6035	Region1765
Region6035	Region1766
Region6036	Region1767
Region6040	Region1768
Region6041	Region1769
Region6041	Region1770
Region6041	Region1771
Region6043	Region1772
Region6044	Region1773
Region6044	Region1774
Region6048	Region1775
Region6049	Region1776
Region6049	Region1777
Region6051	Region1778
Region6051	Region1779
Region6054	Region1780
Region6055	Region1781
Region6057	Region1782
Region6061	Region1783
Region6065	Region1784
Region6086	Region1785
Region6089	Region1786
Region6090	Region1787
Region6091	Region1788
Region6098	Region1789
Region6098	Region1790
Region6101	Region1791
Region6104	Region1792
Region6111	Region1793
Region6112	Region1794
Region6114	Region1795
Region6115	Region1796
Region6115	Region1797
Region6119	Region1798
Region6120	Region1799
Region6120	Region1800
Region6121	Region1801
Region6122	Region1802
Region6123	Region1803
Region6124	Region1804
Region6124	Region1805
Region6132	Region1806
Region6133	Region1807
Region6133	Region1808
Region6134	Region1809
Region6138	Region1810
Region6141	Region1811
Region6141	Region1812
Region6143	Region1813
Region6145	Region1814
Region6147	Region1815
Region6149	Region1816
Region6150	Region1817
Region6151	Region1818
Region6153	Region1819
Region6155	Region1820
Region6156	Region1821
Region6157	Region1822
Region6159	Region1823
Region6161	Region1824
Region6163	Region1825
Region6164	Region1825
Region6164	Region1826
Region6164	Region1827
Region6179	Region1828
Region6185	Region1829
Region6186	Region1830
Region6192	Region1831
Region6198	Region1832
Region6199	Region1833
Region6201	Region1834
Region6201	Region1835
Region6202	Region1836
Region6204	Region1837
Region6205	Region1838
Region6206	Region1839
Region6206	Region1840
Region6209	Region1841
Region6210	Region1842
Region6210	Region1843
Region6213	Region1844
Region6213	Region1845
Region6219	Region1846
Region6220	Region1847
Region6227	Region1848
Region6235	Region1849
Region6240	Region1850
Region6240	Region1851
Region6241	Region1852
Region6243	Region1853
Region6244	Region1853
Region6244	Region1854
Region6245	Region1854
Region6246	Region1855
Region6247	Region1855
Region6247	Region1856
Region6248	Region1856
Region6262	Region1857
Region6276	Region1858
Region6276	Region1859
Region6280	Region1860
Region6284	Region1861
Region6284	Region1862
Region6284	Region1863
Region6284	Region1864
Region6285	Region1865
Region6286	Region1866
Region6292	Region1867
Region6303	Region1869
Region6308	Region1870
Region6309	Region1871
Region6310	Region1872
Region6311	Region1873
Region6314	Region1874
Region6323	Region1875
Region6332	Region1876
Region6333	Region1877
Region6336	Region1878
Region6337	Region1879
Region6337	Region1880
Region6339	Region1881
Region6342	Region1882
Region6343	Region1883
Region6343	Region1884
Region6344	Region1885
Region6344	Region1886
Region6352	Region1887
Region6353	Region1888
Region6353	Region1889
Region6357	Region1890
Region6359	Region1891
Region6360	Region1892
Region6360	Region1893
Region6369	Region1894
Region6374	Region1895
Region6379	Region1896
Region6381	Region1897
Region6381	Region1898
Region6381	Region1899
Region6386	Region1900
Region6386	Region1901
Region6386	Region1902
Region6387	Region1903
Region6388	Region1904
Region6388	Region1905
Region6391	Region1906
Region6391	Region1907
Region6391	Region1908
Region6394	Region1909
Region6404	Region1910
Region6406	Region1911
Region6415	Region1912
Region6415	Region1913
Region6416	Region1914
Region6418	Region1915
Region6419	Region1916
Region6419	Region1917
Region6420	Region1918
Region6420	Region1919
Region6432	Region1920
Region6433	Region1921
Region6435	Region1922
Region6453	Region1923
Region6456	Region1924
Region6457	Region1925
Region6458	Region1926
Region6458	Region1927
Region6459	Region1928
Region6467	Region1929
Region6502	Region1930
Region6534	Region1931
Region6536	Region1932
Region6549	Region1933
Region6562	Region1934
Region6563	Region1935
Region6565	Region1936
Region6565	Region1937
Region6566	Region1938
Region6567	Region1939
Region6570	Region1940
Region6573	Region1941
Region6573	Region1942
Region6574	Region1942
Region6574	Region1943
Region6579	Region1944
Region6586	Region1945
Region6586	Region1946
Region6589	Region1947
Region6593	Region1948
Region6599	Region1949
Region6603	Region1950
Region6603	Region1951
Region6603	Region1952
Region6608	Region1953
Region6613	Region1954
Region6613	Region1955
Region6622	Region1956
Region6623	Region1957
Region6636	Region1958
Region6676	Region1959
Region6678	Region1960
Region6679	Region1961
Region6679	Region1962
Region6681	Region1963
Region6682	Region1964
Region6683	Region1965
Region6685	Region1966
Region6691	Region1967
Region6692	Region1967
Region6692	Region1968
Region6693	Region1968
Region6693	Region1969
Region6693	Region1970
Region6693	Region1971
Region6697	Region1972
Region6703	Region1973
Region6708	Region1974
Region6708	Region1975
Region6708	Region1976
Region6708	Region1977
Region6713	Region1978
Region6714	Region1979
Region6714	Region1980
Region6717	Region1981
Region6719	Region1982
Region6720	Region1982
Region6720	Region1983
Region6738	Region1984
Region6739	Region1985
Region6740	Region1986
Region6740	Region1987
Region6746	Region1988
Region6747	Region1989
Region6756	Region1990
Region6756	Region1991
Region6756	Region1992
Region6757	Region1993
Region6757	Region1994
Region6757	Region1995
Region6762	Region1996
Region6762	Region1997
Region6792	Region1998
Region6792	Region1999
Region6792	Region2000
Region6793	Region2001
Region6796	Region2002
Region6799	Region2003
Region6801	Region2004
Region6801	Region2005
Region6801	Region2006
Region6807	Region2007
Region6807	Region2008
Region6808	Region2009
Region6809	Region2010
Region6809	Region2011
Region6820	Region2012
Region6821	Region2013
Region6824	Region2014
Region6827	Region2015
Region6827	Region2016
Region6831	Region2017
Region6831	Region2018
Region6833	Region2019
Region6837	Region2020
Region6837	Region2021
Region6838	Region2022
Region6838	Region2023
Region6842	Region2024
Region6843	Region2024
Region6843	Region2025
Region6843	Region2026
Region6844	Region2027
Region6844	Region2028
Region6845	Region2028
Region6845	Region2029
Region6846	Region2030
Region6846	Region2031
Region6846	Region2032
Region6867	Region2033
Region6869	Region2034
Region6870	Region2035
Region6873	Region2036
Region6873	Region2037
Region6879	Region2038
Region6882	Region2039
Region6890	Region2040
Region6892	Region2041
Region6892	Region2042
Region6894	Region2043
Region6896	Region2044
Region6926	Region2045
Region6927	Region2046
Region6927	Region2047
Region6937	Region2048
Region6943	Region2049
Region6947	Region2050
Region6947	Region2051
Region6948	Region2052
Region6949	Region2053
Region6950	Region2054
Region6950	Region2055
Region6957	Region2056
Region6959	Region2057
Region6962	Region2058
Region6962	Region2059
Region6965	Region2060
Region6976	Region2061
Region6986	Region2062
Region6986	Region2063
Region6987	Region2064
Region6987	Region2065
Region6987	Region2066
Region6987	Region2067
Region6989	Region2068
