Geneid	K27ac_Geneid
Region7916	Region2347
Region7919	Region2348
Region7919	Region2349
Region7924	Region2350
Region7924	Region2351
Region7924	Region2352
Region7929	Region2353
Region7929	Region2354
Region7930	Region2355
Region7936	Region2356
Region7937	Region2357
Region7941	Region2358
Region7943	Region2359
Region7943	Region2360
Region7955	Region2361
Region7956	Region2362
Region7959	Region2363
Region7959	Region2364
Region7979	Region2365
Region7983	Region2366
Region7983	Region2367
Region7985	Region2368
Region7985	Region2369
Region7986	Region2370
Region7993	Region2371
Region8006	Region2372
Region8007	Region2372
Region8007	Region2373
Region8009	Region2374
Region8016	Region2375
Region8016	Region2376
Region8025	Region2377
Region8026	Region2378
Region8044	Region2379
Region8045	Region2381
Region8046	Region2382
Region8046	Region2383
Region8046	Region2384
Region8049	Region2385
Region8049	Region2386
Region8050	Region2387
Region8052	Region2388
Region8054	Region2389
Region8054	Region2390
Region8061	Region2391
Region8062	Region2392
Region8062	Region2393
Region8064	Region2394
Region8093	Region2395
Region8093	Region2396
Region8093	Region2397
Region8093	Region2398
Region8103	Region2399
Region8105	Region2400
Region8105	Region2401
Region8107	Region2402
Region8107	Region2403
Region8107	Region2404
Region8110	Region2405
Region8110	Region2406
Region8111	Region2407
Region8112	Region2408
Region8112	Region2409
Region8112	Region2410
Region8121	Region2411
Region8124	Region2412
Region8124	Region2413
Region8125	Region2414
Region8128	Region2415
Region8128	Region2416
Region8128	Region2417
Region8130	Region2418
Region8131	Region2419
Region8133	Region2420
Region8133	Region2421
Region8134	Region2422
Region8134	Region2423
Region8137	Region2424
Region8137	Region2425
Region8137	Region2426
Region8139	Region2427
Region8149	Region2428
Region8150	Region2429
Region8153	Region2430
Region8154	Region2431
Region8157	Region2432
Region8163	Region2433
Region8164	Region2434
Region8170	Region2435
Region8177	Region2436
Region8177	Region2437
Region8190	Region2438
Region8192	Region2439
Region8192	Region2440
Region8193	Region2441
Region8237	Region2442
Region8240	Region2443
Region8242	Region2444
Region8242	Region2445
Region8242	Region2446
Region8246	Region2447
Region8272	Region2448
Region8274	Region2449
Region8277	Region2450
Region8291	Region2451
Region8296	Region2452
Region8301	Region2453
Region8302	Region2454
Region8309	Region2455
Region8312	Region2456
Region8317	Region2457
Region8317	Region2458
Region8319	Region2459
Region8332	Region2460
Region8334	Region2461
Region8341	Region2462
Region8341	Region2463
Region8343	Region2464
Region8343	Region2465
Region8346	Region2466
Region8346	Region2467
Region8346	Region2468
Region8348	Region2469
Region8348	Region2470
Region8352	Region2471
Region8353	Region2472
Region8353	Region2473
Region8354	Region2474
Region8356	Region2475
Region8357	Region2476
Region8359	Region2477
Region8371	Region2478
Region8371	Region2479
Region8372	Region2480
Region8377	Region2481
Region8377	Region2482
Region8377	Region2483
Region8377	Region2484
Region8389	Region2485
Region8390	Region2486
Region8390	Region2487
Region8407	Region2488
Region8407	Region2489
Region8415	Region2490
Region8415	Region2491
Region8421	Region2492
Region8443	Region2493
Region8443	Region2494
Region8443	Region2495
Region8445	Region2496
Region8446	Region2497
Region8446	Region2498
Region8456	Region2499
Region8457	Region2500
Region8457	Region2501
Region8459	Region2502
Region8459	Region2503
Region8463	Region2504
Region8463	Region2505
Region8463	Region2506
Region8465	Region2507
Region8467	Region2508
Region8469	Region2509
Region8470	Region2510
Region8475	Region2511
Region8475	Region2512
Region8486	Region2513
Region8492	Region2514
Region8492	Region2515
Region8493	Region2516
Region8493	Region2517
Region8495	Region2518
Region8495	Region2519
Region8495	Region2520
Region8499	Region2521
Region8501	Region2522
Region8501	Region2523
Region8501	Region2524
Region8507	Region2525
Region8523	Region2526
Region8523	Region2527
Region8529	Region2528
Region8529	Region2529
Region8529	Region2530
Region8529	Region2531
Region8537	Region2532
Region8543	Region2533
Region8550	Region2534
Region8557	Region2535
Region8559	Region2536
Region8568	Region2537
Region8571	Region2538
Region8571	Region2539
Region8572	Region2540
Region8577	Region2541
Region8577	Region2542
Region8617	Region2543
Region8617	Region2544
Region8619	Region2545
Region8619	Region2546
Region8640	Region2547
Region8652	Region2548
Region8652	Region2549
Region8652	Region2550
Region8653	Region2551
Region8654	Region2552
Region8694	Region2553
Region8695	Region2554
Region8697	Region2555
Region8697	Region2556
Region8702	Region2557
Region8712	Region2558
Region8716	Region2559
Region8718	Region2560
Region8724	Region2561
Region8728	Region2562
Region8728	Region2563
Region8728	Region2564
Region8728	Region2565
Region8729	Region2566
Region8729	Region2567
Region8732	Region2568
Region8732	Region2569
Region8733	Region2570
Region8733	Region2571
Region8735	Region2572
Region8736	Region2573
Region8736	Region2574
Region8738	Region2575
Region8738	Region2576
Region8741	Region2577
Region8741	Region2578
Region8742	Region2579
Region8743	Region2580
Region8749	Region2581
Region8754	Region2582
Region8755	Region2583
Region8755	Region2584
Region8759	Region2585
Region8766	Region2586
Region8772	Region2587
Region8789	Region2588
Region8794	Region2589
Region8802	Region2590
Region8803	Region2591
Region8803	Region2592
Region8803	Region2593
Region8804	Region2594
Region8805	Region2595
Region8806	Region2596
Region8807	Region2597
Region8808	Region2598
Region8835	Region2599
Region8836	Region2600
Region8838	Region2601
Region8840	Region2602
Region8841	Region2603
Region8842	Region2604
Region8843	Region2605
Region8846	Region2606
Region8847	Region2607
Region8848	Region2608
Region8849	Region2609
Region8849	Region2610
Region8849	Region2611
Region8850	Region2612
Region8850	Region2613
Region8855	Region2614
Region8856	Region2615
Region8857	Region2616
Region8859	Region2617
Region8860	Region2618
Region8864	Region2619
Region8866	Region2620
Region8868	Region2621
Region8872	Region2622
Region8873	Region2623
Region8876	Region2624
Region8880	Region2625
Region8882	Region2626
Region8882	Region2627
Region8894	Region2628
Region8894	Region2629
Region8902	Region2630
Region8903	Region2631
Region8903	Region2632
Region8905	Region2633
Region8906	Region2634
Region8906	Region2635
Region8908	Region2636
Region8912	Region2637
Region8920	Region2638
Region8920	Region2639
Region8921	Region2640
Region8923	Region2641
Region8931	Region2642
Region8932	Region2643
Region8937	Region2644
Region8937	Region2645
Region8946	Region2646
Region8948	Region2647
Region8948	Region2648
Region8959	Region2649
Region8963	Region2650
Region8964	Region2651
Region8969	Region2652
Region8969	Region2653
Region8971	Region2654
Region8973	Region2655
Region8998	Region2656
Region8998	Region2657
Region9003	Region2658
Region9006	Region2659
Region9008	Region2660
Region9012	Region2661
Region9020	Region2662
Region9021	Region2663
Region9024	Region2664
Region9024	Region2665
Region9026	Region2666
Region9028	Region2667
Region9029	Region2669
Region9029	Region2670
Region9029	Region2671
Region9029	Region2672
Region9031	Region2673
Region9032	Region2674
Region9033	Region2675
Region9036	Region2676
Region9036	Region2677
Region9038	Region2678
Region9038	Region2679
Region9042	Region2680
Region9045	Region2681
Region9046	Region2682
Region9046	Region2683
Region9048	Region2684
Region9048	Region2685
Region9048	Region2686
Region9048	Region2687
Region9054	Region2688
Region9056	Region2689
Region9057	Region2690
Region9058	Region2690
Region9058	Region2691
Region9062	Region2692
Region9063	Region2693
Region9069	Region2694
Region9071	Region2695
Region9073	Region2696
Region9076	Region2697
Region9082	Region2698
Region9082	Region2699
Region9085	Region2700
Region9086	Region2701
Region9087	Region2702
Region9088	Region2703
Region9097	Region2704
Region9097	Region2705
Region9102	Region2708
Region9102	Region2709
Region9108	Region2710
Region9109	Region2711
Region9110	Region2712
Region9112	Region2713
Region9112	Region2714
Region9113	Region2715
Region9118	Region2716
Region9126	Region2717
Region9168	Region2718
Region9169	Region2719
Region9171	Region2720
Region9178	Region2721
Region9183	Region2722
Region9184	Region2723
Region9184	Region2724
Region9192	Region2725
Region9192	Region2726
Region9192	Region2727
Region9193	Region2728
Region9196	Region2729
Region9196	Region2730
Region9197	Region2731
Region9201	Region2732
Region9202	Region2733
Region9214	Region2734
Region9215	Region2735
Region9216	Region2735
Region9216	Region2736
Region9218	Region2737
Region9219	Region2737
Region9220	Region2738
Region9226	Region2739
Region9228	Region2740
Region9252	Region2741
Region9255	Region2742
Region9256	Region2743
Region9257	Region2744
Region9257	Region2745
Region9262	Region2746
Region9262	Region2747
Region9266	Region2748
Region9270	Region2749
Region9270	Region2750
Region9270	Region2751
Region9270	Region2752
Region9270	Region2753
Region9278	Region2754
Region9278	Region2755
Region9283	Region2756
Region9284	Region2757
Region9287	Region2758
Region9287	Region2759
Region9288	Region2760
Region9288	Region2761
Region9289	Region2762
Region9290	Region2763
Region9290	Region2764
Region9293	Region2765
Region9293	Region2766
Region9312	Region2767
Region9339	Region2768
Region9362	Region2769
Region9370	Region2770
Region9375	Region2771
Region9375	Region2772
Region9378	Region2773
Region9379	Region2774
Region9382	Region2775
Region9382	Region2776
Region9383	Region2776
Region9383	Region2777
Region9385	Region2778
Region9386	Region2779
Region9390	Region2780
Region9391	Region2781
Region9392	Region2782
Region9396	Region2783
Region9396	Region2784
Region9396	Region2785
Region9398	Region2786
Region9416	Region2787
Region9419	Region2788
Region9421	Region2789
Region9432	Region2790
Region9436	Region2791
Region9437	Region2792
Region9438	Region2793
Region9439	Region2794
Region9441	Region2795
Region9442	Region2796
Region9442	Region2797
Region9444	Region2798
Region9449	Region2799
Region9451	Region2800
Region9451	Region2801
Region9452	Region2802
Region9455	Region2803
Region9455	Region2804
Region9460	Region2805
Region9462	Region2806
Region9464	Region2807
Region9465	Region2808
Region9479	Region2809
Region9485	Region2810
Region9486	Region2811
Region9486	Region2812
Region9486	Region2813
Region9486	Region2814
Region9488	Region2815
Region9489	Region2816
Region9489	Region2817
Region9491	Region2818
Region9492	Region2819
Region9493	Region2820
Region9498	Region2821
Region9556	Region2822
Region9557	Region2823
Region9559	Region2824
Region9560	Region2825
Region9561	Region2826
Region9565	Region2827
Region9567	Region2828
Region9572	Region2829
Region9581	Region2830
Region9584	Region2831
Region9585	Region2832
Region9586	Region2833
Region9586	Region2834
Region9591	Region2835
Region9592	Region2836
Region9594	Region2837
Region9595	Region2838
Region9596	Region2839
Region9621	Region2840
Region9648	Region2841
Region9655	Region2842
Region9655	Region2843
Region9656	Region2844
Region9657	Region2845
Region9669	Region2846
Region9670	Region2847
Region9670	Region2848
Region9674	Region2849
Region9676	Region2850
Region9680	Region2851
Region9680	Region2852
Region9688	Region2853
Region9691	Region2854
Region9738	Region2856
Region9738	Region2857
Region9739	Region2858
Region9740	Region2858
Region9741	Region2859
Region9741	Region2860
Region9745	Region2861
Region9745	Region2862
Region9752	Region2863
Region9753	Region2864
Region9762	Region2865
Region9763	Region2866
Region9763	Region2867
Region9764	Region2868
Region9765	Region2869
Region9765	Region2870
Region9765	Region2871
Region9784	Region2872
Region9785	Region2873
Region9794	Region2874
Region9798	Region2875
Region9803	Region2876
Region9811	Region2877
Region9811	Region2878
Region9829	Region2879
Region9829	Region2880
Region9855	Region2881
Region9860	Region2882
Region9860	Region2883
Region9863	Region2884
Region9884	Region2885
Region9884	Region2886
Region9906	Region2887
Region9906	Region2888
Region9907	Region2889
Region9910	Region2890
Region9910	Region2891
Region9910	Region2892
Region9910	Region2893
Region9911	Region2894
Region9912	Region2895
Region9919	Region2896
Region9919	Region2897
Region9920	Region2897
Region9922	Region2898
Region9922	Region2899
Region9923	Region2900
Region9924	Region2901
Region9925	Region2902
Region9925	Region2903
Region9926	Region2904
Region9926	Region2905
Region9927	Region2906
Region9927	Region2907
Region9927	Region2908
Region9928	Region2909
Region9929	Region2910
Region9929	Region2911
Region9929	Region2912
Region9929	Region2913
Region9930	Region2914
Region9931	Region2915
Region9933	Region2916
Region9933	Region2917
Region9934	Region2918
Region9961	Region2919
Region9963	Region2920
Region9968	Region2921
Region9971	Region2922
Region9972	Region2923
Region9972	Region2924
Region9974	Region2925
Region9974	Region2926
Region9976	Region2927
Region9994	Region2928
Region9995	Region2929
Region10001	Region2931
Region10001	Region2932
Region10002	Region2932
Region10031	Region2933
Region10033	Region2934
Region10034	Region2935
Region10034	Region2936
Region10038	Region2937
Region10039	Region2938
Region10050	Region2939
Region10052	Region2940
Region10052	Region2941
Region10053	Region2942
Region10054	Region2943
Region10055	Region2944
Region10057	Region2945
Region10059	Region2946
Region10059	Region2947
Region10062	Region2948
Region10062	Region2949
Region10062	Region2950
Region10062	Region2951
Region10066	Region2952
Region10067	Region2953
Region10080	Region2954
Region10083	Region2955
Region10083	Region2956
Region10088	Region2957
Region10103	Region2958
Region10104	Region2960
Region10108	Region2961
Region10110	Region2962
Region10111	Region2963
Region10112	Region2964
Region10113	Region2965
Region10123	Region2966
Region10123	Region2967
Region10123	Region2968
Region10123	Region2969
Region10124	Region2970
Region10124	Region2971
Region10126	Region2972
Region10126	Region2973
Region10127	Region2973
Region10128	Region2974
Region10133	Region2975
Region10135	Region2976
Region10137	Region2977
Region10138	Region2978
Region10140	Region2979
Region10147	Region2980
Region10147	Region2981
Region10147	Region2982
Region10147	Region2983
Region10148	Region2984
Region10148	Region2985
Region10148	Region2986
Region10155	Region2987
Region10156	Region2988
