Toll10b_2	Toll9_2	Toll10b_1	Gd7_2	Gd7_1	Toll9_1
Region169	8.48020312365793	8.35296194998701	8.09798858563514	8.44434832289464	8.3645994972908	8.29309774438268
Region170	8.25576000173983	8.21609358819773	7.92758029605143	8.46040561831805	8.26603222479117	8.14302368582185
Region171	9.52187850401424	9.46259566099115	9.43221819889246	9.89401717147049	9.57244316957421	9.55337261720149
Region172	7.85509340342599	8.08732937563396	8.14156261559316	8.5354178827484	8.32970079631263	8.19996051193666
Region173	8.42531625794975	8.54634300490675	8.28988487985866	8.59248976397628	8.43311107591946	8.56175423885545
Region174	8.09805814632501	8.43388302981109	8.28879304013114	7.88432895260634	8.29514948020519	8.42401634967314
Region175	9.07656736680523	9.11177253800056	8.87800862263933	8.78626451926173	8.91015735118062	9.06241378890953
Region176	9.21653764840016	8.9194921772648	8.93841356761921	8.71716388571984	8.76855984323156	8.9273396673886
Region177	8.8954802256507	9.07365733535868	8.76792612704973	8.8002917978867	8.94472811668532	9.07681558762217
Region178	8.27645026823558	8.55546831108038	8.49187162136683	8.48322630224465	8.41193693362172	8.65656578636012
Region179	7.58209612965439	7.47995338309367	7.61916817059554	7.54688091398557	7.56920513915013	7.62485949101915
Region180	8.38188707264188	8.52296521589743	8.50517434957704	8.58859688115284	8.61806439807723	8.49298977657218
Region181	8.14134901105414	8.45960468698603	8.12315188746013	8.35481509914212	8.36759241490402	8.42028610639288
Region182	9.42923029107904	9.73398201816313	9.32636874445811	9.50350134929814	9.54419452583418	9.72952837144286
Region183	8.11435351816844	8.08510092846552	8.24848460905885	8.16921369915404	8.16377715957779	8.13728332618046
Region184	8.43200363215565	8.44508608119192	8.24620693016787	8.73016201533419	8.47283262472882	8.45982098391429
Region185	7.75849303470225	8.06631734485484	7.84154778225937	7.88128803925906	7.94930375782192	7.97344153376589
Region186	11.6578598103054	11.3649583026291	11.5750944490599	11.7302868095211	11.5785162622399	11.2200321771661
Region187	9.27725287375601	9.48915196349132	9.27132968127291	9.25587536080489	9.14144168372882	9.47517770551847
Region188	8.08763936037873	8.46739215215231	8.31491410537408	8.74909282742266	8.85780622215717	8.67729200552337
Region189	8.30112957667429	8.77132782859563	8.59742079266325	9.66410552706036	9.59725839754834	8.77679550455868
Region190	7.94901937802509	8.3084947847897	8.18565725257847	9.0962204925413	9.00230102347558	8.44194090344061
Region191	9.82427316961265	9.83837277787329	9.4813631995957	9.643614607991	9.49067238680193	9.82278739052303
Region192	9.02105769359649	9.11691330835492	8.89511988148351	9.02154680776975	8.95606912336399	9.09818255999131
Region193	8.86752104159349	9.01049956091473	8.77176476791584	8.54898033025291	8.4891751999849	8.94048357064032
Region194	9.45939286018009	9.50946104731999	9.65021653243466	9.60998256799738	9.8564490849916	9.45895160242365
Region195	7.47162362709988	7.71007453042138	7.23707230200777	7.86344307329307	8.01175392732622	7.87178592070294
Region196	8.05120860314181	7.98385251346147	8.0480566518019	7.87321865493955	7.76210051449229	7.99714613236337
Region197	8.39084063611857	8.30605143386651	8.30222591169914	8.31716040048219	8.40487983342806	8.29580119537517
Region198	7.68622572229517	7.74384522961636	7.69977761889536	7.43888166945809	7.61656700227994	7.79878474405957
Region199	7.41818317397905	7.71694151964463	7.28483826395218	7.47450420001743	7.50352728164529	7.6354312821932
Region200	7.7079610226243	7.69538180700657	7.74996298055183	8.35150172182954	8.46052305372511	7.76109000921924
