geneID	ChIP_region	ChIP_factor	ChIP_direction	Gd7	Toll10b	Toll9
FBgn0031375	Region340	Gd7	Up	1.91446416086231	-1.89798548749066	-0.186141368369486
FBgn0261963	Region889	Toll10b	Up	-2.23593854858561	3.26986974751633	-1.22539430014197
FBgn0261963	Region891	Toll9	Up	-1.20029829656047	-0.371877602058928	2.25634138650329
FBgn0261963	Region893	Toll9	Up	0.0502352453998031	-1.48308410060046	1.95862916232562
FBgn0031738	Region925	Toll10b	Up	-1.14906846607553	2.34539716655162	-1.54072878109891
FBgn0031738	Region928	Gd7	Up	2.59469143452044	-1.19463816201171	-2.13967631198517
FBgn0031738	Region929	Toll10b	Up	-0.781086798607364	2.3697504465533	-2.10964459533548
FBgn0031745	Region940	Toll10b	Down	1.07497059947231	-2.29089487351864	1.57390431500793
FBgn0085409	Region1010	Toll10b	Up	-1.16191815688397	1.99180092042238	-1.03762092772471
FBgn0000320	Region1055	Toll10b	Up	-0.992981405672279	2.05107233312816	-1.3646865718197
FBgn0000320	Region1059	Gd7	Up	3.86539963359323	-3.16603921910172	-1.28833289923319
FBgn0000320	Region1060	Gd7	Up	2.42049847357706	-1.99047298999845	-0.79591105992024
FBgn0031851	Region1086	Toll10b	Up	-1.26049290864315	2.62043903853489	-1.75535552121292
FBgn0029123	Region1420	Gd7	Down	-2.51435291490226	1.23254446396373	1.97082375656773
FBgn0051721	Region1674	Toll9	Up	-1.6190707554412	-0.0679145138044361	2.44940243068125
FBgn0051721	Region1678	Toll9	Up	-1.85574259521232	-0.173318662123322	2.93824759134809
FBgn0051721	Region1681	Toll9	Up	-0.963193126654586	-0.840714174113036	2.55354256629388
FBgn0051721	Region1686	Toll10b	Up	-1.86108846278009	2.19863802108848	-0.303417367848568
FBgn0000146	Region1716	Toll9	Up	-0.418194086168793	-1.40868734257433	2.5384525981588
FBgn0261648	Region1814	Toll10b	Down	2.31545368363867	-2.66918160358831	0.2867610908961
FBgn0023407	Region2070	Toll9	Down	1.02661420555495	0.463188770156326	-2.12865609650958
FBgn0023407	Region2079	Toll9	Down	1.35563956549888	0.0518704990258897	-2.04403052410563
FBgn0001983	Region2344	Toll9	Up	-2.33005376958736	0.585625775944968	2.58884010711376
FBgn0003448	Region2362	Toll10b	Up	-3.07036742502849	5.83480034527058	-3.52479155801357
FBgn0015380	Region2794	Gd7	Down	-2.57384750606646	1.16021302115541	2.15650094991589
FBgn0051687	Region3004	Toll10b	Up	-0.746093839521795	2.7400588766575	-2.66787405947774
FBgn0051687	Region3005	Toll10b	Up	-0.636118486612836	2.42005623623449	-2.389544657333
FBgn0051687	Region3006	Toll10b	Up	-1.62570603184367	3.31464799661697	-2.17485823105282
FBgn0025360	Region4528	Gd7	Up	2.39857695756979	-1.90433845278554	-0.882006318976629
FBgn0003396	Region5028	Toll9	Down	3.49817326770315	-0.927270994354352	-3.82086358407589
FBgn0033649	Region5147	Toll9	Up	-1.13945768441679	-0.456219234419023	2.28333838865453
FBgn0033649	Region5153	Toll9	Up	0.107639691053921	-1.52155335102978	1.9277845487942
FBgn0004512	Region5352	Toll10b	Up	-1.64443194745104	2.34331171706738	-0.816929660998601
FBgn0004512	Region5353	Toll10b	Up	-1.65344389102391	2.53327947523567	-1.06405883973671
FBgn0284250	Region5657	Toll9	Down	1.5811637973868	-0.0825476384257083	-2.18810883883209
