geneID	min	max	mean	sd	overQC
Region5186	7.14021584947668	7.54148636287354	7.28878719881826	0.123928044040312	12
Region5187	7.37167824398307	8.3157642004941	7.8281308764065	0.292407360500388	12
Region5188	8.67117229433723	9.0323621084546	8.83695927935294	0.142239059449265	12
Region5189	7.80613906849653	8.58718236333331	8.32047878171516	0.254597900655979	12
Region519	7.15953946451765	8.26132000472948	7.87986445393222	0.335043142354635	12
Region5190	6.9735065480982	7.31056190938146	7.15475768457037	0.0986585177849648	12
Region5191	7.26005527554047	7.96760217135336	7.60898646933141	0.177579757528655	12
Region5192	5.57131102583433	7.38553865885973	6.75140545489594	0.713923382097434	12
Region5193	6.99250295459456	7.84981147359637	7.42738697361909	0.244206719386176	12
Region5194	6.46080618935217	7.33694452764965	6.96164552583849	0.329327845868522	12
Region5195	6.53398964553654	7.03442748493776	6.76985538592247	0.145504591584237	12
Region5196	7.27841241986248	7.90406430351825	7.5977180504713	0.16369913954452	12
Region5197	7.17128850349515	8.29916789843781	7.82981290237016	0.365831663415505	12
Region5198	5.73936629795545	6.63678583635502	6.24234932610003	0.335848061398502	12
Region5199	7.52968864721189	8.48407487506022	7.9633046348293	0.292912887560484	12
Region520	6.85043629960242	7.89991551720166	7.44059745975833	0.327976750533404	12
Region5200	6.77219547379038	7.41731177023304	7.19284232493036	0.258921023919695	12
Region5201	8.89645339484299	9.46591654371668	9.10783878530243	0.191751259411338	12
Region5202	7.05303912673464	7.59723943570703	7.30387656211755	0.149652669915949	12
Region5203	7.55461034515402	8.19886196210006	7.8513078543543	0.209769238487886	12
Region5204	5.54594353296829	6.51248054903463	6.18456645526186	0.333556720398364	12
Region5205	7.79885055134879	8.33210893739438	8.14537253259921	0.193809993412431	12
Region5206	5.380409362442	6.55233619466396	6.08971078004742	0.421727855780641	12
Region5207	6.55631259607273	7.37718190363895	7.00405155055725	0.304860508396946	12
Region5208	5.89186504255924	7.03406276611098	6.57901944124179	0.443986555195201	12
