geneID	ATAC_region	ATAC_factor	ATAC_direction	Time	Gd7	Toll10b	Toll9
FBgn0002931	Region9	Toll9	Down	-0.742552894696753	2.15174159344179	-0.0425178034130452	-2.53575848303595
FBgn0002931	Region21	Toll9	Down	-0.62401672295211	0.569322622869221	1.08375911895599	-2.16506337764992
FBgn0002931	Region24	Toll9	Down	-1.50587037046859	1.72960021752927	0.053277512967775	-2.15760891924201
FBgn0002931	Region34	Toll9	Down	0.724356739652068	0.183927385720472	1.15210174151199	-1.79374962493785
FBgn0003963	Region75	Gd7	Up	1.37458924159384	1.62522986885962	-1.58758288088907	0.207149417065245
FBgn0003963	Region78	Gd7	Up	0.413365516758167	2.12088021143619	-1.42193683174119	-0.616345716428208
FBgn0003963	Region80	Gd7	Up	-1.06760093759487	2.26345432689403	-2.03717395922861	0.0512796723775359
FBgn0003963	Region110	Gd7	Up	0.0316635617441281	2.17662775777739	-0.768661789290538	-1.57493656106134
FBgn0003963	Region111	Gd7	Up	-0.117864641647738	2.33915000082349	-1.07429275970105	-1.35381355809428
FBgn0003963	Region112	Gd7	Up	1.50415822716559	3.01199601811049	-1.76681764437664	-1.21993499953776
FBgn0003963	Region115	Gd7	Up	0.306292874586856	2.3218282810214	-0.778285323746789	-1.73683435368331
FBgn0003963	Region116	Gd7	Up	0.281186590278605	2.11126871272417	-0.767657301991515	-1.49752142673198
FBgn0284247	Region162	Toll9	Up	0.635833540775955	0.38993319104116	-1.73408715832665	1.89611755766587
FBgn0002543	Region271	Toll9	Up	-0.37637291530505	-1.6074267413335	0.149230741711431	1.73401567509126
FBgn0000490	Region411	Gd7	Up	1.29632673443114	1.38417038691472	-0.549070275239052	-0.919316388114075
FBgn0000490	Region412	Gd7	Up	1.16799640441007	1.4537103392214	-0.904586024669743	-0.518042169632733
FBgn0261560	Region566	Gd7	Up	1.84585205801289	2.12720943227222	-1.43693007513586	-0.603516930743105
FBgn0261560	Region575	Gd7	Up	1.12362023204569	2.58544524707001	-1.89758487924728	-0.527326559044364
FBgn0004567	Region590	Toll9	Up	1.52340797117047	-0.491327538809869	-1.09083075255284	2.08069497884612
FBgn0004567	Region613	Toll9	Up	0.504611223421932	-1.04686356619638	-0.792169482254828	2.34283270513929
FBgn0031645	Region783	Toll10b	Up	-0.689555536729801	-2.48156312541403	3.87057165577741	-2.29002832259323
FBgn0261963	Region870	Gd7	Down	0.0083844459064533	-2.77854002357188	1.63134273152462	1.12337509774222
