gd7_3h_rep1	gd7_3h_rep2	gd7_5h_rep1	gd7_5h_rep2	toll10b_3h_rep1	toll10b_3h_rep2	toll10b_5h_rep1	toll10b_5h_rep2	toll9_3h_rep1	toll9_3h_rep2	toll9_5h_rep1	toll9_5h_rep2
FBgn0036745	241	122	97	112	109	131	115	124	155	179	60	132
FBgn0036746	218	92	104	122	104	110	161	87	163	148	54	139
FBgn0085280	5	2	9	4	7	4	8	6	18	12	5	8
FBgn0052183	3	1	9	6	10	8	12	7	6	6	6	4
FBgn0261294	0	0	1	1	2	1	2	0	2	1	1	3
FBgn0036747	20	13	22	15	3	11	16	15	16	18	24	15
FBgn0036749	28	30	77	21	28	38	28	56	24	22	18	21
FBgn0036750	9	9	7	7	12	9	10	6	15	11	4	7
FBgn0036751	29	10	21	4	18	12	7	12	24	22	2	6
FBgn0036752	161	63	68	9	36	56	13	67	52	52	7	4
FBgn0043025	143	60	60	8	38	35	6	46	55	39	6	14
FBgn0052182	25	19	155	9	42	65	18	144	16	12	18	20
FBgn0052181	15	4	35	6	10	15	5	26	6	7	7	11
FBgn0261997	252	150	71	70	128	137	63	74	94	84	33	51
FBgn0261998	65	22	65	40	76	96	47	56	63	68	26	62
FBgn0052190	579	341	246	256	491	528	337	251	423	418	92	274
FBgn0036754	144	66	257	172	163	184	209	301	142	159	120	230
FBgn0052187	12	12	4	17	14	13	18	14	16	15	28	13
FBgn0052191	13	1	10	6	8	5	14	5	12	9	11	2
FBgn0036756	4	2	2	2	3	2	4	5	5	2	5	7
FBgn0036757	9	4	3	5	3	7	10	8	8	6	3	3
FBgn0261402	2	5	4	7	9	4	7	4	5	6	5	6
FBgn0261401	6	3	5	6	5	6	4	4	4	4	4	13
FBgn0001134	19	10	6	9	9	5	12	4	9	7	8	7
FBgn0052188	4	5	3	2	1	2	3	0	0	1	0	1
FBgn0052189	2	3	0	2	1	2	2	1	2	1	0	2
FBgn0036759	11	11	19	6	13	16	23	11	18	22	15	14
FBgn0036760	51	25	26	34	27	37	38	24	52	55	29	29
FBgn0036761	319	176	205	228	209	241	233	209	320	301	112	320
FBgn0036762	639	331	219	205	389	432	249	244	431	374	130	265
FBgn0036763	227	99	71	87	94	113	99	74	141	147	55	115
FBgn0036764	66	25	48	14	19	43	19	37	37	33	12	36
FBgn0054002	11	13	5	3	5	8	11	3	10	10	1	5
FBgn0036765	5	6	21	17	10	8	17	27	17	5	16	30
FBgn0036766	7	2	3	2	3	3	3	6	4	3	3	6
FBgn0036767	10	0	1	3	1	1	5	1	1	0	1	2
FBgn0036768	8	3	6	3	1	3	7	2	5	5	9	6
FBgn0036769	5	1	7	2	1	3	5	0	6	2	5	3
FBgn0036770	7	6	7	7	4	7	16	5	8	5	4	4
FBgn0036771	115	57	69	113	66	80	109	81	89	120	49	122
FBgn0036772	74	45	88	79	40	55	113	73	83	77	31	94
FBgn0000568	82	37	229	126	74	119	210	189	96	74	65	179
FBgn0052192	0	1	0	0	0	1	0	1	2	0	0	0
FBgn0259739	0	0	1	1	0	1	1	1	0	0	1	0
FBgn0264748	7	4	11	1	7	7	9	6	4	6	5	7
FBgn0264747	3	4	4	3	1	1	9	3	2	2	7	5
FBgn0264746	9	4	9	0	4	4	7	5	6	2	5	4
FBgn0085282	3	3	2	0	1	1	7	0	1	0	2	1
FBgn0036773	5	4	5	3	4	3	7	5	11	4	6	10
FBgn0036774	248	143	107	101	184	188	118	124	170	185	56	100
FBgn0036775	199	105	178	117	104	151	171	162	119	109	71	178
FBgn0002901	287	108	101	119	150	209	116	89	215	223	65	178
FBgn0052195	54	26	82	33	47	35	54	54	43	36	45	80
FBgn0036777	21	14	10	23	16	17	22	10	23	26	10	22
FBgn0262100	69	27	5	4	2	4	7	1	5	0	1	5
FBgn0036778	233	89	2	2	31	41	5	1	64	75	4	7
FBgn0020300	617	241	9	11	67	109	17	9	108	97	0	7
FBgn0036780	30	4	3	1	1	7	4	1	2	4	0	2
FBgn0036781	11	15	9	12	11	12	17	12	13	6	16	25
FBgn0003997	207	95	546	348	163	227	514	555	177	191	147	337
FBgn0036782	5	6	7	5	8	3	6	4	5	7	11	3
FBgn0036783	1	1	1	0	0	0	3	1	1	0	5	3
FBgn0036784	6	0	5	12	2	10	6	2	6	4	8	8
FBgn0036785	5	2	8	5	3	9	4	4	7	5	5	6
FBgn0015946	13	4	11	6	9	7	8	4	4	2	4	10
FBgn0011706	77	52	47	91	26	40	107	64	28	29	12	38
FBgn0036786	96	39	31	30	46	60	44	23	57	42	12	30
FBgn0052196	0	3	5	1	3	1	2	2	1	2	3	3
FBgn0036787	2	0	3	5	0	6	5	3	2	1	2	5
FBgn0028415	0	1	0	0	0	0	0	0	1	1	0	0
FBgn0028416	3	0	0	0	1	0	0	0	0	0	0	0
FBgn0036789	33	10	8	9	5	10	12	5	6	11	6	5
FBgn0052198	1	3	2	2	1	4	2	5	4	1	3	5
FBgn0036790	8	3	2	4	2	7	3	3	3	3	4	4
FBgn0036791	4528	1999	13	15	1659	2166	25	15	3398	2879	25	10
FBgn0003683	4154	1812	22	26	1757	2272	27	14	3392	2963	14	17
FBgn0036799	5	4	3	6	2	4	4	3	5	0	5	12
FBgn0036793	59	45	10	3	8	8	5	8	4	6	2	5
FBgn0265268	14	6	5	9	2	5	11	0	4	3	2	2
FBgn0036795	6	4	4	1	0	2	2	5	4	2	2	2
FBgn0036796	5	3	4	0	5	6	5	3	4	2	1	4
FBgn0052201	11	10	11	8	11	8	19	3	11	9	9	10
FBgn0052199	7	8	7	4	3	1	3	1	9	5	6	6
FBgn0013717	213	102	119	131	139	176	155	130	222	223	86	185
FBgn0259791	778	478	437	399	651	743	411	508	720	712	220	575
FBgn0036801	99	62	124	181	84	93	165	127	142	136	82	189
FBgn0260027	24	15	33	19	23	27	25	27	28	23	9	27
FBgn0042134	909	386	682	670	611	816	800	733	770	796	397	959
FBgn0040322	18	14	3	9	6	10	16	2	12	8	3	9
FBgn0040323	16	7	11	18	9	6	18	2	10	20	7	22
FBgn0036804	81	53	41	55	70	65	65	41	61	57	18	37
FBgn0052202	71	25	43	35	53	73	51	48	54	84	34	57
FBgn0036805	145	118	116	112	150	136	98	124	87	112	56	115
FBgn0036806	31	15	15	9	15	17	11	17	10	7	7	14
FBgn0036807	2	0	2	2	1	4	2	5	2	1	3	4
FBgn0036808	3	1	2	4	0	1	6	4	6	1	3	2
FBgn0036809	18	6	3	49	5	4	40	2	11	6	3	10
FBgn0036810	630	305	13	18	195	210	29	6	580	603	12	20
FBgn0036811	509	263	185	160	303	359	149	215	393	388	150	177
FBgn0036812	1217	777	661	943	563	657	561	744	707	721	240	643
FBgn0036813	698	368	166	179	314	365	196	192	411	414	92	230
FBgn0001078	47	26	37	29	32	35	39	28	52	41	29	36
FBgn0036814	861	430	496	640	566	651	645	569	739	710	230	681
FBgn0036815	224	153	221	335	219	262	307	284	281	279	212	453
FBgn0000261	33	10	34	30	15	23	35	38	31	26	32	36
FBgn0036816	156	84	215	176	67	101	138	261	160	160	160	398
FBgn0036817	10	3	19	10	6	8	11	9	14	12	10	16
FBgn0036818	449	202	177	244	185	236	277	186	240	251	104	249
FBgn0036819	197	100	82	104	80	114	150	100	120	120	59	135
FBgn0036820	31	11	32	23	18	32	25	23	25	32	13	19
FBgn0025807	337	172	113	156	158	205	156	111	266	273	103	205
FBgn0085284	53	26	56	30	26	43	29	45	39	39	22	42
FBgn0014075	469	194	319	356	315	340	390	364	403	401	188	451
FBgn0036821	22	12	31	21	17	19	25	23	16	14	11	15
FBgn0036822	1	0	1	2	2	0	1	2	2	3	2	1
FBgn0036824	9	7	16	8	9	15	8	16	5	7	6	15
FBgn0036825	203	99	207	142	143	130	163	164	129	146	68	162
FBgn0036826	236	120	83	85	132	161	117	114	164	147	54	95
FBgn0036827	710	336	228	185	371	458	210	220	414	474	104	246
FBgn0027057	566	256	204	201	275	333	247	210	339	367	104	267
FBgn0036828	889	422	378	395	457	544	416	416	592	579	199	508
FBgn0036830	4	1	4	5	0	2	5	0	2	2	5	5
FBgn0036829	5	7	5	8	4	4	8	5	8	8	7	8
FBgn0036831	9	1	6	4	4	3	7	1	6	4	1	2
FBgn0036832	3	2	7	5	0	1	6	2	2	2	3	3
FBgn0036833	8	4	6	4	4	6	5	4	10	6	3	7
FBgn0052204	4	3	5	7	1	7	6	2	6	4	6	5
FBgn0262351	1	1	2	3	1	2	3	0	0	1	1	1
FBgn0036834	4	3	4	2	1	4	5	3	5	2	2	0
FBgn0036835	10	9	9	2	14	20	3	11	8	6	8	3
FBgn0036836	22	9	10	7	7	8	10	9	11	10	5	15
FBgn0085285	12	5	6	5	8	6	5	5	5	9	7	14
FBgn0036837	79	32	51	49	48	65	43	59	45	45	33	79
FBgn0036838	278	138	339	265	225	221	274	358	216	233	110	246
FBgn0036839	163	64	116	102	119	120	193	93	171	148	91	150
FBgn0002945	1785	853	587	711	801	916	891	637	1460	1439	395	1122
FBgn0015586	6	1	2	1	4	4	7	0	5	7	3	4
FBgn0263326	0	0	2	0	1	0	0	0	0	1	0	0
FBgn0036842	323	138	152	243	186	207	250	185	244	273	121	260
FBgn0036843	8	6	4	3	3	2	4	2	4	2	7	3
FBgn0036844	586	229	81	187	323	339	214	89	574	503	54	204
FBgn0036846	192	80	83	75	108	153	74	68	139	117	36	101
FBgn0036847	89	46	64	57	44	57	65	46	47	66	26	57
FBgn0036848	117	65	41	62	48	42	78	39	36	40	10	36
FBgn0036849	4	1	1	1	2	7	4	1	2	3	0	1
FBgn0036850	136	72	112	87	86	121	122	113	106	104	57	123
FBgn0036851	9	4	12	7	7	9	5	7	10	6	4	4
FBgn0052203	1	3	1	0	4	0	1	1	5	4	3	6
FBgn0016797	397	206	474	354	312	346	365	501	534	509	290	729
FBgn0053647	1	1	2	2	2	2	1	1	1	1	1	0
FBgn0036853	390	218	122	96	153	218	106	115	233	217	58	116
FBgn0040075	186	78	143	122	143	117	155	167	154	138	95	173
FBgn0026630	116	37	83	144	63	68	137	94	100	95	52	129
FBgn0260857	55	25	49	44	45	51	85	60	63	64	29	65
FBgn0017578	129	79	94	103	89	117	126	121	115	129	53	140
FBgn0259720	550	348	280	182	312	352	176	315	415	417	106	192
FBgn0036856	164	58	93	103	75	103	97	83	132	123	37	114
FBgn0266456	36	20	21	32	25	28	22	26	37	41	19	26
FBgn0036857	13	7	70	39	9	31	71	85	20	9	33	79
FBgn0036859	9	8	21	18	8	14	16	27	32	27	13	15
FBgn0036858	2	1	5	2	3	1	1	0	0	4	2	3
FBgn0036860	2	1	2	0	3	2	2	3	3	2	2	4
FBgn0036861	14	5	21	30	5	10	31	11	17	12	15	36
FBgn0036862	38	26	86	140	26	37	188	122	62	42	42	104
FBgn0028380	11	10	10	9	6	4	11	8	6	8	11	12
FBgn0003089	79	26	133	39	40	72	98	140	155	134	164	407
FBgn0052206	39	12	27	11	21	24	26	29	35	16	26	20
FBgn0036868	2	2	37	6	12	13	13	30	7	7	6	8
FBgn0053062	66	33	18	33	13	26	36	27	27	31	22	53
FBgn0023395	789	443	387	507	510	605	559	418	565	613	406	682
FBgn0036870	2	0	2	1	1	2	1	1	1	2	2	1
FBgn0036871	1	3	1	1	0	2	1	0	2	1	4	3
FBgn0052214	3	2	2	1	2	2	4	3	0	3	0	6
FBgn0052208	4	1	0	2	1	2	3	2	2	1	3	2
FBgn0036872	4	6	3	4	3	4	6	1	3	5	1	2
FBgn0036873	1	3	2	2	1	1	5	0	2	2	1	1
FBgn0052213	1	2	1	1	2	2	1	2	1	2	4	0
FBgn0036874	83	69	67	108	73	64	114	73	85	100	51	130
FBgn0052212	2	0	5	2	2	1	4	1	1	1	0	2
FBgn0036875	12	9	54	46	17	24	53	63	25	29	44	76
FBgn0036876	1	4	9	3	0	1	12	2	5	4	4	4
FBgn0036877	5	3	6	10	3	3	13	6	5	6	3	11
FBgn0036878	1	0	2	0	1	2	4	0	3	0	2	2
FBgn0036879	4	1	4	3	1	4	4	0	1	3	4	0
FBgn0036880	22	26	16	18	20	60	80	22	27	31	34	28
FBgn0036881	15	12	8	8	13	11	19	5	13	9	11	15
FBgn0286940	106	51	81	81	77	88	81	95	112	100	59	113
FBgn0036882	384	160	231	200	174	246	197	192	284	271	67	214
FBgn0262517	1839	1044	1070	952	1122	1298	915	1175	1391	1364	523	1243
FBgn0260461	4	6	6	4	4	2	11	2	5	3	5	5
FBgn0036886	716	358	544	640	417	546	663	651	638	590	237	614
FBgn0005564	54	21	12	38	24	27	51	24	43	34	21	29
FBgn0036887	107	59	47	52	40	42	67	61	52	62	21	47
FBgn0036888	392	199	388	336	248	272	378	378	302	324	200	417
FBgn0036889	183	70	52	49	107	109	68	58	159	153	33	89
FBgn0005386	2426	1062	929	1059	1212	1478	1044	1009	1809	1848	522	1359
FBgn0010417	794	444	316	281	457	505	326	362	546	555	155	344
FBgn0036890	116	56	35	53	47	62	58	25	86	67	29	59
FBgn0020277	3	1	1	2	0	3	5	0	2	1	3	0
FBgn0036891	7	2	2	1	2	7	5	4	4	2	1	7
FBgn0036892	197	102	256	230	117	155	229	247	176	189	131	284
FBgn0036893	49	20	61	32	35	23	55	54	42	33	29	55
FBgn0260655	1891	1040	556	437	765	813	530	560	1103	1109	256	444
FBgn0029094	597	314	156	240	300	316	249	210	438	396	89	255
FBgn0036895	369	193	37	160	62	69	168	50	252	274	107	165
FBgn0036896	128	68	229	433	82	112	465	233	253	296	448	1250
FBgn0036897	284	188	245	317	194	237	338	251	335	371	205	437
FBgn0022774	15	3	42	8	16	26	18	36	14	11	9	18
FBgn0036899	42	29	47	12	27	21	22	34	18	17	21	15
FBgn0036900	517	276	147	173	274	297	192	151	344	320	85	196
FBgn0004623	10	5	9	7	3	5	7	2	13	10	3	3
FBgn0261341	32	10	10	13	8	12	17	6	16	14	13	21
FBgn0260653	21	15	12	23	25	16	17	6	24	24	15	16
FBgn0262516	285	141	116	106	146	151	115	130	217	210	70	164
FBgn0261360	34	23	101	53	36	42	88	94	44	46	59	101
FBgn0260434	12	2	4	4	5	3	8	3	4	5	5	6
FBgn0261361	282	125	117	126	130	155	128	102	238	196	53	161
FBgn0266136	45	17	84	55	32	51	72	92	38	49	52	87
FBgn0036905	1	8	5	1	2	4	5	6	6	8	5	2
FBgn0261283	52	26	22	19	31	55	34	37	22	24	20	38
FBgn0036906	30	30	3	14	11	10	11	1	11	20	2	6
FBgn0260874	16	11	5	7	8	8	18	2	5	10	8	3
FBgn0036908	31	16	20	36	12	23	36	16	21	24	9	29
FBgn0036909	43	20	47	25	20	27	41	33	26	29	24	41
FBgn0083952	110	72	105	74	71	87	106	115	72	76	55	106
FBgn0040786	1	3	6	7	2	2	5	14	4	1	13	12
FBgn0024889	442	248	221	231	177	206	246	238	217	231	95	252
FBgn0036910	16	2	13	8	6	11	9	15	3	5	4	5
FBgn0023094	8	2	18	14	11	18	19	6	18	20	9	26
FBgn0036911	54	21	74	39	28	43	54	50	33	46	18	63
FBgn0013799	142	79	110	132	73	81	135	110	127	109	73	179
FBgn0003744	102	56	131	182	67	88	148	138	70	74	73	196
FBgn0052221	35	30	14	19	18	19	19	11	11	27	7	9
FBgn0001324	1646	830	778	870	919	942	955	805	1185	1157	491	1175
FBgn0020389	194	81	50	78	62	96	98	62	138	125	43	113
FBgn0262518	181	91	133	91	86	110	98	147	139	122	47	105
FBgn0036913	441	229	199	196	167	183	268	175	332	312	120	296
FBgn0262519	1747	972	1233	1342	777	859	1431	1290	1357	1356	663	1922
FBgn0014037	2171	984	972	1174	1125	1356	1256	983	1964	1896	496	1562
FBgn0036915	662	296	295	304	335	421	357	316	452	403	152	409
FBgn0036916	338	173	153	144	181	197	198	164	185	201	73	124
FBgn0028695	830	374	343	332	521	554	390	357	605	613	213	482
FBgn0020887	1934	960	383	503	765	858	572	438	1049	1007	271	616
FBgn0036918	466	247	94	84	155	237	75	97	268	283	47	82
FBgn0036919	237	103	149	172	90	114	159	171	141	130	75	177
FBgn0036920	316	200	96	65	159	169	77	74	207	165	45	68
FBgn0036921	19	13	46	41	24	21	46	51	25	23	23	66
FBgn0004852	22	11	14	17	9	19	31	10	15	12	14	13
FBgn0052219	1	0	0	0	0	1	1	0	0	0	1	1
FBgn0085287	2	0	0	1	1	4	1	0	3	1	1	0
FBgn0053710	1	0	0	2	0	1	0	0	0	0	1	1
FBgn0261507	3	0	1	0	1	1	2	1	2	0	0	1
FBgn0261506	0	0	0	2	1	0	1	1	1	0	1	2
FBgn0259148	2	2	6	6	4	2	7	2	2	1	2	4
FBgn0036922	286	175	288	212	235	264	208	313	258	217	127	205
FBgn0036923	18	4	8	8	5	10	11	4	10	8	9	9
FBgn0036924	4	0	6	6	3	6	8	2	4	3	9	7
FBgn0036925	11	8	6	3	11	19	12	3	6	10	2	9
FBgn0052220	3	3	1	0	0	2	8	1	2	3	4	2
FBgn0005633	2	2	2	6	3	1	4	2	2	2	1	2
FBgn0013303	78	36	68	84	36	37	68	60	83	71	40	110
FBgn0036926	59	30	44	57	34	31	69	39	45	56	41	78
FBgn0036927	30	15	16	16	16	18	20	13	23	19	9	20
FBgn0036928	338	142	279	267	175	236	292	274	198	218	165	286
FBgn0036929	46	28	85	109	30	26	119	79	50	47	67	133
FBgn0261574	2517	1106	1802	2143	1409	1607	1903	1896	2085	2031	938	2359
FBgn0036931	126	59	115	110	86	124	118	126	120	137	84	162
FBgn0036932	360	183	260	210	238	282	226	321	303	262	137	240
FBgn0036934	4	2	3	4	6	6	8	2	10	7	4	10
FBgn0036935	141	68	13	12	9	13	24	8	7	16	8	14
FBgn0036936	68	48	7	8	3	5	12	2	7	6	3	4
FBgn0036937	20	17	6	10	17	9	26	4	14	4	7	8
FBgn0036938	6	6	0	1	2	1	4	2	3	0	2	0
FBgn0036939	74	43	8	2	6	9	7	5	5	6	7	5
FBgn0005198	305	181	207	271	189	210	294	229	265	260	154	387
FBgn0036940	5	1	10	4	1	4	11	4	7	1	8	6
FBgn0036941	8	4	5	7	6	3	7	1	7	3	2	7
FBgn0036942	4	1	2	0	0	3	2	4	1	5	0	0
FBgn0261556	71	33	34	30	32	22	49	27	41	44	27	35
FBgn0036945	1	2	10	0	1	3	6	6	4	3	6	4
FBgn0262022	2	1	0	2	0	1	0	0	1	2	1	2
FBgn0036947	11	1	2	3	2	2	8	2	1	1	5	2
FBgn0036948	10	4	7	8	3	3	6	3	4	7	3	5
FBgn0036949	7	2	0	2	2	2	6	3	6	0	5	1
FBgn0036950	15	8	11	11	2	8	16	3	6	7	3	8
FBgn0036951	8	4	8	5	4	6	6	4	6	5	2	3
FBgn0036952	9	5	7	0	6	5	7	6	4	1	5	7
FBgn0036953	16	5	4	8	1	1	1	5	11	11	7	8
FBgn0260393	65	44	4	19	13	13	30	2	25	15	5	5
FBgn0260397	415	167	207	228	151	199	270	203	213	201	105	268
FBgn0036956	10	6	7	7	4	10	12	9	17	10	8	13
FBgn0036958	1228	597	893	960	736	851	1114	915	1046	1004	477	1389
FBgn0024814	290	147	155	153	163	216	213	166	186	187	78	210
FBgn0036959	142	52	30	72	41	41	70	35	71	57	20	79
FBgn0265959	21	9	189	8	42	73	14	166	56	37	52	110
FBgn0052228	16	9	20	9	18	26	16	18	12	5	9	19
FBgn0052227	589	261	41	115	337	366	99	39	316	264	42	69
FBgn0036962	299	129	22	48	134	136	60	15	117	118	14	35
FBgn0036964	456	253	126	153	230	284	136	137	263	288	117	153
FBgn0052226	204	77	359	380	147	201	443	402	222	222	212	513
FBgn0036967	62	31	97	90	37	59	97	97	54	59	48	122
FBgn0052225	4	3	6	4	6	5	3	3	4	1	3	6
FBgn0003124	670	332	565	730	507	604	735	640	586	585	296	866
FBgn0250791	78	41	95	117	44	57	131	105	73	82	53	131
FBgn0262057	6	6	8	4	10	6	6	5	3	7	10	7
FBgn0036969	4	7	7	4	6	7	16	4	4	5	7	7
FBgn0036970	13	4	4	7	3	10	8	7	6	9	14	11
FBgn0036973	302	180	187	210	144	187	204	232	188	180	105	277
FBgn0036974	56	21	145	162	36	71	172	129	56	54	57	190
FBgn0036975	37	20	101	133	37	48	147	97	50	52	61	156
FBgn0024887	205	110	168	142	170	178	185	184	176	204	110	211
FBgn0036977	41	23	36	41	36	36	60	34	63	39	30	45
FBgn0259676	797	531	344	414	686	777	330	396	660	616	281	532
FBgn0036978	10	12	8	15	9	15	15	5	11	12	16	9
FBgn0001259	26	16	39	105	21	26	122	34	33	35	17	39
FBgn0036979	3	3	9	22	5	6	39	6	6	6	9	11
FBgn0001247	365	152	110	128	205	224	128	134	286	233	76	175
FBgn0036980	297	120	97	132	124	187	169	97	179	189	65	161
FBgn0027565	261	120	151	279	124	148	245	153	132	150	97	216
FBgn0011205	161	74	92	106	81	90	104	88	89	103	63	138
FBgn0053969	434	224	224	247	201	189	324	271	255	228	163	298
FBgn0028978	7189	3115	1367	1426	3334	3913	1527	1578	5474	5014	1162	3197
FBgn0036984	12	3	5	1	8	7	7	2	9	7	7	5
FBgn0036985	32	15	25	18	25	30	22	15	31	26	18	30
FBgn0036986	88	29	30	41	59	76	49	30	99	100	48	103
FBgn0036987	249	152	134	131	165	220	179	115	179	210	77	155
FBgn0036988	135	79	147	195	118	139	190	222	160	157	116	236
FBgn0029158	269	182	147	166	178	174	145	113	199	237	60	145
FBgn0284421	532	222	226	256	316	356	284	229	412	428	125	273
FBgn0036990	303	150	116	63	173	182	124	97	166	193	60	122
FBgn0036991	240	128	204	254	140	172	211	183	219	234	118	279
FBgn0036992	6	4	11	2	5	5	5	3	7	4	5	6
FBgn0036993	25	15	18	12	11	18	29	15	30	13	14	25
FBgn0036994	287	146	148	168	176	208	182	189	217	241	122	257
FBgn0036995	26	5	26	14	9	7	28	4	16	9	14	16
FBgn0036996	7	11	8	2	5	14	9	2	7	2	11	13
FBgn0261832	11	2	1	4	2	3	5	3	4	3	3	6
FBgn0036997	15	12	10	3	2	8	17	5	5	13	8	11
FBgn0052428	145	87	273	262	133	178	298	268	95	111	130	233
FBgn0036998	369	199	105	103	162	201	118	117	182	211	46	83
FBgn0036999	257	110	110	133	131	156	141	104	171	168	65	139
FBgn0037000	222	75	60	56	82	85	61	62	128	117	46	116
FBgn0037001	555	302	190	236	295	263	211	225	364	364	119	271
FBgn0052425	62	44	60	46	81	86	92	47	69	75	52	63
FBgn0037003	14	5	3	13	3	3	9	0	7	8	8	11
FBgn0037004	12	8	10	18	6	5	26	6	5	4	11	2
FBgn0037005	11	5	3	7	5	1	12	2	5	6	6	2
FBgn0037007	1301	702	137	396	433	528	354	147	1512	1410	257	476
FBgn0037008	130	83	98	135	49	61	146	79	84	76	53	105
FBgn0037009	308	154	57	81	114	100	78	54	140	156	47	80
FBgn0037010	218	103	112	115	106	116	119	108	148	159	59	116
FBgn0037011	363	163	50	85	96	107	96	43	178	172	34	73
FBgn0037012	23	16	14	6	7	5	9	10	8	7	6	20
FBgn0037013	8	5	4	8	6	10	5	2	8	11	5	7
FBgn0001323	139	81	77	33	227	250	42	71	153	150	26	58
FBgn0037014	16	13	16	11	16	13	23	5	13	16	10	10
FBgn0001320	1981	879	180	93	1575	1768	104	181	1284	1167	92	244
FBgn0037015	3	3	2	1	4	8	8	3	8	3	2	3
FBgn0085289	3	2	1	2	3	3	4	1	1	3	1	2
FBgn0037016	6	4	5	2	3	7	6	3	5	2	4	2
FBgn0045474	7	6	5	7	3	5	5	3	3	5	4	3
FBgn0053912	6	2	4	1	1	0	3	0	3	1	4	0
FBgn0262896	1	0	0	0	0	0	1	1	1	0	0	0
FBgn0037017	247	94	50	53	104	113	63	37	145	154	27	70
FBgn0040634	25	17	5	2	9	12	4	3	23	26	5	3
FBgn0037018	225	126	161	144	125	164	208	201	126	139	153	179
FBgn0016696	1067	498	616	781	525	692	928	653	877	846	386	1040
FBgn0037019	295	171	105	153	123	141	166	107	158	166	74	172
FBgn0037020	137	74	117	127	100	126	158	133	125	126	73	161
FBgn0037021	512	240	253	328	199	298	440	233	415	414	225	479
FBgn0037022	439	254	295	246	233	271	304	309	281	298	185	293
FBgn0027364	123	80	255	52	39	73	66	251	28	41	21	54
FBgn0037023	7	7	8	3	7	4	8	4	5	8	15	8
FBgn0037024	202	105	105	115	102	112	130	115	132	138	86	144
FBgn0037025	623	285	762	873	362	471	925	735	457	427	394	958
FBgn0037026	292	149	173	187	163	201	197	216	221	207	101	252
FBgn0037027	487	245	456	495	270	311	528	420	377	392	223	584
FBgn0037028	23	10	9	9	9	16	19	5	14	15	8	13
FBgn0259243	85	37	76	97	32	46	122	68	92	75	48	106
FBgn0086915	2	9	2	2	3	4	1	2	0	2	1	4
FBgn0037030	47	13	32	61	24	20	61	28	36	33	19	40
FBgn0040636	5	4	5	6	3	2	7	11	4	5	5	12
FBgn0027055	460	242	119	127	228	223	153	118	266	262	89	183
FBgn0037031	210	114	47	97	32	24	97	58	48	48	35	65
FBgn0052432	17	6	136	14	20	34	24	134	22	12	13	16
FBgn0264552	1	0	2	1	0	0	4	1	1	1	0	1
FBgn0040637	1	1	4	1	1	1	4	0	0	2	1	2
FBgn0011591	8	6	17	35	9	9	52	13	11	21	13	17
FBgn0037035	13	11	11	12	6	6	28	15	5	4	10	17
FBgn0037036	2	7	5	1	1	3	5	2	3	4	1	2
FBgn0037037	5	6	5	5	2	7	7	7	9	8	8	9
FBgn0037038	5	2	3	3	3	1	3	0	5	2	4	2
FBgn0037039	4	0	3	1	2	2	4	5	2	3	4	5
FBgn0037040	15	4	9	10	8	12	17	6	10	15	8	16
FBgn0053287	12	17	10	3	6	12	15	7	12	12	19	11
FBgn0053286	22	8	9	6	6	20	25	11	14	6	13	18
FBgn0037042	15	4	5	4	12	4	4	1	7	6	5	5
FBgn0003415	3073	1430	1609	2193	1695	1909	2329	1815	2670	2515	1055	2773
FBgn0037044	477	232	196	212	286	323	215	232	466	425	107	269
FBgn0037045	469	296	158	144	292	349	178	253	266	320	54	146
FBgn0028402	713	396	318	326	482	490	345	396	556	568	165	384
FBgn0037046	53	43	40	31	30	50	42	49	50	69	27	67
FBgn0026179	2738	1240	1655	1360	1895	2525	1506	1770	4670	4333	1580	4193
FBgn0262482	38	14	53	42	33	39	53	66	34	41	48	91
FBgn0020294	70	22	27	36	26	48	39	19	32	29	24	20
FBgn0053285	8	4	2	2	4	3	6	3	3	2	1	6
FBgn0264566	0	1	0	2	2	0	2	1	1	0	1	1
FBgn0053284	3	0	1	2	2	3	1	1	2	3	3	1
FBgn0037050	582	308	95	76	220	248	69	83	381	386	35	83
FBgn0037051	574	281	537	441	346	457	502	503	467	447	206	500
FBgn0024150	5332	2668	155	55	1207	1217	61	144	3180	2790	39	26
FBgn0021760	1955	842	468	582	701	841	601	498	1175	1048	295	806
FBgn0270926	12	5	7	6	5	5	7	13	8	6	5	4
FBgn0259239	18	14	147	13	38	57	17	121	18	10	10	13
FBgn0041100	64	24	47	51	52	62	52	56	58	57	30	65
FBgn0085290	45	23	8	22	18	16	12	8	21	22	4	5
FBgn0053054	5	4	6	1	2	3	3	2	0	0	1	1
FBgn0053056	7	1	7	3	2	4	5	5	6	2	3	10
FBgn0037057	13	6	35	12	11	16	26	26	16	7	6	22
FBgn0037059	6	6	5	5	7	8	15	6	9	5	12	7
FBgn0037060	12	6	9	14	10	10	15	7	10	7	6	11
FBgn0037061	79	28	56	66	47	52	69	64	56	71	30	65
FBgn0028427	107	57	124	125	80	85	165	121	94	82	77	160
FBgn0262855	2	3	4	1	2	2	1	3	2	2	2	6
FBgn0004865	18	10	12	9	10	11	23	6	16	9	11	21
FBgn0262854	0	2	2	1	0	2	3	2	2	3	1	1
FBgn0037063	4	3	12	6	5	6	5	23	10	9	4	14
FBgn0037064	15	5	23	6	17	20	26	14	25	22	29	51
FBgn0012034	67	25	71	69	40	53	89	73	65	63	53	135
