gd7_3h_rep1	gd7_3h_rep2	gd7_5h_rep1	gd7_5h_rep2	toll10b_3h_rep1	toll10b_3h_rep2	toll10b_5h_rep1	toll10b_5h_rep2	toll9_3h_rep1	toll9_3h_rep2	toll9_5h_rep1	toll9_5h_rep2
FBgn0037515	4	4	6	2	3	4	4	2	7	7	3	7
FBgn0037516	2	0	1	0	2	5	0	1	1	0	1	6
FBgn0042104	2	3	10	9	2	7	8	2	7	4	7	8
FBgn0042102	9	2	6	3	3	12	14	14	7	8	11	10
FBgn0042105	4	5	2	2	3	2	6	2	3	1	2	4
FBgn0042103	4	3	7	4	3	4	7	3	11	3	1	4
FBgn0037517	8	3	5	10	5	5	10	16	7	2	7	7
FBgn0037518	1	2	7	13	3	6	13	5	2	4	4	10
FBgn0042101	14	6	18	22	9	17	15	27	11	5	6	15
FBgn0037519	10	8	5	3	3	11	12	3	7	9	4	7
FBgn0037520	3	6	2	3	4	1	4	2	9	4	0	7
FBgn0037521	9	2	8	5	6	8	16	5	18	10	11	14
FBgn0051472	55	35	42	43	37	57	47	37	56	65	24	63
FBgn0051473	54	31	38	62	48	51	64	42	74	63	34	103
FBgn0085413	40	18	43	24	20	31	32	18	27	35	17	31
FBgn0037525	28	13	27	10	9	21	32	16	19	17	15	30
FBgn0037526	284	169	197	171	188	217	177	238	226	256	119	250
FBgn0037529	207	131	107	116	104	118	139	106	111	112	49	118
FBgn0260005	17	14	17	19	22	21	22	25	40	39	17	29
FBgn0037530	312	131	229	289	155	186	326	268	196	199	149	360
FBgn0024909	466	250	273	235	209	290	261	314	284	310	137	284
FBgn0004901	306	150	202	237	117	168	275	206	208	224	111	217
FBgn0014930	74	37	29	51	34	51	49	32	41	49	17	37
FBgn0014931	53	27	4	19	16	16	14	6	24	20	4	21
FBgn0037531	218	115	74	129	83	93	150	62	129	155	71	115
FBgn0002542	994	510	691	709	622	708	746	695	737	706	346	861
FBgn0000504	14	11	10	13	5	9	16	8	4	8	5	10
FBgn0037533	792	408	537	556	330	407	642	591	450	446	256	729
FBgn0010401	12	5	0	2	2	6	3	3	7	5	3	0
FBgn0259974	1	0	0	1	0	1	1	0	1	1	1	1
FBgn0037534	11	8	13	5	6	9	10	11	11	10	10	10
FBgn0037535	147	97	95	80	72	116	77	119	87	83	69	88
FBgn0266598	185	98	110	109	80	75	115	108	105	96	56	137
FBgn0037536	288	153	183	185	133	148	207	139	221	228	131	288
FBgn0037537	48	24	20	33	12	16	54	14	26	28	8	27
FBgn0040524	14	9	10	24	4	2	24	6	5	0	15	21
FBgn0037538	410	193	160	220	172	198	208	195	223	200	103	262
FBgn0037539	312	163	156	147	136	168	184	165	166	173	79	203
FBgn0037540	604	377	273	351	284	339	387	354	369	378	259	429
FBgn0037541	316	171	267	438	189	194	469	311	274	295	189	408
FBgn0001255	39	20	41	57	18	20	52	45	34	38	23	50
FBgn0037543	146	82	69	88	106	105	105	101	96	82	34	79
FBgn0037544	124	77	43	54	70	63	62	42	52	64	27	56
FBgn0010812	122	66	76	117	68	85	130	66	80	69	36	90
FBgn0262362	4	1	7	0	2	4	4	4	0	4	0	2
FBgn0263596	0	0	1	1	0	1	2	0	2	2	0	2
FBgn0262363	1	0	1	1	0	0	0	0	2	2	2	0
FBgn0037546	9	13	4	10	10	9	18	7	10	12	11	8
FBgn0037547	5	6	5	5	6	3	10	5	6	7	6	11
FBgn0037548	738	401	437	488	323	352	411	510	355	361	192	337
FBgn0243512	67	38	141	168	72	95	201	113	108	99	56	175
FBgn0037549	220	118	241	437	141	168	380	257	158	172	141	299
FBgn0037550	400	189	124	149	198	213	149	165	250	287	86	172
FBgn0037551	163	55	102	121	67	91	119	114	110	109	53	135
FBgn0001138	683	389	103	345	33	40	345	69	111	99	87	234
FBgn0261290	29	10	3	2	2	2	2	2	2	4	7	7
FBgn0037552	317	152	126	189	83	106	197	116	124	132	69	124
FBgn0037553	192	96	52	119	42	49	97	48	51	56	40	87
FBgn0037554	793	415	250	295	380	382	343	270	535	523	149	324
FBgn0037555	834	488	391	461	415	453	595	439	610	573	336	647
FBgn0037556	177	82	95	101	99	112	116	108	126	118	63	145
FBgn0042182	47	37	55	48	38	39	79	34	47	43	36	71
FBgn0064126	140	77	85	87	69	98	92	78	79	82	37	86
FBgn0040528	49	23	32	52	28	20	62	35	48	44	36	69
FBgn0260386	21	9	23	11	11	14	25	10	11	12	12	17
FBgn0010173	547	272	430	577	407	530	598	476	527	520	357	807
FBgn0014861	1334	724	573	929	1015	1083	949	722	1146	1251	521	1340
FBgn0037561	504	312	371	258	397	494	372	453	425	417	204	306
FBgn0010433	389	226	27	98	138	160	172	27	245	188	91	170
FBgn0037562	0	5	5	2	0	1	2	1	1	2	3	2
FBgn0037563	2	3	6	1	2	3	2	4	4	4	2	1
FBgn0051464	6	1	2	5	3	1	1	1	2	3	3	5
FBgn0051463	11	5	5	5	5	2	5	1	1	4	5	6
FBgn0037565	36	11	26	23	23	29	25	18	24	22	25	22
FBgn0037566	275	143	160	172	157	196	201	211	167	208	87	175
FBgn0265351	194	108	58	65	99	95	74	58	137	166	40	89
FBgn0265101	275	167	100	97	157	145	117	121	178	188	30	132
FBgn0037569	1879	987	100	315	536	661	343	100	764	698	65	95
FBgn0037570	20	14	7	14	8	2	24	9	14	12	10	15
FBgn0037571	15	11	2	5	6	5	12	2	4	8	2	3
FBgn0037572	10	6	3	12	3	6	11	3	7	14	1	7
FBgn0037573	997	503	407	419	516	532	446	382	633	659	191	460
FBgn0037574	18	12	42	17	16	18	26	34	17	12	8	25
FBgn0062412	13	8	22	7	18	17	22	18	23	30	9	26
FBgn0003129	12	6	69	7	13	12	13	77	11	6	16	21
FBgn0037576	4	4	1	0	1	0	3	3	4	3	5	2
FBgn0037577	5	4	2	2	1	2	1	0	1	1	0	0
FBgn0040529	159	91	107	94	110	115	108	100	134	119	59	111
FBgn0004908	95	43	45	60	48	74	73	59	80	117	32	91
FBgn0037578	174	89	140	100	167	209	140	154	219	278	127	211
FBgn0037579	21	16	7	5	3	6	10	1	16	15	0	9
FBgn0037580	397	203	331	380	242	288	403	341	339	342	232	473
FBgn0037581	271	161	78	165	60	71	189	67	164	151	94	217
FBgn0261108	476	219	193	225	252	295	311	211	341	341	138	293
FBgn0020249	182	94	81	133	81	99	162	84	153	173	79	159
FBgn0037583	479	292	285	254	293	362	302	277	399	393	143	242
FBgn0037584	17	12	22	18	19	8	15	12	24	28	6	25
FBgn0266801	624	289	79	618	59	61	768	59	81	71	49	103
FBgn0037589	76	38	7	69	5	15	84	3	6	15	15	20
FBgn0037590	2	4	2	3	3	2	1	1	2	2	4	4
FBgn0037591	4	2	4	2	3	3	1	1	3	5	3	4
FBgn0037592	43	26	41	42	24	36	42	39	47	35	32	58
FBgn0051454	29	10	26	20	15	23	32	26	30	37	15	44
FBgn0051259	12	3	7	5	6	8	10	6	9	12	2	4
FBgn0040531	17	9	8	2	7	14	2	10	9	3	8	10
FBgn0037594	6	1	3	2	6	4	4	1	10	3	3	1
FBgn0051453	256	124	127	182	112	135	226	143	188	176	88	222
FBgn0051450	184	121	104	125	103	149	136	138	159	181	86	154
FBgn0051460	176	94	152	120	108	141	107	168	105	109	99	157
FBgn0266916	633	285	709	909	412	540	953	856	614	503	455	1159
FBgn0261929	16	9	10	12	13	14	21	16	37	26	20	14
FBgn0026399	6	0	8	2	0	3	5	0	3	3	4	1
FBgn0037601	16	7	8	6	6	7	12	2	15	11	10	12
FBgn0024326	506	217	201	192	239	280	246	182	317	333	98	246
FBgn0037602	199	114	79	80	87	79	82	72	81	106	59	72
FBgn0000447	592	308	397	413	278	343	374	470	356	339	188	370
FBgn0037603	198	101	83	107	102	111	125	86	117	110	62	96
FBgn0259992	24	6	44	62	26	20	52	32	48	33	27	96
FBgn0263231	495	230	663	707	363	456	810	665	507	425	316	853
FBgn0086679	696	360	330	457	349	371	507	376	606	515	178	491
FBgn0037606	183	78	76	94	111	129	75	78	116	141	43	97
FBgn0037607	89	53	139	88	57	77	88	156	49	79	34	76
FBgn0037608	645	361	178	180	361	408	188	222	409	430	91	197
FBgn0037609	136	85	144	97	93	106	123	151	129	135	86	141
FBgn0037610	63	41	102	83	60	87	90	85	100	100	57	110
FBgn0037611	28	15	33	44	28	27	30	45	45	40	21	54
FBgn0053325	24	12	18	19	7	13	9	14	15	10	7	21
FBgn0265158	2	0	1	1	0	1	2	1	0	2	1	2
FBgn0001180	6088	2653	1018	364	1669	2244	408	1145	4115	3805	592	1820
FBgn0037613	211	138	114	91	119	162	93	110	149	131	63	88
FBgn0037612	16	17	15	0	10	16	8	9	22	12	10	10
FBgn0037614	72	21	62	70	36	33	54	61	54	57	39	89
FBgn0037615	65	30	35	77	28	37	44	37	48	40	24	76
FBgn0037616	69	36	82	93	47	64	102	89	58	77	63	136
FBgn0037617	66	32	75	71	37	34	65	51	46	47	51	74
FBgn0037618	39	29	72	59	27	45	52	78	54	62	69	141
FBgn0037619	6	1	11	2	8	7	15	10	11	13	15	21
FBgn0037620	66	36	65	68	40	47	80	55	61	53	50	62
FBgn0037621	400	214	289	324	261	293	372	336	267	285	145	384
FBgn0037622	643	286	475	472	349	334	475	578	418	395	246	569
FBgn0037623	22	12	20	33	20	28	52	19	31	8	18	46
FBgn0037624	297	140	127	180	201	207	184	135	225	274	143	309
FBgn0083971	1	0	4	1	4	0	0	4	3	5	1	1
FBgn0037625	16	10	10	5	6	8	13	3	9	6	10	11
FBgn0037626	5	2	4	3	3	8	9	5	7	7	10	5
FBgn0037627	2	1	0	7	0	5	8	5	7	4	7	11
FBgn0085330	22	5	12	2	5	5	3	4	4	2	3	4
FBgn0261015	49	32	141	127	44	56	170	143	75	76	138	327
FBgn0046874	38	20	118	105	22	46	143	96	69	63	79	254
FBgn0053191	14	15	49	65	19	19	78	52	32	24	63	126
FBgn0053189	5	1	16	19	5	2	25	15	12	11	15	44
FBgn0037630	10	8	2	16	4	3	23	3	9	14	10	6
FBgn0037632	161	87	219	198	111	144	221	203	181	162	90	216
FBgn0037633	340	169	350	296	322	426	325	386	371	365	151	413
FBgn0037634	78	37	138	96	64	93	87	138	84	68	68	188
FBgn0037635	36	14	50	39	24	29	30	37	27	42	19	49
FBgn0286516	500	236	682	632	521	569	713	767	900	818	419	1215
FBgn0040532	18	7	2	2	3	3	0	1	5	7	2	1
FBgn0037637	142	58	34	39	77	88	57	42	95	99	23	49
FBgn0037638	122	70	120	147	63	82	182	115	96	112	80	204
FBgn0262614	14842	6850	2805	3402	4097	4825	3751	3007	6740	6639	1645	4492
FBgn0003015	8	9	5	10	7	12	14	12	6	6	6	10
FBgn0037643	15	2	9	10	12	11	8	10	8	13	10	7
FBgn0037644	668	438	453	418	511	594	502	524	593	621	290	472
FBgn0286204	105	66	20	13	87	93	30	16	146	170	25	37
FBgn0037646	4	2	2	2	3	5	7	3	4	2	0	1
FBgn0037647	316	147	150	115	139	202	169	139	204	225	86	181
FBgn0027503	828	403	591	626	497	578	739	712	667	677	298	862
FBgn0260243	804	419	396	415	442	479	462	441	521	563	217	499
FBgn0037648	289	135	130	147	169	167	159	148	232	210	77	205
FBgn0051100	15	8	10	9	7	8	19	4	13	14	15	10
FBgn0037650	5	4	3	2	4	6	6	1	6	5	1	4
FBgn0037652	290	143	428	283	187	253	335	442	243	241	194	315
FBgn0026380	202	122	86	81	147	202	97	119	134	140	53	124
FBgn0037653	228	116	128	142	118	134	151	129	167	174	70	165
FBgn0037654	19	13	26	37	17	13	33	16	20	19	14	34
FBgn0037655	49	21	33	32	20	31	32	22	47	58	20	52
FBgn0040534	160	93	135	103	129	138	133	161	122	150	90	164
FBgn0037656	150	85	102	100	116	132	119	102	125	139	68	143
FBgn0264075	859	417	402	409	499	554	457	391	708	686	197	494
FBgn0002932	1367	636	1253	1054	2546	3083	1270	1363	2199	2326	1045	2819
FBgn0037657	871	465	423	398	536	636	476	380	536	563	177	414
FBgn0010222	43	27	32	29	11	29	47	21	42	25	28	36
FBgn0014018	183	104	162	117	130	154	185	164	133	139	112	199
FBgn0028708	246	130	117	127	160	208	141	122	179	187	65	168
FBgn0037659	384	216	371	355	300	377	348	356	337	385	152	436
FBgn0037660	926	449	275	323	487	520	391	316	649	635	152	337
FBgn0037661	184	115	90	82	85	96	97	104	112	111	84	104
FBgn0003165	274	153	349	322	210	272	353	436	283	266	175	481
FBgn0037662	2	4	8	3	1	3	3	4	1	2	2	3
FBgn0000412	830	379	342	403	378	534	427	345	576	588	206	494
FBgn0260935	1224	629	282	352	582	697	352	274	898	894	203	374
FBgn0037664	63	30	12	12	14	16	17	10	33	27	12	10
FBgn0037665	15	8	2	5	1	6	3	1	6	5	11	9
FBgn0037667	96	41	28	43	42	39	60	33	92	104	24	56
FBgn0037668	490	218	245	323	288	254	336	257	323	321	140	329
FBgn0037669	550	285	293	273	274	396	342	332	356	367	150	278
FBgn0037670	623	320	273	338	294	362	298	295	413	427	183	295
FBgn0037671	466	245	280	305	308	379	275	323	407	399	125	320
FBgn0037672	36	21	45	54	16	26	42	48	46	39	31	61
FBgn0010803	171	103	254	179	151	179	230	264	185	168	133	283
FBgn0285911	452	206	164	231	220	283	250	189	331	306	143	258
FBgn0037676	2	1	4	3	2	4	4	3	0	1	3	3
FBgn0037675	0	0	1	2	0	1	2	2	3	3	2	2
FBgn0037677	41	25	10	16	21	31	12	18	29	22	9	18
FBgn0037678	100	40	29	63	52	50	54	30	57	78	33	74
FBgn0037679	639	297	162	201	322	320	223	207	371	374	130	247
FBgn0037680	153	63	122	119	81	79	122	115	89	114	75	131
FBgn0266410	164	101	363	454	167	184	412	352	206	206	179	451
FBgn0263750	188	113	433	431	217	221	511	429	221	202	193	549
FBgn0037683	54	19	91	136	33	42	158	96	46	58	80	163
FBgn0037684	40	25	160	184	57	75	219	188	58	50	65	141
FBgn0000723	638	313	193	506	197	220	589	200	389	318	119	251
FBgn0037685	170	113	4	11	24	19	11	3	58	55	5	6
FBgn0083953	160	74	16	39	27	29	41	24	27	24	5	21
FBgn0037686	158	90	130	115	71	140	171	122	82	78	55	102
FBgn0037687	118	44	54	46	51	68	80	60	71	70	37	64
FBgn0037688	390	208	127	136	226	214	192	161	300	278	81	187
FBgn0037689	279	160	157	209	203	240	218	163	283	273	106	246
FBgn0260237	70	28	29	31	32	50	46	41	37	46	20	48
FBgn0265201	3	2	4	2	2	3	2	1	1	1	1	1
FBgn0003889	30	8	18	10	13	14	23	11	28	23	7	20
FBgn0037690	5	2	3	2	7	4	10	1	5	2	2	4
FBgn0011740	167	86	260	245	120	119	269	220	130	156	133	271
FBgn0261552	145	75	404	325	113	174	439	390	194	164	191	500
FBgn0037696	2	3	3	2	1	1	2	1	2	2	4	0
FBgn0037697	6	9	17	29	7	10	19	20	6	4	9	24
FBgn0037698	88	74	45	38	31	44	62	16	58	35	27	54
FBgn0043791	2523	1190	258	312	183	252	382	250	451	447	102	184
FBgn0014380	6	5	49	9	26	31	12	38	8	5	6	7
FBgn0037700	979	587	516	538	512	579	425	536	732	694	211	579
FBgn0267790	1279	744	666	725	776	973	794	776	1065	1032	389	956
FBgn0003205	506	241	189	190	203	283	185	188	323	316	71	211
FBgn0014022	181	110	171	128	127	129	145	130	142	163	79	152
FBgn0014023	643	385	223	237	314	370	194	275	456	456	122	239
FBgn0037702	646	352	471	588	347	388	672	439	529	549	288	697
FBgn0037703	317	147	224	328	198	291	338	287	276	266	174	433
FBgn0000244	441	307	208	140	262	293	150	257	258	234	110	203
FBgn0037705	982	478	537	562	676	712	633	515	806	758	301	781
FBgn0037707	569	258	252	226	563	639	345	273	546	492	154	299
FBgn0037708	133	67	150	116	85	123	139	203	97	82	80	120
FBgn0037709	234	140	107	120	147	161	132	84	188	177	40	152
FBgn0024833	63	39	103	42	43	60	79	99	60	67	47	80
FBgn0027950	506	345	325	249	304	371	297	328	420	352	165	356
FBgn0037710	65	38	58	69	51	64	77	63	67	74	44	94
FBgn0261049	160	96	152	126	128	163	161	158	133	136	89	189
FBgn0037712	101	42	58	103	54	68	119	75	80	82	56	94
FBgn0037713	40	18	22	39	19	47	44	31	26	39	21	33
FBgn0037714	13	21	14	11	10	10	18	13	18	12	12	31
FBgn0037715	39	14	24	35	15	27	29	25	18	37	16	46
FBgn0027338	516	218	443	484	319	362	474	467	421	363	242	585
FBgn0037716	326	179	218	237	191	233	260	232	281	281	109	321
FBgn0037717	14	6	8	5	8	14	14	12	9	13	1	12
FBgn0053654	2	3	1	1	1	3	0	2	4	1	2	1
FBgn0037718	110	65	152	154	72	82	154	136	111	88	52	149
FBgn0037719	770	423	318	312	431	463	302	395	685	631	169	369
FBgn0037720	296	148	148	435	372	494	484	170	402	364	120	379
FBgn0037721	67	32	6	11	22	33	10	10	29	23	2	10
FBgn0037722	92	50	35	69	41	47	83	31	37	33	14	37
FBgn0005585	4061	2467	3591	3769	2403	2880	3511	3840	3644	3361	1787	4381
FBgn0037723	123	46	147	106	44	66	95	164	101	55	69	136
FBgn0003334	1122	547	516	568	637	800	666	597	827	813	309	712
FBgn0012344	5	11	4	7	3	7	11	3	13	4	2	8
FBgn0037724	24	16	15	4	21	37	39	9	21	20	20	13
FBgn0037726	107	50	62	46	44	72	97	43	98	75	72	67
FBgn0037727	69	43	8	18	27	19	14	6	24	32	7	11
FBgn0037728	234	151	315	218	225	259	265	290	291	272	122	267
FBgn0028997	103	50	73	59	60	54	93	74	97	94	49	124
FBgn0037730	74	32	86	102	37	51	87	85	71	67	56	109
FBgn0069242	63	30	109	79	57	67	85	90	72	91	55	124
FBgn0037731	116	57	46	47	79	82	47	36	134	129	38	68
FBgn0260463	165	94	130	86	114	119	110	122	208	188	103	229
FBgn0053105	54	24	102	62	50	61	69	93	73	89	83	110
FBgn0052939	119	60	52	38	73	86	48	48	134	136	40	84
FBgn0051352	188	113	140	98	115	156	114	175	245	252	95	263
FBgn0037734	186	106	87	101	72	67	111	72	127	105	49	108
FBgn0278604	1655	815	640	715	799	956	718	648	1089	1122	353	850
FBgn0002431	5315	2372	1713	1819	2497	3051	1929	1797	3820	3605	858	2181
FBgn0262477	37	19	4	22	10	12	19	6	11	5	6	11
FBgn0003886	125	37	40	39	39	51	70	30	59	58	22	59
FBgn0037736	67	32	33	60	23	27	57	29	33	33	29	43
FBgn0037737	285	127	198	283	124	199	297	224	195	196	94	309
FBgn0085438	113	49	63	94	46	49	114	58	72	90	59	134
FBgn0051415	8	8	2	20	3	5	9	5	6	6	6	14
FBgn0037739	100	50	64	93	48	71	116	97	81	83	45	109
FBgn0005777	405	224	197	274	231	280	287	237	317	325	127	254
FBgn0037741	819	475	117	168	399	445	161	153	534	516	75	200
FBgn0037742	178	133	40	84	81	121	85	45	118	104	31	45
FBgn0037743	127	63	55	84	93	94	99	52	108	89	38	93
FBgn0286506	177	116	155	122	138	156	134	136	175	161	65	184
FBgn0266720	164	88	96	96	96	108	129	110	98	122	61	143
FBgn0037746	297	181	462	530	195	262	571	484	301	328	227	596
FBgn0024330	189	96	151	136	104	102	212	121	163	154	68	184
FBgn0037747	73	38	41	80	32	36	84	42	36	51	25	74
FBgn0037749	5	5	5	8	3	4	7	13	8	15	7	11
FBgn0037750	43	20	11	8	5	7	7	6	18	14	7	13
FBgn0037751	23	12	16	14	10	15	17	4	31	16	17	18
FBgn0261599	1019	570	805	608	600	632	617	1022	745	743	511	740
FBgn0037753	208	128	236	251	172	219	294	241	223	233	133	314
FBgn0002868	4	1	0	0	1	5	2	2	1	2	1	5
FBgn0037754	14	8	13	11	12	9	12	14	23	23	9	17
FBgn0037755	134	69	101	136	40	77	125	136	74	77	58	121
FBgn0037756	19	10	5	10	12	6	14	9	12	13	11	7
FBgn0037757	520	255	342	371	332	351	435	352	459	425	196	494
FBgn0037758	229	110	170	151	131	161	233	184	182	189	99	210
FBgn0037759	181	82	50	98	77	80	113	50	141	124	39	105
FBgn0037760	1031	441	690	673	540	680	746	679	837	786	287	900
FBgn0037761	4	2	0	0	2	2	0	2	3	3	2	3
FBgn0037762	2	2	4	2	1	1	0	1	1	2	0	2
FBgn0037763	2	2	2	0	1	5	3	0	6	1	4	4
FBgn0037764	2	4	3	1	3	2	2	0	4	3	1	2
FBgn0037765	10	8	14	10	3	5	18	3	10	8	1	17
FBgn0262104	10	4	3	1	1	3	6	0	4	2	2	2
FBgn0085331	2	1	2	1	2	0	3	2	1	2	4	2
FBgn0037766	11	5	5	6	3	4	7	4	10	4	5	11
FBgn0267336	326	180	390	554	229	326	596	392	317	332	291	725
FBgn0037770	367	189	208	234	215	276	305	263	278	331	200	332
FBgn0045473	19	13	10	29	5	12	32	9	27	17	3	13
FBgn0037772	17	9	10	49	11	6	37	17	11	12	13	19
FBgn0037773	99	59	91	100	43	97	124	96	90	101	52	120
FBgn0053208	1141	569	775	854	713	816	954	803	1012	972	419	1062
FBgn0051407	45	26	28	32	35	36	39	39	53	38	18	29
FBgn0027524	512	279	144	188	256	252	168	162	344	307	81	220
FBgn0037777	108	63	11	19	43	39	27	9	58	52	9	25
FBgn0037778	264	128	71	77	112	123	107	64	160	177	47	113
FBgn0037779	9	3	5	3	2	6	8	4	6	6	4	6
FBgn0037780	246	111	122	136	123	127	163	148	167	182	72	199
FBgn0037781	95	67	35	41	57	77	50	31	61	71	23	47
FBgn0051410	1	3	5	0	1	4	2	3	2	0	3	1
FBgn0037782	9	3	5	5	4	2	4	6	5	2	1	1
FBgn0037783	4	1	1	0	0	0	1	1	1	0	0	1
FBgn0053630	4	2	2	1	2	0	4	3	1	0	5	4
FBgn0053631	1	0	5	1	2	4	1	0	4	4	0	3
FBgn0053783	0	0	0	1	0	1	2	4	3	2	3	1
FBgn0053784	1	0	2	2	2	0	3	3	1	1	0	1
FBgn0041105	8	6	7	8	8	9	11	6	9	7	9	3
FBgn0037786	5	1	28	2	10	6	0	23	2	2	8	10
FBgn0028734	328	152	203	163	186	228	185	171	241	245	110	235
FBgn0037788	99	49	65	50	17	18	58	61	15	22	19	44
FBgn0266721	23	19	5	7	9	11	9	11	15	10	3	7
FBgn0051477	1	1	0	2	0	1	1	2	1	1	1	1
FBgn0001321	12	14	14	16	11	16	28	14	14	15	33	20
FBgn0004889	89	45	98	195	41	54	152	119	71	88	73	232
FBgn0037792	603	301	276	325	275	329	344	313	357	399	178	397
FBgn0261817	2	0	3	0	0	1	1	2	0	0	0	2
FBgn0086359	137	63	72	91	76	82	80	86	126	116	44	87
FBgn0085332	1	0	1	1	2	3	4	0	0	3	1	1
FBgn0037794	798	424	219	327	246	247	308	212	360	364	119	276
FBgn0040238	840	359	99	174	254	244	169	92	570	506	89	202
FBgn0037796	10	9	5	2	6	3	10	7	6	6	8	8
FBgn0004575	27	9	20	14	16	21	24	11	19	20	12	19
FBgn0025879	6	3	0	3	1	1	1	3	6	2	4	0
FBgn0037797	2627	1456	12	94	373	473	93	10	451	428	26	40
FBgn0037798	35	16	4	1	5	11	5	2	6	3	1	3
FBgn0083943	76	36	1	5	15	13	4	2	14	16	3	2
FBgn0261928	98	53	273	27	92	134	48	257	49	34	33	42
FBgn0037801	25	15	156	160	36	41	144	167	32	27	66	143
FBgn0037802	251	118	85	81	100	129	105	89	151	158	53	89
FBgn0040078	408	197	161	143	222	252	183	203	239	254	73	169
FBgn0262617	70	36	104	48	56	69	88	93	67	48	54	101
FBgn0037807	31	14	24	21	14	20	41	32	29	19	18	37
FBgn0266717	2159	1012	1396	1876	1240	1475	1919	1451	1673	1693	938	2273
FBgn0037809	98	35	87	52	65	68	53	78	78	73	32	107
FBgn0037810	489	243	722	768	383	488	783	758	513	506	380	946
FBgn0037811	131	54	166	182	69	88	266	172	102	129	111	256
FBgn0037812	23	14	59	47	34	49	38	61	37	35	24	67
FBgn0051406	4	1	33	9	16	26	7	41	23	23	11	41
FBgn0015396	2088	954	498	690	859	1128	803	555	1256	1252	432	1118
FBgn0020379	26	12	14	11	25	20	31	10	22	22	12	22
FBgn0259938	26	16	111	57	31	37	74	127	41	38	30	80
FBgn0045443	12	4	42	18	12	16	21	44	9	16	22	37
FBgn0037814	502	259	254	238	302	298	286	285	366	387	134	342
FBgn0024957	47	19	55	26	27	24	23	43	27	20	28	24
FBgn0037815	279	124	184	158	171	200	211	194	204	233	99	166
FBgn0037816	249	128	101	99	151	149	114	98	185	212	53	128
FBgn0278600	0	0	0	0	0	0	0	0	1	0	1	1
FBgn0037817	7	6	7	1	2	3	12	7	7	13	2	4
FBgn0001235	1293	587	488	607	741	787	610	648	1604	1680	505	1261
FBgn0037818	49	22	117	81	65	111	74	132	36	53	70	111
FBgn0037819	20	10	93	34	74	110	35	98	8	8	10	32
FBgn0262717	21	7	20	17	28	25	22	16	26	15	19	34
FBgn0020385	182	115	166	167	118	120	218	199	212	228	103	209
FBgn0037822	106	58	76	74	47	72	90	81	97	64	46	115
FBgn0051391	104	40	59	84	80	77	100	75	125	127	52	134
FBgn0051467	145	59	108	127	106	118	132	110	124	147	58	161
FBgn0037824	0	5	1	0	8	7	3	0	3	4	1	2
FBgn0051278	228	116	180	109	175	189	192	139	215	233	109	142
FBgn0051373	60	36	34	15	24	50	13	31	47	34	26	50
FBgn0037826	11	4	4	7	4	3	8	3	5	5	6	9
FBgn0037827	2	3	1	1	3	3	7	1	5	0	6	2
FBgn0037828	3	4	3	5	3	1	3	1	5	5	1	4
FBgn0004841	23	19	18	11	20	20	28	17	58	59	25	25
FBgn0037829	21	12	16	5	11	12	14	3	30	21	4	8
FBgn0051272	108	41	21	53	24	29	55	20	62	51	25	41
FBgn0051390	661	435	158	220	167	177	314	188	270	264	86	168
FBgn0037831	644	308	447	776	212	325	692	421	308	285	245	525
FBgn0010421	412	271	134	242	110	164	240	144	178	194	84	157
FBgn0266446	10	4	12	11	12	12	15	9	10	8	4	12
FBgn0266451	4	3	0	1	1	4	5	4	5	0	1	2
FBgn0266448	6	3	2	1	2	3	6	1	2	0	2	4
FBgn0037832	1	2	1	0	1	5	4	1	2	5	5	2
FBgn0261356	150	63	104	95	82	131	134	79	200	164	73	179
FBgn0261380	579	322	301	305	347	418	364	294	510	490	202	442
FBgn0260944	397	213	133	150	197	202	187	157	292	325	138	282
FBgn0037834	436	223	426	386	356	402	439	474	370	370	213	510
FBgn0017577	863	484	371	566	590	653	536	416	795	806	361	886
FBgn0037835	10	4	6	3	2	7	8	4	13	12	7	15
FBgn0037836	37	37	37	53	27	28	74	15	39	18	35	34
FBgn0037837	3	5	3	5	7	5	7	1	4	1	3	6
FBgn0037838	93	52	74	96	49	67	148	80	96	129	44	108
FBgn0261053	39	32	37	46	33	44	91	25	46	27	37	31
FBgn0259740	61	37	13	44	14	21	38	12	31	51	19	23
FBgn0037841	117	69	17	30	26	42	34	15	56	70	17	23
FBgn0037842	97	57	122	119	47	104	112	159	77	70	96	146
FBgn0037843	135	68	129	120	93	126	140	121	103	110	76	162
FBgn0037844	977	558	220	292	678	768	374	273	590	522	170	376
FBgn0037845	142	68	26	42	85	90	40	30	80	53	18	58
FBgn0037846	112	65	50	61	45	56	59	45	62	57	31	62
FBgn0267376	62	30	44	63	31	38	87	37	27	23	24	53
FBgn0037848	100	49	110	96	59	75	114	113	86	87	60	115
FBgn0011768	15	6	15	15	6	14	17	13	18	11	14	21
FBgn0037849	14	16	9	12	12	17	10	4	14	12	9	11
FBgn0022359	32	17	21	15	16	19	28	24	14	21	10	17
FBgn0037850	34	15	29	31	15	17	44	33	45	42	29	61
FBgn0037852	49	26	49	49	24	32	63	43	47	61	25	35
FBgn0037853	9	4	8	5	11	3	7	4	7	10	4	8
FBgn0037856	68	19	31	33	28	24	54	16	41	44	34	47
FBgn0042094	46	22	31	33	21	27	34	25	45	40	21	51
FBgn0037855	513	256	275	298	328	381	291	299	501	448	144	387
FBgn0037857	3	3	47	5	9	18	8	48	4	3	4	5
