Toll10b_2	Toll9_2	Toll10b_1	Gd7_2	Gd7_1	Toll9_1
Region2794	1026	1952	369	911	1455	929
Region2795	348	1472	94	496	906	614
Region2796	703	1799	155	539	1351	857
Region2797	468	1178	125	573	1040	499
Region2798	1447	3581	264	1135	2515	1540
Region2799	318	1286	77	252	673	540
Region2800	222	635	62	203	508	292
Region2801	249	1189	73	299	544	551
Region2802	182	797	51	294	291	365
Region2803	458	1379	149	824	1323	634
Region2804	175	960	89	324	642	425
Region2805	202	500	39	121	302	247
Region2806	219	999	52	191	475	447
Region2807	986	2138	271	782	1982	929
Region2808	175	446	47	205	448	205
Region2809	306	855	92	333	754	415
Region2810	239	607	57	204	531	282
Region2811	242	720	65	275	658	355
Region2812	738	3095	270	796	1732	1318
Region2813	228	783	89	356	582	418
Region2814	232	725	44	247	437	366
Region2815	1402	4604	428	1469	3468	1960
Region2816	1288	3894	330	1359	2723	1649
Region2817	595	2070	190	686	1474	876
Region2818	541	2137	165	880	1946	871
Region2819	955	2729	231	834	1998	1090
Region2820	280	764	66	210	505	273
Region2821	243	1369	70	305	667	610
Region2822	1541	3427	315	1202	3835	1446
Region2823	454	879	105	367	1369	395
Region2824	1167	2776	246	1081	3249	1151
Region2825	921	2392	207	881	2515	1045
Region2826	240	574	69	344	754	299
Region2827	2227	4594	582	1916	4682	1999
Region2828	1266	3655	335	1284	2564	1541
Region2829	669	2032	147	758	1939	826
Region2830	143	364	23	112	460	177
Region2831	334	591	117	485	892	285
Region2832	346	860	97	558	1070	385
Region2833	437	1120	162	347	946	548
Region2834	775	1616	209	658	1649	775
Region2835	675	1741	185	589	1338	765
Region2836	955	2349	264	1077	2129	1057
Region2837	448	1214	157	551	852	545
Region2838	504	1193	151	312	762	605
Region2839	93	914	57	270	576	486
Region2840	212	618	103	219	499	331
Region2841	364	188	160	164	362	97
Region2842	2298	1434	656	1505	4373	562
Region2843	801	895	248	797	1546	358
Region2844	458	1193	117	547	909	508
Region2845	511	1213	144	609	869	527
Region2846	163	641	99	262	439	274
Region2847	224	804	69	352	634	384
Region2848	381	1012	112	428	886	483
Region2849	313	1165	73	380	595	498
Region2850	205	587	47	204	293	256
Region2851	179	588	57	250	642	310
Region2852	540	2108	169	632	1524	871
Region2853	524	2033	104	511	784	735
Region2854	506	2121	105	692	1313	862
Region2855	379	356	111	316	830	121
Region2856	208	1218	64	448	1006	608
Region2857	87	672	23	165	424	295
Region2858	302	2538	113	555	1531	1162
Region2859	283	1019	61	438	904	384
Region2860	514	1309	148	850	1541	534
Region2861	338	1275	85	375	794	549
Region2862	385	1410	110	416	908	682
Region2863	245	753	59	275	501	331
Region2864	3054	6108	758	2076	6116	2846
Region2865	836	2856	222	856	1932	1119
Region2866	734	2010	196	757	1471	841
Region2867	280	710	58	301	616	324
Region2868	1963	1788	659	2574	5932	821
Region2869	285	1044	65	307	497	446
Region2870	456	1246	105	597	1038	529
Region2871	1147	3211	305	1343	2290	1298
Region2872	146	824	71	132	173	388
Region2873	156	671	47	117	216	274
Region2874	361	1169	115	580	640	581
Region2875	235	893	54	274	915	400
Region2876	47	420	31	277	532	229
Region2877	415	1040	124	388	854	548
Region2878	581	1549	265	865	1982	806
Region2879	1201	1639	294	1161	2133	774
Region2880	451	1438	173	466	1320	625
Region2881	414	1227	106	440	847	516
Region2882	416	478	186	573	1130	268
Region2883	313	571	164	497	960	280
Region2884	297	854	65	295	638	351
Region2885	321	1307	89	278	793	549
Region2886	227	781	77	244	524	382
Region2887	1105	3013	576	1308	3217	1337
Region2888	332	845	124	344	958	465
Region2889	348	963	128	358	1033	478
Region2890	146	112	65	166	273	43
Region2891	686	1895	327	2063	4671	884
Region2892	1108	2243	418	1259	2819	1026
Region2893	1179	2095	316	1470	2828	861
Region2894	1205	3556	341	1137	3246	1386
Region2895	1074	2224	330	1017	2089	924
Region2896	271	813	82	313	833	464
Region2897	391	1838	227	644	1447	1157
Region2898	542	893	214	308	619	470
Region2899	362	748	180	315	693	414
Region2900	394	1397	204	914	1876	825
Region2901	223	576	50	277	525	275
Region2902	172	391	109	270	614	221
Region2903	236	561	125	450	883	314
Region2904	294	994	190	742	1517	535
Region2905	214	552	53	341	786	388
Region2906	280	1607	148	2111	4740	999
Region2907	505	2260	287	1834	4222	1471
Region2908	288	1251	213	1308	2802	712
Region2909	101	986	71	390	813	538
Region2910	185	911	79	368	751	514
Region2911	1632	1881	759	1077	1906	1017
Region2912	999	974	437	698	1312	530
Region2913	506	936	217	795	1528	549
Region2914	484	1393	178	619	1120	619
Region2915	216	629	94	442	759	251
Region2916	95	505	40	199	549	299
Region2917	117	615	38	186	460	305
Region2918	1218	3814	250	898	2322	1576
Region2919	401	1612	122	388	1101	666
Region2920	588	2129	270	627	1528	901
Region2921	370	1094	62	289	952	434
Region2922	778	2244	213	793	1808	991
Region2923	576	2038	290	1181	2258	1040
Region2924	1040	2616	268	1032	2317	1102
Region2925	508	1328	153	378	754	620
Region2926	272	830	76	313	659	382
Region2927	99	563	14	200	403	246
Region2928	85	504	49	149	301	313
Region2929	374	2407	124	533	739	1282
Region2930	219	708	70	212	269	321
Region2931	158	593	45	211	314	347
Region2932	320	1227	133	365	681	697
Region2933	223	875	41	184	388	362
Region2934	119	546	29	252	473	193
Region2935	1507	3803	610	2791	6655	1550
Region2936	1065	1437	288	820	2231	670
Region2937	1882	3420	648	1466	2747	1536
Region2938	611	1319	218	613	1521	584
Region2939	519	1319	201	518	1301	633
Region2940	220	889	72	323	812	361
Region2941	459	1360	150	540	1382	710
Region2942	378	863	127	523	1326	390
Region2943	351	890	82	238	631	366
Region2944	943	2393	194	1033	1980	1014
Region2945	323	995	89	340	754	419
Region2946	386	1258	108	345	1001	608
Region2947	1176	3614	408	1153	2318	1613
Region2948	161	557	78	69	169	273
Region2949	266	935	92	147	366	509
Region2950	255	733	67	228	541	411
Region2951	292	1141	104	390	831	634
Region2952	539	1081	167	538	1239	479
Region2953	685	1672	261	825	1767	731
Region2954	200	999	68	327	652	549
Region2955	156	708	111	501	734	369
Region2956	267	1218	109	684	1301	710
Region2957	163	821	61	295	442	397
Region2958	107	683	22	216	503	362
Region2959	82	476	22	102	228	215
Region2960	243	941	89	246	371	500
Region2961	233	742	89	301	547	373
Region2962	1934	4259	493	1498	4348	1815
Region2963	379	1124	136	468	1052	457
Region2964	615	1802	161	568	1304	771
Region2965	539	1822	177	588	1727	813
Region2966	1027	575	384	260	483	208
Region2967	908	489	294	282	643	175
Region2968	507	1402	132	508	1106	661
Region2969	336	1119	74	302	691	533
Region2970	411	1422	178	411	854	597
Region2971	254	916	103	334	595	430
Region2972	1467	4115	405	1143	2257	1644
Region2973	3203	2533	1054	1630	2744	982
Region2974	366	884	125	470	818	435
Region2975	1189	3545	318	1031	2796	1512
Region2976	520	1569	133	611	1191	654
Region2977	147	553	78	195	241	336
Region2978	319	1067	196	476	727	546
Region2979	164	795	47	109	254	437
Region2980	191	379	72	217	581	159
Region2981	174	514	86	439	660	282
Region2982	363	725	224	818	1533	463
Region2983	3316	5709	1476	4796	10194	3093
Region2984	154	487	59	188	411	262
Region2985	1308	1471	587	1347	2687	738
Region2986	290	1154	159	392	865	519
Region2987	567	1320	154	888	1144	568
Region2988	1642	3547	412	1201	2946	1508
Region2989	126	490	33	167	283	208
Region2990	1298	2449	324	942	2332	959
Region2991	2167	5091	724	2365	4490	1969
Region2992	351	646	90	237	602	286
Region2993	625	1569	181	822	1758	686
Region2994	169	583	50	215	425	286
Region2995	1067	2710	302	655	1620	1063
Region2996	333	1203	81	269	698	487
Region2997	185	640	31	226	511	240
Region2998	723	2384	209	705	1985	1028
Region2999	294	1137	62	328	525	519
Region3000	588	2360	163	712	1411	985
Region3001	449	1478	122	462	1115	658
Region3002	987	2302	208	694	1624	1004
Region3003	1343	861	422	340	754	407
Region3004	5430	9328	2596	6048	10879	4186
Region3005	609	807	43	286	672	312
Region3006	1088	1814	198	689	1655	774
Region3007	231	696	90	328	523	242
Region3008	200	659	61	279	411	283
Region3009	295	943	90	401	503	474
Region3010	49	266	8	420	610	165
Region3011	315	1139	69	394	950	603
Region3012	496	2853	165	940	2333	1332
Region3013	711	1487	245	707	1517	668
Region3014	411	1063	87	295	590	488
Region3015	1293	2422	280	1123	2065	1026
Region3016	948	1773	184	1017	1915	757
Region3017	630	1786	129	734	1583	760
Region3018	3175	6550	728	2782	6161	2692
Region3019	323	778	125	509	1055	401
Region3020	792	2386	222	585	941	1050
Region3021	157	279	58	125	258	170
Region3022	1139	2350	206	987	2588	1004
Region3023	2032	4173	517	2068	4232	1850
Region3024	763	1801	201	838	1753	765
Region3025	127	456	51	200	366	215
Region3026	330	665	160	348	695	341
Region3027	102	486	36	164	306	246
Region3028	274	880	102	396	928	443
Region3029	401	1510	110	455	968	640
Region3030	183	539	50	108	287	248
Region3031	460	802	148	292	880	404
Region3032	3906	3984	1068	4081	10419	1878
Region3033	713	1976	346	854	1655	862
Region3034	451	1234	116	414	1031	472
Region3035	677	1736	208	512	1161	719
Region3036	270	735	75	271	657	338
Region3037	346	1246	93	378	748	587
Region3038	261	796	95	276	606	324
Region3039	165	754	38	181	506	347
Region3040	269	911	95	402	814	419
Region3041	228	752	80	391	705	383
Region3042	518	832	92	376	825	381
Region3043	1036	2715	339	1095	3028	1106
Region3044	1301	3023	376	1277	3144	1239
Region3045	377	1121	90	464	729	473
Region3046	199	1379	77	433	797	732
Region3047	748	2992	281	914	1927	1479
Region3048	379	859	102	402	747	354
Region3049	695	1628	156	457	1054	709
Region3050	523	1116	120	763	1169	432
Region3051	276	817	69	363	498	346
Region3052	682	2429	185	768	1689	1042
Region3053	245	937	80	334	685	420
Region3054	386	925	85	371	756	443
Region3055	679	1888	169	551	1222	738
Region3056	365	1524	66	319	526	578
Region3057	282	957	71	368	972	408
Region3058	416	1547	162	622	1117	712
Region3059	214	1793	98	395	958	913
Region3060	187	489	91	248	518	316
Region3061	321	1008	112	370	904	501
Region3062	96	571	28	235	411	290
Region3063	329	1132	57	285	696	544
Region3064	314	789	63	356	705	312
Region3065	364	836	80	438	873	379
Region3066	908	2387	213	846	1904	1000
Region3067	232	887	71	253	800	333
Region3068	241	863	77	326	594	441
Region3069	221	805	44	281	438	348
Region3070	1462	3902	438	1520	2965	1659
Region3071	719	2563	234	879	1797	1201
Region3072	9018	11899	2946	8129	13932	4675
Region3073	307	708	48	240	656	305
Region3074	253	789	48	223	461	352
Region3075	2188	6313	780	2146	5798	2694
Region3076	271	994	65	430	946	449
Region3077	907	4316	344	1425	3471	1955
Region3078	222	711	41	193	501	307
Region3079	127	465	39	174	375	238
Region3080	1108	1550	309	759	1378	606
Region3081	161	645	78	160	235	297
Region3082	751	2000	212	838	1314	809
Region3083	785	1695	171	848	1899	617
Region3084	273	854	72	317	723	359
Region3085	153	625	39	158	286	274
Region3086	410	1349	127	498	953	577
Region3087	820	2080	149	726	1237	872
Region3088	311	1000	88	288	676	486
Region3089	193	752	59	429	784	249
Region3090	248	1218	99	718	949	467
Region3091	86	467	29	241	258	161
Region3092	120	556	53	299	465	204
Region3093	131	735	19	217	380	280
Region3094	2174	4763	498	1692	3674	1950
Region3095	261	584	108	287	755	314
Region3096	1291	3321	385	1395	2330	1417
Region3097	363	830	92	382	711	388
Region3098	258	814	60	248	594	410
Region3099	205	460	65	173	433	207
Region3100	1601	4737	469	2400	5208	2095
Region3101	1236	2760	335	1107	2612	1141
Region3102	1488	4152	404	1446	3295	1871
Region3103	502	1503	146	771	1801	677
Region3104	693	1469	189	778	1921	635
Region3105	162	482	38	196	472	277
Region3106	592	2373	138	601	1419	995
Region3107	562	1944	197	855	1366	790
Region3108	906	2631	244	970	2035	1132
Region3109	1071	2786	186	960	2257	1167
Region3110	235	890	72	151	356	358
Region3111	342	1215	178	315	556	565
Region3112	870	1429	349	577	898	751
Region3113	1344	3350	559	1291	2066	1647
Region3114	331	1249	155	603	1078	713
Region3115	621	2510	260	1649	2028	1202
Region3116	1563	5433	981	2948	6067	2713
Region3117	463	1608	119	442	954	675
Region3118	289	1008	96	487	863	499
Region3119	159	728	76	403	670	401
Region3120	525	2667	179	786	1792	1327
Region3121	246	853	66	293	578	372
Region3122	159	679	34	184	234	303
Region3123	290	876	67	235	414	374
Region3124	271	94	103	38	66	55
Region3125	370	189	178	86	173	85
Region3126	114	590	55	182	492	306
Region3127	139	688	82	233	571	375
Region3128	193	1288	66	514	846	719
Region3129	685	2884	287	915	1888	1606
Region3130	170	277	83	133	187	169
Region3131	357	1105	124	527	1126	525
Region3132	300	850	74	302	620	380
Region3133	225	701	79	264	550	289
Region3134	314	843	74	314	786	392
Region3135	907	2971	180	759	1969	1220
Region3136	180	529	32	209	302	215
Region3137	1517	4279	402	1601	3349	1749
Region3138	288	628	29	264	357	261
Region3139	259	692	52	210	367	304
Region3140	885	2865	244	1035	1807	1232
Region3141	2949	17622	1644	9907	20982	8084
Region3142	746	7736	447	3100	6967	3421
Region3143	663	1869	174	713	1575	879
Region3144	1391	4298	354	1509	2745	1705
Region3145	260	730	72	263	371	383
Region3146	280	875	68	243	441	360
Region3147	1439	3620	381	1429	3194	1553
Region3148	151	893	50	326	747	465
Region3149	326	1188	82	394	651	608
Region3150	255	1015	53	339	666	425
Region3151	251	788	92	334	667	323
Region3152	244	631	66	304	575	264
Region3153	233	527	109	210	458	249
Region3154	731	1605	208	654	1440	782
Region3155	555	1243	119	678	1609	583
Region3156	434	1109	108	519	1073	477
Region3157	146	595	40	237	335	261
Region3158	290	1085	64	415	554	512
Region3159	404	1131	100	381	893	453
Region3160	317	484	101	392	951	289
Region3161	854	2606	276	1143	2470	1156
Region3162	121	465	48	139	396	261
Region3163	2588	8302	1104	3221	8247	3922
Region3164	325	805	89	409	1063	439
Region3165	2876	6717	907	3218	7556	2967
Region3166	296	864	79	361	761	357
Region3167	430	1142	98	432	707	496
Region3168	2780	5992	646	4138	8516	2240
Region3169	378	732	81	537	1059	306
Region3170	268	526	86	228	560	236
Region3171	236	886	82	245	474	422
Region3172	1078	2269	352	993	2490	946
Region3173	420	1018	139	585	1368	428
Region3174	570	1970	208	726	2018	892
Region3175	422	1104	101	547	1027	483
Region3176	108	468	41	141	234	222
Region3177	273	737	68	269	741	321
Region3178	3079	6824	807	2625	6442	2654
Region3179	645	675	174	647	1909	261
Region3180	469	676	122	543	1256	233
Region3181	561	1245	169	580	1510	539
Region3182	869	1967	211	790	1411	866
Region3183	834	1963	296	904	1477	882
Region3184	161	490	55	204	417	244
Region3185	443	956	72	364	848	401
Region3186	225	684	64	261	435	326
Region3187	645	2009	196	587	881	832
Region3188	313	914	74	398	781	354
Region3189	368	1146	114	341	695	504
Region3190	405	1060	101	341	890	477
Region3191	474	1137	140	453	863	498
Region3192	430	1047	117	454	1005	492
Region3193	2024	7241	1018	2809	5540	3346
Region3194	1246	2291	419	1138	3319	1218
Region3195	4636	11502	1938	4639	10941	5702
Region3196	164	515	54	187	485	252
Region3197	210	884	40	240	444	385
Region3198	1072	2899	272	1038	2191	1253
Region3199	497	2159	123	612	1351	966
Region3200	1179	2878	319	926	2129	1290
Region3201	909	1261	301	760	1360	593
Region3202	548	1322	115	545	987	545
Region3203	1327	5143	435	1805	5297	2273
Region3204	1399	4670	506	1922	5534	2292
Region3205	221	622	62	254	460	266
Region3206	492	1431	116	685	1520	681
Region3207	345	1070	103	516	784	528
Region3208	297	1227	91	513	1399	561
Region3209	385	107	111	50	67	45
Region3210	456	1335	110	352	1046	662
Region3211	1110	3667	374	996	2123	1430
Region3212	803	2125	156	988	2174	891
Region3213	183	873	65	383	446	361
Region3214	2103	5694	874	2216	5666	2311
Region3215	446	1106	143	389	778	501
Region3216	158	122	66	44	152	49
Region3217	264	893	89	457	786	392
Region3218	829	2245	168	1052	2013	1049
Region3219	298	1163	79	425	815	497
Region3220	329	1155	180	344	1015	574
Region3221	2533	7725	947	2641	6293	3161
Region3222	224	520	70	275	588	261
Region3223	297	718	67	292	532	341
Region3224	268	564	60	172	365	220
Region3225	1115	1768	481	1151	3109	909
Region3226	425	3194	354	1506	2342	1462
Region3227	402	1177	202	798	1641	685
Region3228	673	5150	267	866	1558	2382
Region3229	297	773	99	396	588	330
Region3230	604	1356	209	522	845	616
Region3231	482	949	179	942	1931	378
Region3232	480	991	138	613	1604	432
Region3233	547	1116	125	864	1446	415
Region3234	1264	3813	342	1305	3137	1502
Region3235	148	498	60	140	320	252
Region3236	525	1885	119	508	1215	826
Region3237	430	1595	92	464	747	573
Region3238	1736	4607	631	1697	3192	1950
Region3239	298	549	137	164	233	261
Region3240	266	949	87	268	757	422
Region3241	1068	2752	345	1033	2224	1146
Region3242	249	956	85	230	418	424
Region3243	225	1159	79	251	529	478
Region3244	478	1631	205	551	1052	796
Region3245	324	1182	82	342	692	526
Region3246	581	1157	128	433	1155	426
Region3247	341	1141	84	294	734	551
Region3248	105	516	46	137	317	282
Region3249	499	1637	97	740	1109	602
Region3250	242	578	71	220	380	252
Region3251	441	928	129	512	901	425
Region3252	3788	8185	957	2847	8116	3255
Region3253	1095	3153	292	1079	2802	1421
Region3254	207	554	40	182	466	278
Region3255	771	1591	243	795	1974	671
Region3256	321	701	67	328	699	347
Region3257	1141	2810	244	1015	2244	1199
Region3258	501	1502	105	534	908	679
Region3259	1101	3365	332	1425	2847	1426
Region3260	426	1474	137	490	1183	619
Region3261	109	475	34	105	284	230
Region3262	529	1427	186	569	1268	614
Region3263	464	1352	121	347	886	573
Region3264	292	788	89	556	883	364
Region3265	196	579	70	292	433	301
Region3266	105	481	37	164	431	216
Region3267	234	99	92	76	147	61
Region3268	1544	3526	565	1320	2816	1377
Region3269	396	1183	134	628	1079	587
Region3270	527	1451	144	615	798	630
Region3271	467	1156	127	691	1196	529
Region3272	714	2081	350	732	1811	879
Region3273	432	1290	232	533	1197	590
Region3274	174	777	64	300	325	378
Region3275	280	930	63	180	528	378
Region3276	5036	7499	1607	6619	11239	3119
Region3277	2362	3899	584	2239	4730	1752
Region3278	2622	4011	799	2453	5514	1852
Region3279	1886	2766	541	1759	3396	1372
Region3280	201	814	39	239	371	382
Region3281	253	755	56	252	388	353
Region3282	2228	4431	722	2647	5280	2051
Region3283	194	916	64	286	449	447
Region3284	417	754	124	275	558	339
Region3285	186	823	107	342	686	436
Region3286	1436	4202	702	2256	3947	2107
Region3287	697	2006	343	1140	1674	1066
Region3288	1121	3603	417	1290	2172	1787
Region3289	327	157	176	80	112	81
Region3290	1166	2806	295	962	1858	1192
Region3291	202	168	58	66	225	78
Region3292	682	201	238	122	174	110
Region3293	378	1066	101	355	706	478
Region3294	809	2267	179	790	1560	997
Region3295	205	510	47	263	354	254
Region3296	140	464	36	204	381	252
Region3297	122	659	23	430	616	317
Region3298	763	2009	231	936	2057	899
Region3299	414	1119	99	420	756	527
Region3300	1757	4282	490	1624	4032	1968
Region3301	4762	8533	1331	4105	10828	3617
Region3302	601	184	277	192	220	120
Region3303	1306	884	462	352	887	445
Region3304	639	472	211	221	374	223
Region3305	952	947	412	537	827	446
Region3306	457	1262	141	522	1496	633
Region3307	1093	3510	320	1090	2965	1540
Region3308	1814	4244	412	1215	3833	1673
Region3309	893	2608	117	685	1821	1004
Region3310	604	1834	220	624	1873	900
Region3311	186	433	35	392	902	171
Region3312	1220	2420	362	1071	2999	1092
Region3313	1012	1791	289	753	2184	795
Region3314	1585	3706	448	1365	3178	1494
Region3315	893	2388	176	574	1757	1025
Region3316	1312	3433	336	1070	3126	1444
Region3317	267	920	92	285	795	359
Region3318	908	2875	236	1374	4154	1033
Region3319	203	513	28	127	372	229
Region3320	234	663	78	332	829	329
Region3321	347	861	64	269	876	393
Region3322	164	601	42	180	437	275
Region3323	861	1773	330	1142	3258	692
Region3324	809	2640	179	588	1940	1134
Region3325	613	1013	213	693	1877	463
Region3326	183	785	46	305	816	363
Region3327	214	484	36	178	533	221
Region3328	2884	5589	375	1781	4797	2227
Region3329	467	1094	120	347	794	439
Region3330	601	1178	119	310	1018	497
Region3331	1262	3780	317	962	3261	1530
Region3332	326	1058	122	287	1023	379
Region3333	1738	5338	381	1430	4533	2095
Region3334	659	1650	117	513	1312	711
Region3335	425	1260	81	373	954	545
Region3336	628	1731	139	561	1323	769
Region3337	259	913	96	360	694	408
Region3338	276	797	77	313	774	344
Region3339	489	1203	128	360	734	530
Region3340	904	1818	178	516	1515	811
Region3341	207	670	18	155	373	269
Region3342	714	1556	202	786	2390	548
Region3343	647	2231	136	1399	3163	990
Region3344	519	1452	143	1088	2637	646
Region3345	622	1567	224	937	2643	610
Region3346	71	214	64	164	583	89
Region3347	139	298	79	260	761	135
Region3348	208	624	90	339	895	249
Region3349	189	486	73	248	802	154
Region3350	238	739	50	230	678	290
Region3351	225	723	34	248	537	327
Region3352	1575	3978	279	1144	3086	1504
Region3353	142	491	47	184	487	199
Region3354	187	684	38	235	685	280
Region3355	447	850	93	289	703	376
Region3356	418	718	117	242	521	333
Region3357	468	763	145	306	898	349
Region3358	1015	3094	228	875	2435	1368
Region3359	261	742	77	245	587	291
Region3360	224	667	62	263	380	200
Region3361	381	1019	76	537	1247	415
Region3362	1939	5859	471	1741	5314	2267
Region3363	198	409	53	229	458	222
Region3364	486	1432	117	386	1042	589
Region3365	602	2224	170	706	2016	996
Region3366	370	1174	90	337	859	487
Region3367	752	1715	163	463	1405	716
Region3368	277	751	51	297	890	380
Region3369	355	946	64	185	598	363
Region3370	1581	3113	400	1168	3512	1391
Region3371	849	1862	136	512	1581	899
Region3372	1286	3242	209	1037	2604	1295
Region3373	480	1417	77	536	998	565
Region3374	520	974	217	859	2539	428
Region3375	224	775	34	182	457	338
Region3376	541	1361	116	361	916	497
Region3377	480	1297	102	299	848	516
Region3378	196	567	51	202	462	232
Region3379	690	1736	143	417	1173	757
Region3380	399	1161	86	262	701	495
Region3381	200	544	30	206	438	238
Region3382	597	1768	171	416	1190	818
Region3383	322	746	66	187	451	367
Region3384	495	1248	98	276	682	580
Region3385	311	554	59	163	374	223
Region3386	229	556	68	186	433	264
Region3387	536	1276	89	306	789	564
Region3388	202	583	59	197	519	251
Region3389	230	499	37	106	270	211
Region3390	250	699	59	146	392	340
Region3391	225	624	66	232	482	233
Region3392	559	1495	95	275	753	665
Region3393	240	534	52	125	306	259
Region3394	112	552	18	128	242	258
Region3395	131	852	15	197	421	440
Region3396	96	508	12	116	190	246
Region3397	867	1823	259	1104	3168	695
Region3398	656	1598	207	759	2520	622
Region3399	339	1037	97	405	766	415
Region3400	647	1663	210	761	2360	775
Region3401	1193	3039	317	879	2760	1129
Region3402	284	593	72	296	776	255
Region3403	1897	4689	399	1571	4964	1798
Region3404	1109	2398	300	826	2474	1015
Region3405	947	2744	260	883	2591	1207
Region3406	772	1885	226	801	2423	681
Region3407	517	843	234	718	2418	319
Region3408	1510	5298	738	3967	6327	2369
Region3409	432	754	102	187	683	368
Region3410	814	318	267	217	226	137
Region3411	591	150	198	108	139	73
Region3412	317	918	117	347	621	471
Region3413	1316	3945	383	1577	3574	1596
Region3414	328	633	80	355	901	314
Region3415	341	1037	128	737	1407	436
Region3416	330	901	93	415	896	454
Region3417	705	1373	217	716	1588	601
Region3418	922	2622	321	925	1910	1208
Region3419	125	505	40	151	422	237
Region3420	216	335	54	133	341	148
Region3421	199	425	57	176	339	188
Region3422	257	570	64	224	410	278
Region3423	460	1134	109	478	920	493
Region3424	773	1659	179	939	1681	686
Region3425	827	2798	301	1167	2195	1240
Region3426	864	1245	359	744	1263	527
Region3427	2608	5108	758	3148	6495	2140
Region3428	1008	2269	323	1177	2261	938
Region3429	445	619	220	394	731	306
Region3430	256	723	140	382	523	355
Region3431	785	1910	297	922	1853	831
Region3432	440	552	108	253	735	271
Region3433	295	1012	79	402	481	436
Region3434	612	546	214	371	673	261
Region3435	99	894	12	210	468	443
Region3436	212	387	31	465	1261	152
Region3437	335	666	69	957	2953	335
Region3438	4998	10008	1562	5328	11976	4259
Region3439	1433	2943	390	1234	2571	1266
Region3440	1683	2873	764	1670	2613	1290
Region3441	339	1208	166	757	1249	559
Region3442	123	696	42	277	693	372
Region3443	104	873	36	276	546	445
Region3444	152	1332	39	382	885	608
Region3445	541	1596	153	650	1134	662
Region3446	449	1007	175	344	813	420
Region3447	331	967	87	405	828	445
Region3448	333	899	63	236	581	455
Region3449	863	2110	407	987	2713	1161
Region3450	857	3002	309	970	2731	1512
Region3451	137	627	27	189	423	340
Region3452	1024	2682	418	1049	2509	1484
Region3453	571	1802	186	756	1385	773
Region3454	202	299	86	118	201	144
Region3455	117	577	29	116	150	241
Region3456	248	704	106	245	307	366
Region3457	1040	3145	459	878	1390	1498
Region3458	579	2192	293	475	627	1188
Region3459	735	3140	328	798	1093	1512
Region3460	198	314	117	274	589	153
Region3461	306	898	100	234	406	392
Region3462	390	1556	182	834	1571	680
Region3463	526	3424	211	2314	4586	1641
Region3464	146	831	43	233	356	465
Region3465	193	1400	68	437	1134	794
Region3466	911	2415	398	1473	2100	1137
Region3467	116	273	73	164	294	158
Region3468	290	1127	85	588	1019	642
Region3469	153	1136	47	589	866	595
Region3470	678	3954	275	1163	1996	2049
Region3471	275	1275	109	428	588	754
Region3472	118	615	52	224	311	286
Region3473	204	942	62	313	546	523
Region3474	232	719	101	449	599	386
Region3475	192	774	56	259	543	482
Region3476	216	1148	67	464	716	548
Region3477	360	2350	141	1100	2118	1145
Region3478	379	2297	179	1039	1879	1188
Region3479	349	1716	133	893	1187	821
Region3480	162	821	61	330	391	368
Region3481	1046	4490	464	1628	2507	2036
Region3482	154	468	75	211	396	251
Region3483	217	658	83	205	489	375
Region3484	460	2295	135	720	803	1098
Region3485	164	805	63	448	698	401
Region3486	874	2597	306	2155	3707	1366
Region3487	552	2349	247	1516	2618	1098
Region3488	95	660	45	303	419	300
Region3489	428	1593	132	784	1238	713
Region3490	456	2245	213	1111	2259	1191
Region3491	2321	6027	1089	3355	5516	3027
Region3492	210	737	119	257	397	423
Region3493	213	1303	64	500	1004	742
Region3494	247	945	78	553	995	536
Region3495	766	2654	355	1501	2556	1281
Region3496	800	4028	295	2375	3640	1967
Region3497	292	1169	64	406	862	625
Region3498	386	1118	80	449	732	537
Region3499	379	1991	223	2141	4284	1057
Region3500	591	1959	331	2124	3762	1045
Region3501	489	2596	222	1333	3150	1134
Region3502	427	1503	107	577	795	655
Region3503	269	830	54	258	485	353
Region3504	1288	3172	294	1213	2286	1267
Region3505	638	1806	216	816	1588	782
Region3506	120	449	56	254	456	195
Region3507	657	1997	234	606	1679	793
Region3508	613	933	238	656	1788	441
Region3509	168	511	72	194	450	246
Region3510	273	625	103	329	861	326
Region3511	357	942	116	354	676	446
Region3512	726	451	206	412	979	200
Region3513	1403	1199	480	1536	3102	558
Region3514	699	1472	112	624	1104	624
Region3515	219	729	67	217	427	339
Region3516	299	560	61	262	567	243
Region3517	503	1192	127	535	999	510
Region3518	1961	4045	457	1889	4303	1679
Region3519	536	1298	147	610	1176	547
Region3520	864	1354	323	1324	2380	486
Region3521	1124	3131	268	914	2353	1380
Region3522	260	1013	91	388	624	470
Region3523	269	1424	94	365	650	611
Region3524	543	1657	133	815	1189	738
Region3525	250	671	32	218	618	279
Region3526	293	1103	114	337	680	505
Region3527	166	550	48	187	667	229
Region3528	161	537	54	271	460	240
Region3529	410	1018	81	415	921	463
Region3530	341	983	96	381	644	426
Region3531	224	959	71	296	733	410
Region3532	421	1195	97	513	1024	519
Region3533	453	1747	131	597	1148	632
Region3534	276	974	70	283	692	442
Region3535	421	1522	132	471	858	707
Region3536	1159	2915	306	1343	3050	1277
Region3537	350	1109	84	364	637	476
Region3538	2071	5341	653	2110	4378	2368
Region3539	240	590	43	361	440	253
Region3540	385	673	72	327	509	286
Region3541	293	648	52	401	595	249
