Toll10b_2	Toll9_2	Toll10b_1	Gd7_2	Gd7_1	Toll9_1
Region5234	324	1120	75	326	666	469
Region5235	275	914	76	343	543	380
Region5236	233	665	62	304	493	297
Region5237	541	3022	213	954	2619	1383
Region5238	567	1837	210	544	1273	912
Region5239	301	1626	65	457	886	815
Region5240	248	1051	111	329	826	635
Region5241	386	1783	105	339	1039	992
Region5242	153	568	65	217	380	279
Region5243	176	897	42	225	523	397
Region5244	128	639	33	231	543	293
Region5245	777	2017	221	801	1900	890
Region5246	322	456	77	294	584	187
Region5247	343	851	84	482	612	354
Region5248	281	979	65	328	639	464
Region5249	363	849	85	332	688	407
Region5250	1467	3978	459	1668	3576	1792
Region5251	678	1983	237	667	1638	875
Region5252	191	512	70	202	291	196
Region5253	360	783	116	302	614	331
Region5254	737	1558	532	847	2287	741
Region5255	705	2057	197	651	1371	927
Region5256	124	157	62	140	149	87
Region5257	172	415	68	244	421	205
Region5258	277	610	101	301	718	284
Region5259	531	1345	225	609	1633	667
Region5260	968	2204	308	1036	2751	1037
Region5261	166	401	62	295	392	204
Region5262	602	1553	219	513	1443	699
Region5263	137	526	65	267	565	299
Region5264	1864	4439	727	2088	4424	2152
Region5265	231	749	93	212	519	411
Region5266	209	488	85	162	419	260
Region5267	454	778	198	284	658	444
Region5268	260	589	175	235	385	362
Region5269	1148	3433	301	1204	2909	1414
Region5270	382	1000	82	404	687	418
Region5271	554	1513	148	502	1027	654
Region5272	880	2665	261	1193	2318	1211
Region5273	352	1155	119	544	1233	560
Region5274	332	794	79	357	550	368
Region5275	763	1643	196	1192	1597	661
Region5276	388	812	115	506	888	364
Region5277	628	2146	212	721	1467	863
Region5278	497	1165	114	555	955	497
Region5279	577	1322	235	519	862	629
Region5280	2124	3854	782	2026	4273	1686
Region5281	1239	2334	382	1165	3166	1026
Region5282	439	1477	164	510	1203	681
Region5283	197	563	86	291	724	265
Region5284	181	480	45	202	473	231
Region5285	1106	2598	362	1141	2084	1032
Region5286	2691	6475	814	2796	5428	2738
Region5287	1379	2297	308	1071	2441	893
Region5288	716	541	212	1164	1790	280
Region5289	865	1980	240	926	2035	921
Region5290	523	1727	199	607	1513	825
Region5291	280	788	103	266	666	353
Region5292	323	870	94	349	698	396
Region5293	374	1430	133	395	1092	781
Region5294	918	2562	287	1014	2092	1099
Region5295	159	654	54	270	443	301
Region5296	816	2098	173	825	1569	957
Region5297	167	642	73	302	532	289
Region5298	187	848	78	376	694	365
Region5299	282	484	102	371	864	224
Region5300	221	785	76	326	437	353
Region5301	174	474	80	250	417	255
Region5302	242	679	92	236	524	330
Region5303	318	1229	101	485	862	528
Region5304	1409	3893	394	1481	3794	1491
Region5305	1000	2277	326	867	2085	1018
Region5306	238	835	87	357	727	386
Region5307	408	900	88	426	834	400
Region5308	4385	7440	1512	4122	9451	3588
Region5309	460	1197	132	481	853	530
Region5310	892	2684	324	1175	2738	1188
Region5311	131	438	45	175	526	189
Region5312	103	339	56	427	740	192
Region5313	152	297	96	394	830	178
Region5314	825	2967	355	1041	2888	1436
Region5315	138	455	53	233	491	236
Region5316	650	1799	177	706	1363	805
Region5317	255	614	72	261	560	287
Region5318	142	566	62	227	365	275
Region5319	654	1818	186	732	1511	786
Region5320	165	393	42	176	447	207
Region5321	165	531	74	305	588	262
Region5322	436	1163	107	477	905	515
Region5323	152	497	78	219	545	280
Region5324	283	673	59	258	632	316
Region5325	187	435	54	151	415	245
Region5326	1748	4484	563	1388	3485	1779
Region5327	376	1089	89	432	817	493
Region5328	529	1635	178	498	1311	723
Region5329	296	1143	99	269	799	575
Region5330	395	886	123	236	592	432
Region5331	183	964	91	418	841	495
Region5332	421	1691	181	548	1172	837
Region5333	179	277	54	365	900	143
Region5334	632	1870	155	625	2348	780
Region5335	293	612	109	336	750	315
Region5336	260	706	121	194	513	317
Region5337	556	1569	325	842	1867	839
Region5338	313	805	128	339	611	374
Region5339	263	814	87	282	718	347
Region5340	954	2931	182	1026	2297	1197
Region5341	371	1233	138	502	991	609
Region5342	239	610	57	316	532	285
Region5343	443	1765	157	427	1292	708
Region5344	225	488	40	210	549	216
Region5345	332	944	180	382	896	570
Region5346	190	302	80	105	313	180
Region5347	515	703	320	681	1404	406
Region5348	791	683	392	692	1495	409
Region5349	989	572	402	640	1586	311
Region5350	1909	4079	558	1846	5027	1974
Region5351	787	1888	244	1032	2705	988
Region5352	575	1563	201	495	1549	738
Region5353	316	570	169	365	830	284
Region5354	268	807	153	334	671	375
Region5355	1221	2811	468	1319	3140	1495
Region5356	394	1114	191	486	885	643
Region5357	87	438	30	101	155	200
Region5358	368	918	83	312	690	391
Region5359	251	833	88	301	649	345
Region5360	233	785	50	373	547	370
Region5361	430	943	112	364	873	455
Region5362	278	812	85	325	704	344
Region5363	298	717	65	244	556	299
Region5364	220	444	85	213	476	204
Region5365	220	590	62	310	458	262
Region5366	60	428	22	103	109	164
Region5367	584	2161	120	510	1020	919
Region5368	302	708	71	123	366	315
Region5369	286	657	70	167	414	354
Region5370	260	611	50	259	478	263
Region5371	681	1411	225	503	1631	603
Region5372	851	1906	252	821	1877	879
Region5373	288	832	89	342	1019	406
Region5374	117	669	34	322	932	328
Region5375	89	1097	30	460	1122	530
Region5376	202	2361	108	1071	2395	1195
Region5377	173	1724	100	667	1475	884
Region5378	153	1315	90	593	1350	630
Region5379	154	763	73	305	722	377
Region5380	126	837	59	205	558	421
Region5381	822	1674	190	737	1785	716
Region5382	428	979	85	422	851	417
Region5383	129	444	35	158	238	209
Region5384	379	1422	126	379	761	633
Region5385	308	1073	154	390	1026	460
Region5386	180	718	60	251	455	273
Region5387	792	2279	273	722	1748	906
Region5388	158	611	53	252	527	282
Region5389	388	1019	65	312	900	467
Region5390	155	554	51	162	361	220
Region5391	222	55	101	40	79	18
Region5392	247	1081	79	269	425	450
Region5393	143	528	45	226	388	257
Region5394	846	2226	210	720	1378	960
Region5395	437	933	129	478	1003	445
Region5396	205	557	50	222	593	270
Region5397	764	1560	303	694	1735	771
Region5398	649	1983	169	447	754	870
Region5399	474	110	136	83	92	49
Region5400	404	326	170	210	410	191
Region5401	448	1513	131	484	698	639
Region5402	149	550	63	279	481	216
Region5403	566	1558	163	638	1354	665
Region5404	422	692	176	644	1588	346
Region5405	401	1172	109	377	806	494
Region5406	799	2749	294	1064	1959	1249
Region5407	106	474	37	220	274	239
Region5408	327	1038	144	538	988	545
Region5409	244	922	110	290	494	408
Region5410	375	1107	105	473	836	402
Region5411	197	718	62	353	493	352
Region5412	243	996	85	323	520	420
Region5413	245	833	63	279	390	359
Region5414	207	498	74	259	517	204
Region5415	270	922	83	328	583	406
Region5416	479	1057	134	585	865	469
Region5417	215	629	44	362	439	279
Region5418	1407	3768	525	1551	3594	1535
Region5419	248	798	80	468	898	400
Region5420	325	1141	84	333	523	482
Region5421	633	1339	128	590	1467	573
Region5422	132	792	27	129	210	377
Region5423	64	470	18	72	190	289
Region5424	433	163	134	49	91	92
Region5425	875	637	367	190	331	257
Region5426	816	700	227	168	166	332
Region5427	229	139	80	50	55	75
Region5428	175	575	69	246	385	279
Region5429	858	2436	180	987	2094	1067
Region5430	152	36	73	37	103	22
Region5431	532	91	238	59	146	64
Region5432	142	580	38	312	444	255
Region5433	191	786	46	234	444	319
Region5434	592	1762	159	626	1061	784
Region5435	387	748	177	541	942	361
Region5436	198	931	100	324	606	402
Region5437	1235	3207	476	1519	3821	1412
Region5438	336	1326	94	474	987	533
Region5439	825	2115	306	990	1967	954
Region5440	198	554	56	295	549	294
Region5441	568	978	132	549	1154	459
Region5442	248	515	65	206	421	250
Region5443	564	1160	114	448	961	454
Region5444	181	444	28	127	280	207
Region5445	654	1841	255	504	1356	893
Region5446	353	983	110	419	739	431
Region5447	225	539	44	194	320	242
Region5448	130	417	30	94	168	224
Region5449	643	1385	189	748	1212	666
Region5450	1500	2953	467	1263	2383	1261
Region5451	157	767	110	45	47	343
Region5452	229	1545	142	94	68	690
Region5453	159	950	117	75	84	367
Region5454	161	773	118	63	85	258
Region5455	169	574	43	197	466	292
Region5456	129	475	49	190	281	207
Region5457	931	2689	222	713	1565	1094
Region5458	1071	2489	346	1221	2526	1125
Region5459	356	912	63	317	566	409
Region5460	720	2070	239	677	1663	984
Region5461	404	855	84	456	756	347
Region5462	785	1563	155	767	1674	678
Region5463	290	544	71	370	560	259
Region5464	706	1830	208	911	1601	765
Region5465	207	533	64	240	484	278
Region5466	297	680	96	317	646	314
Region5467	716	1598	216	625	2152	722
Region5468	211	511	52	171	480	240
Region5469	166	648	50	163	445	291
Region5470	349	968	99	319	930	453
Region5471	356	985	68	380	675	469
Region5472	101	379	38	154	450	221
Region5473	639	1117	155	924	2267	517
Region5474	207	658	72	322	702	268
Region5475	209	480	72	374	800	233
Region5476	423	1816	153	579	1627	883
Region5477	938	2295	239	779	1963	976
Region5478	295	678	87	341	775	309
Region5479	207	685	75	170	476	313
Region5480	280	662	100	354	532	254
Region5481	402	857	129	365	1070	441
Region5482	309	547	77	366	1094	249
Region5483	239	550	73	208	751	292
Region5484	523	1096	152	546	1691	522
Region5485	585	2041	238	568	1905	900
Region5486	882	2135	272	771	2391	934
Region5487	268	707	87	279	717	310
Region5488	521	1128	127	467	1346	473
Region5489	286	1146	115	503	920	425
Region5490	251	534	44	240	651	252
Region5491	469	1157	106	486	1331	500
Region5492	455	1592	162	627	1719	729
Region5493	563	1190	187	686	1376	569
Region5494	537	994	169	670	1359	501
Region5495	170	541	39	292	558	266
Region5496	336	1336	89	452	905	554
Region5497	791	1758	161	493	1837	726
Region5498	610	1509	117	442	1430	675
Region5499	379	1042	130	457	715	468
Region5500	601	1577	166	468	1771	660
Region5501	492	959	120	426	1114	475
Region5502	434	947	141	420	876	421
Region5503	170	597	59	263	727	275
Region5504	228	789	77	310	581	337
Region5505	779	1475	226	635	1803	594
Region5506	431	949	123	486	1124	479
Region5507	699	2059	222	808	2245	914
Region5508	929	2185	312	1125	2554	1021
Region5509	384	1164	93	472	1008	461
Region5510	1031	1861	213	765	2186	844
Region5511	272	690	95	276	895	296
Region5512	1046	1680	460	1002	2522	809
Region5513	271	883	66	339	598	368
Region5514	678	1287	186	788	1655	537
Region5515	4565	8532	1701	3640	11124	3453
Region5516	273	755	73	404	612	273
Region5517	1764	4581	452	1550	4471	1981
Region5518	1515	3418	306	1264	3755	1479
Region5519	583	848	168	569	1538	371
Region5520	196	741	62	251	888	352
Region5521	362	1086	118	428	1146	495
Region5522	199	688	80	278	712	333
Region5523	167	638	74	283	636	308
Region5524	2874	5487	1014	5337	9384	2620
Region5525	191	576	84	57	44	321
Region5526	507	1437	173	601	1124	717
Region5527	260	617	59	282	557	287
Region5528	1190	2922	329	1237	2813	1309
Region5529	768	1762	225	776	1595	721
Region5530	178	516	63	225	396	261
Region5531	867	2523	263	1061	2082	1057
Region5532	2181	4621	616	1540	4507	1883
Region5533	516	1173	125	418	710	528
Region5534	1455	3274	410	1409	3006	1344
Region5535	704	1692	196	655	1570	699
Region5536	322	745	115	308	696	396
Region5537	354	216	137	281	728	136
Region5538	417	308	190	590	1103	188
Region5539	296	721	100	425	732	335
Region5540	568	1290	133	562	1298	517
Region5541	138	514	48	116	468	277
Region5542	571	204	206	132	197	114
Region5543	207	77	76	57	106	39
Region5544	349	1087	82	427	800	460
Region5545	222	549	26	220	430	271
Region5546	431	578	67	303	952	255
Region5547	271	873	69	376	736	381
Region5548	309	657	96	384	758	278
Region5549	793	2850	278	1190	2605	1262
Region5550	91	767	15	100	229	381
Region5551	256	918	67	413	688	404
Region5552	563	1040	106	575	1052	414
Region5553	299	697	71	312	604	326
Region5554	399	1321	80	411	972	605
Region5555	350	895	76	333	680	415
Region5556	301	679	55	234	527	297
Region5557	1493	3056	346	1133	3737	1298
Region5558	113	169	14	308	565	71
Region5559	1064	2139	313	891	2727	941
Region5560	663	1854	232	735	1507	824
Region5561	625	1182	141	485	1434	507
Region5562	167	526	55	198	397	255
Region5563	422	129	145	136	239	59
Region5564	1125	521	387	320	688	287
Region5565	602	399	178	161	458	198
Region5566	597	1628	149	477	1258	698
Region5567	1383	3022	393	983	2684	1184
Region5568	763	1688	146	605	1192	775
Region5569	452	1342	149	427	1064	625
Region5570	250	671	89	318	593	378
Region5571	257	652	86	291	396	317
Region5572	180	598	45	152	262	297
Region5573	229	469	89	156	546	226
Region5574	487	1177	157	524	974	517
Region5575	170	738	57	128	290	342
Region5576	187	120	83	63	131	79
Region5577	833	2643	265	966	2421	1095
Region5578	286	872	81	323	631	366
Region5579	188	797	65	261	743	332
Region5580	347	1060	90	361	779	438
Region5581	212	743	46	289	526	317
Region5582	869	2714	279	1050	1576	1159
Region5583	858	3031	418	1187	2656	1455
Region5584	294	1035	65	476	562	451
Region5585	359	1314	144	421	1169	605
Region5586	1030	2400	225	886	1829	1034
Region5587	343	917	111	479	742	425
Region5588	134	997	66	197	520	465
Region5589	70	654	37	172	411	378
Region5590	77	501	22	96	246	292
Region5591	50	517	18	101	170	241
Region5592	611	1683	255	700	1661	776
Region5593	129	498	59	261	397	254
Region5594	78	623	34	301	476	348
Region5595	1265	2492	505	1107	2618	1281
Region5596	814	1514	417	1081	2601	887
Region5597	733	2777	274	845	2003	1249
Region5598	173	487	52	177	442	268
Region5599	333	828	109	428	778	365
Region5600	475	1142	136	469	731	511
Region5601	452	1180	120	435	860	527
Region5602	827	1818	220	712	1573	782
Region5603	302	609	69	284	452	305
Region5604	704	1975	154	611	1093	852
Region5605	1168	3019	432	1027	2746	1142
Region5606	307	722	53	270	596	344
Region5607	325	1262	102	321	641	520
Region5608	452	1406	83	492	906	565
Region5609	150	537	36	212	339	203
Region5610	170	635	30	244	414	281
Region5611	108	533	45	170	341	207
Region5612	214	895	77	250	618	424
Region5613	302	1054	77	380	700	426
Region5614	233	874	99	332	574	421
Region5615	91	537	22	99	304	258
Region5616	433	1491	189	508	1126	634
Region5617	1225	2666	263	940	1414	1093
Region5618	811	2966	267	1314	2352	1267
Region5619	275	591	89	290	780	287
Region5620	318	771	156	476	967	336
Region5621	319	257	133	209	239	139
Region5622	573	1529	163	559	1118	643
Region5623	455	1212	123	469	985	499
Region5624	263	917	72	344	573	381
Region5625	220	494	61	309	479	222
Region5626	316	1578	165	257	401	677
Region5627	1347	2368	630	643	872	989
Region5628	457	1103	124	447	1044	431
Region5629	209	854	78	442	886	356
Region5630	1621	3411	438	2136	4106	1421
Region5631	522	1238	192	783	1557	575
Region5632	977	3475	496	1979	3618	1412
Region5633	1743	5309	750	2777	5987	2302
Region5634	420	1135	123	463	660	503
Region5635	582	1878	153	611	1413	776
Region5636	361	914	93	321	757	395
Region5637	2131	5571	650	2289	4263	2586
Region5638	194	523	45	154	283	288
Region5639	607	1523	200	623	1333	706
Region5640	3432	4531	785	4693	6947	1849
Region5641	283	816	118	301	1001	381
Region5642	474	843	209	402	743	406
Region5643	210	849	81	441	575	427
Region5644	194	679	54	427	767	295
Region5645	576	1568	148	747	1169	690
Region5646	303	1051	117	334	650	470
Region5647	619	1910	274	979	2199	1020
Region5648	149	480	42	254	395	245
Region5649	421	980	189	652	1231	421
Region5650	1074	2349	356	940	2090	967
Region5651	420	1051	123	566	1010	425
Region5652	401	940	140	389	750	431
Region5653	382	1247	60	305	581	526
Region5654	243	662	96	459	660	297
Region5655	326	1128	123	534	1339	547
Region5656	1446	4069	405	1550	2495	1777
Region5657	918	2238	262	900	1599	936
Region5658	620	1511	171	1169	1881	669
Region5659	642	1365	195	736	1371	651
Region5660	176	231	47	287	826	100
Region5661	1307	2230	366	2736	4231	965
Region5662	144	242	23	687	936	102
Region5663	1850	4410	665	2355	4530	1855
Region5664	455	916	96	303	727	408
Region5665	338	1083	87	472	787	417
Region5666	1182	3704	371	1330	2703	1601
Region5667	308	594	115	250	700	299
Region5668	282	887	86	366	651	413
Region5669	132	434	45	175	249	212
Region5670	238	854	115	264	556	348
Region5671	259	1025	81	381	712	396
Region5672	506	1230	143	582	903	581
Region5673	1512	4686	524	2105	3834	1988
Region5674	224	548	54	309	384	261
Region5675	178	738	63	296	560	332
Region5676	259	800	76	381	763	283
Region5677	1547	3362	404	1623	2948	1382
Region5678	638	1610	142	567	1341	726
Region5679	1693	4132	546	2328	4395	1756
Region5680	249	967	65	382	561	375
Region5681	271	799	95	938	1593	395
Region5682	99	525	40	253	270	209
Region5683	546	1762	148	636	1016	759
Region5684	280	128	90	143	249	78
Region5685	111	128	80	57	115	54
Region5686	170	129	134	73	177	64
Region5687	260	796	90	331	739	322
Region5688	705	1999	196	854	1504	878
Region5689	167	769	60	305	571	290
Region5690	420	783	77	466	695	381
Region5691	167	577	58	239	414	294
Region5692	88	584	30	318	552	267
Region5693	629	1399	166	572	820	616
Region5694	1210	1658	586	1252	2857	796
Region5695	531	899	222	758	1941	442
Region5696	274	499	88	231	840	279
Region5697	1940	4784	830	2927	6139	2485
Region5698	1318	2516	810	1936	3870	1179
Region5699	2490	3487	988	2420	4539	1701
Region5700	983	3209	420	1400	2477	1559
Region5701	217	1003	73	439	1075	540
Region5702	758	2996	368	1545	3213	1613
Region5703	148	524	77	140	400	237
Region5704	457	912	193	401	895	523
Region5705	384	562	199	355	609	349
Region5706	422	1111	136	392	713	528
Region5707	343	593	99	373	604	252
Region5708	449	1011	155	458	1001	432
Region5709	470	1242	158	487	857	512
Region5710	153	249	38	253	573	124
Region5711	287	643	63	294	685	242
Region5712	368	830	84	462	720	360
Region5713	493	1690	164	526	1195	681
Region5714	1938	4044	467	2010	4178	1696
Region5715	600	946	78	381	617	358
Region5716	802	1515	507	843	2294	800
Region5717	250	715	104	316	503	303
Region5718	333	757	62	473	752	355
Region5719	1441	3804	398	1524	3564	1596
Region5720	856	900	120	872	1402	361
Region5721	119	486	53	173	380	217
Region5722	732	1697	273	644	1917	810
Region5723	226	585	63	205	485	272
Region5724	483	1493	125	551	1141	611
Region5725	144	587	53	232	230	290
Region5726	758	1568	559	861	2299	765
Region5727	284	980	79	408	584	425
Region5728	939	1932	357	1034	2209	801
Region5729	196	174	89	125	357	96
Region5730	1144	2468	310	1115	2122	1104
Region5731	228	763	64	197	521	350
Region5732	2005	4241	605	1794	4562	1796
Region5733	505	933	123	317	837	424
Region5734	299	798	51	237	629	336
Region5735	616	1341	158	760	1220	575
