geneID	sampleID	rlog	sampleName	sampleInfo	Genotype	Replicate	Input	sample
FBtr0077493	Toll9_R2_CBP	6.12538044260779	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0307052	Toll9_R2_CBP	5.2305303144957	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077497	Toll9_R2_CBP	6.45628107668667	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077498	Toll9_R2_CBP	5.23628999743616	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077515	Toll9_R2_CBP	7.77583993247817	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077499	Toll9_R2_CBP	7.5813116078452	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077500	Toll9_R2_CBP	6.69630605608556	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0334832	Toll9_R2_CBP	5.26245363941725	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077504	Toll9_R2_CBP	6.65193398087863	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0334833	Toll9_R2_CBP	6.92141810148346	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077513	Toll9_R2_CBP	4.09331162243734	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077511	Toll9_R2_CBP	5.26852117334639	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077485	Toll9_R2_CBP	6.17043708674048	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077478	Toll9_R2_CBP	7.71825019407868	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0334790	Toll9_R2_CBP	6.05032646668026	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077476	Toll9_R2_CBP	4.07149267387768	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0345748	Toll9_R2_CBP	6.31909870640179	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0301864	Toll9_R2_CBP	6.16260122403201	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0334400	Toll9_R2_CBP	5.22988187988133	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077429	Toll9_R2_CBP	8.61202906648573	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077462	Toll9_R2_CBP	5.78701017826341	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0331450	Toll9_R2_CBP	5.750580547906	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077460	Toll9_R2_CBP	5.10233076294494	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077457	Toll9_R2_CBP	5.92108727811325	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077439	Toll9_R2_CBP	5.0236956493694	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077456	Toll9_R2_CBP	6.5211283364769	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077455	Toll9_R2_CBP	6.73071875641282	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077454	Toll9_R2_CBP	7.62539801340428	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0335135	Toll9_R2_CBP	6.29030435484589	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0345632	Toll9_R2_CBP	5.96107078927771	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077441	Toll9_R2_CBP	6.3545219438778	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077450	Toll9_R2_CBP	4.66620350914864	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0335134	Toll9_R2_CBP	5.71353864139378	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077442	Toll9_R2_CBP	5.59433637117736	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077443	Toll9_R2_CBP	5.94383533384361	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0305142	Toll9_R2_CBP	5.96892591338761	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0343222	Toll9_R2_CBP	2.55002540528352	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077423	Toll9_R2_CBP	5.1392286535461	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077422	Toll9_R2_CBP	4.70077144328249	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077418	Toll9_R2_CBP	4.575641574159	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077383	Toll9_R2_CBP	5.16888238732498	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077416	Toll9_R2_CBP	5.33173749630617	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0336959	Toll9_R2_CBP	4.16844881810934	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077412	Toll9_R2_CBP	7.43812968220974	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077385	Toll9_R2_CBP	4.9579688837064	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0332477	Toll9_R2_CBP	4.28278295144337	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077411	Toll9_R2_CBP	5.48890076864678	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077386	Toll9_R2_CBP	5.57568248465639	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077387	Toll9_R2_CBP	5.36175632827993	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077389	Toll9_R2_CBP	5.52701739043824	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0077390	Toll9_R2_CBP	4.69121649677224	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079058	Toll9_R2_CBP	4.59684993480231	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0078991	Toll9_R2_CBP	6.30197578030472	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0110896	Toll9_R2_CBP	6.17419836673848	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0078992	Toll9_R2_CBP	6.38998119036885	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0110838	Toll9_R2_CBP	3.94424020413351	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079053	Toll9_R2_CBP	6.18914962128797	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079052	Toll9_R2_CBP	4.96247064856267	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079050	Toll9_R2_CBP	7.0385640717126	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0078995	Toll9_R2_CBP	6.68465908324251	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079049	Toll9_R2_CBP	5.90250495539784	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0078997	Toll9_R2_CBP	6.59039754453396	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079046	Toll9_R2_CBP	6.34838488663488	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079043	Toll9_R2_CBP	5.34281017382277	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079042	Toll9_R2_CBP	5.43885108688873	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079044	Toll9_R2_CBP	5.41625482784103	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079041	Toll9_R2_CBP	8.28941409142101	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0332413	Toll9_R2_CBP	5.32125497835732	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0332412	Toll9_R2_CBP	4.80580178215744	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0332411	Toll9_R2_CBP	6.32775654895802	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079035	Toll9_R2_CBP	6.85506727918896	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0334121	Toll9_R2_CBP	6.85550319745963	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079033	Toll9_R2_CBP	5.53204016732129	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0334122	Toll9_R2_CBP	4.97983307341012	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0334120	Toll9_R2_CBP	5.03996112329659	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0301206	Toll9_R2_CBP	5.00904982522747	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079031	Toll9_R2_CBP	6.50508597225315	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079009	Toll9_R2_CBP	5.95310686461836	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079030	Toll9_R2_CBP	6.4318409422148	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0333536	Toll9_R2_CBP	7.38437425292774	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079027	Toll9_R2_CBP	6.58958622454671	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0302570	Toll9_R2_CBP	7.82426805335471	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079026	Toll9_R2_CBP	6.7461418986832	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0329983	Toll9_R2_CBP	5.9895796906554	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0345333	Toll9_R2_CBP	6.34254694353537	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0332405	Toll9_R2_CBP	4.8248989048205	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079089	Toll9_R2_CBP	9.48092781514396	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079088	Toll9_R2_CBP	5.00670451037264	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079066	Toll9_R2_CBP	4.26509452119845	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0300456	Toll9_R2_CBP	3.20093958157451	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079086	Toll9_R2_CBP	4.57584690402313	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0346455	Toll9_R2_CBP	4.4456246375656	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0342936	Toll9_R2_CBP	4.32748253156461	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0343225	Toll9_R2_CBP	3.14731064814903	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0329966	Toll9_R2_CBP	3.17393473432096	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079130	Toll9_R2_CBP	5.48654179761817	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079129	Toll9_R2_CBP	5.45889481296056	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0343257	Toll9_R2_CBP	5.94946605263878	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079099	Toll9_R2_CBP	7.02976607186047	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079128	Toll9_R2_CBP	5.56574317561488	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079126	Toll9_R2_CBP	5.45590092285558	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079125	Toll9_R2_CBP	6.38522486461131	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0346460	Toll9_R2_CBP	5.40709560362145	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0307059	Toll9_R2_CBP	6.28671217099291	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0307058	Toll9_R2_CBP	6.82283815551146	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0307060	Toll9_R2_CBP	6.00249887361706	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0114511	Toll9_R2_CBP	6.42517522816266	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079114	Toll9_R2_CBP	5.5171754522206	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079165	Toll9_R2_CBP	2.45224164383664	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0332038	Toll9_R2_CBP	4.30160062599648	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0301234	Toll9_R2_CBP	8.14100195261675	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079160	Toll9_R2_CBP	6.93176061772386	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079139	Toll9_R2_CBP	6.88602784785804	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079158	Toll9_R2_CBP	8.24764348693947	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079155	Toll9_R2_CBP	3.29452950703888	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079144	Toll9_R2_CBP	7.30614091524876	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0273412	Toll9_R2_CBP	5.71069668380695	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079238	Toll9_R2_CBP	4.06921953104093	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079234	Toll9_R2_CBP	7.92035398894162	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079178	Toll9_R2_CBP	7.27883739846737	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079179	Toll9_R2_CBP	7.01110342163256	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0332599	Toll9_R2_CBP	5.84891683397492	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079232	Toll9_R2_CBP	3.00113407332529	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0307070	Toll9_R2_CBP	6.08024887716924	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0307300	Toll9_R2_CBP	6.65641262628314	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079225	Toll9_R2_CBP	6.91832812986311	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079183	Toll9_R2_CBP	6.45920330845237	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079184	Toll9_R2_CBP	5.82073625881409	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0346135	Toll9_R2_CBP	5.14130427778228	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079187	Toll9_R2_CBP	5.06378103095072	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079215	Toll9_R2_CBP	5.76973241947337	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079192	Toll9_R2_CBP	5.27652157450371	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0343126	Toll9_R2_CBP	5.28398551950171	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0344438	Toll9_R2_CBP	6.17873963229017	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079211	Toll9_R2_CBP	7.77738697978362	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079196	Toll9_R2_CBP	4.21880381584953	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079199	Toll9_R2_CBP	3.27936235947621	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0304908	Toll9_R2_CBP	2.75197931544777	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0333407	Toll9_R2_CBP	6.13949328619623	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0346267	Toll9_R2_CBP	5.51960273726635	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0303078	Toll9_R2_CBP	5.92372278048685	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079201	Toll9_R2_CBP	4.03542687857713	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079284	Toll9_R2_CBP	6.68546441961255	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0331226	Toll9_R2_CBP	6.6574311669499	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079250	Toll9_R2_CBP	7.48377459081053	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079251	Toll9_R2_CBP	7.19303523693343	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0331225	Toll9_R2_CBP	3.70756330215893	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0290281	Toll9_R2_CBP	2.75027363854655	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0344864	Toll9_R2_CBP	7.08672152557913	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0299967	Toll9_R2_CBP	6.13385776334825	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079257	Toll9_R2_CBP	6.39420177281581	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0329952	Toll9_R2_CBP	5.65839349644463	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079259	Toll9_R2_CBP	7.29568053808186	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079258	Toll9_R2_CBP	6.69391302560402	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079269	Toll9_R2_CBP	5.03999225316539	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079267	Toll9_R2_CBP	6.44417753942366	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079266	Toll9_R2_CBP	6.54179747941952	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0345753	Toll9_R2_CBP	6.13624480660644	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079261	Toll9_R2_CBP	6.47835212955301	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0113411	Toll9_R2_CBP	6.65251038935476	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0306113	Toll9_R2_CBP	2.76088731632669	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079335	Toll9_R2_CBP	6.45781139264475	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079334	Toll9_R2_CBP	4.33592488117352	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079333	Toll9_R2_CBP	7.51166042113942	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0343163	Toll9_R2_CBP	5.59228110782689	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079291	Toll9_R2_CBP	8.00711993435544	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079292	Toll9_R2_CBP	6.74501663556689	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079293	Toll9_R2_CBP	6.64026692404017	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0112553	Toll9_R2_CBP	2.2987050804301	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079327	Toll9_R2_CBP	5.92133088011731	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079325	Toll9_R2_CBP	4.29699359810668	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079297	Toll9_R2_CBP	6.04235336815943	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0333516	Toll9_R2_CBP	5.17442287162925	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0333347	Toll9_R2_CBP	4.56386169218962	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079315	Toll9_R2_CBP	4.98642087077521	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079310	Toll9_R2_CBP	5.41530371473234	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079299	Toll9_R2_CBP	6.4677086713279	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0333346	Toll9_R2_CBP	6.99116277430346	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0100381	Toll9_R2_CBP	6.95131261617948	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079381	Toll9_R2_CBP	2.28140858288907	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0345446	Toll9_R2_CBP	7.20415824328585	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079342	Toll9_R2_CBP	6.40382504251922	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079343	Toll9_R2_CBP	7.46356181531142	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079372	Toll9_R2_CBP	6.34532709464686	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079369	Toll9_R2_CBP	7.05354106535844	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0307031	Toll9_R2_CBP	6.7356449508939	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0332326	Toll9_R2_CBP	3.67596421000203	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079365	Toll9_R2_CBP	7.01739623826117	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079349	Toll9_R2_CBP	5.74122596528948	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0343776	Toll9_R2_CBP	2.74098936297691	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079350	Toll9_R2_CBP	6.62256674883588	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079358	Toll9_R2_CBP	7.08691556695028	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0307073	Toll9_R2_CBP	7.36760698426415	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0307074	Toll9_R2_CBP	6.15621916386104	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0306926	Toll9_R2_CBP	3.96871903198978	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
FBtr0079429	Toll9_R2_CBP	5.72763743996602	toll910_R2_CBP_S10	toll910_R2_CBP_S10	Toll9	R2	CBP	S10
